method_name,real_mean,real_std,real_median,scaled_mean,scaled_std,scaled_median
discounted_natural_popular,1418944.0,1352.354982983388,1419200.0,1418.944,1.352354982983388,1419.2
discounted_natural_proper,53824.16,192.8482159627099,53761.5,53.824160000000006,0.1928482159627099,53.7615
discounted_vanilla_popular,4284960.0,5241.068593330944,4284800.0,4284.96,5.241068593330944,4284.8
discounted_vanilla_proper,53831.52,208.85609782814578,53761.5,53.83152,0.20885609782814576,53.7615
discounting_free_natural_sampling,1969.44,320.34457448191625,1904.0,1.96944,0.3203445744819163,1.904
discounting_free_vanilla_sampling,6880.96,997.0113933150413,6896.0,6.88096,0.9970113933150413,6.896
