iteration,theta0,theta1,v_gamma
0,0.0,0.0,-3.453267566394109
1,0.5405873375922425,0.0,-3.2217394441722176
2,0.8147602828093596,-0.36687028084147233,-3.0253467914498016
3,1.1306262472578847,-0.6278218151388959,-2.8688444459247795
4,1.3725327922039892,-0.8885796245026052,-2.751107084009427
5,1.5846258109319922,-1.1096437100424872,-2.6636656054515724
6,1.7652896225480723,-1.3033071761944206,-2.598038832831873
7,1.9216582919165819,-1.4735311858100095,-2.5477976405899883
8,2.0586023968488343,-1.6246664403651445,-2.5084837711990464
9,2.179874142455576,-1.760224931991483,-2.477068524587789
10,2.2883437193604887,-1.882966502493274,-2.4514824172553995
11,2.386220680478327,-1.9950495994478739,-2.4302883570965297
12,2.4752251514213697,-2.0981709801978368,-2.412468621966715
13,2.556713468723581,-2.193676858386632,-2.39728784922482
14,2.63176902016986,-2.282646865110101,-2.3842043488772315
15,2.7012679646855577,-2.365956422058616,-2.372811857679927
16,2.765927137866054,-2.4443229943183544,-2.3628006052951314
17,2.8263393450607746,-2.5183405653169104,-2.3539308051814203
18,2.882999672410408,-2.588505549184629,-2.346014274750778
19,2.936325340698854,-2.6552364592409927,-2.338901469006082
20,2.986670865754279,-2.718888991653086,-2.332472182710356
21,3.0343397677083828,-2.7797677125286273,-2.3266287808051627
22,3.0795937130874798,-2.838135204238644,-2.321291199285009
23,3.1226597256590503,-2.894219292178788,-2.3163932046442555
24,3.1637359286383973,-2.948218806965631,-2.311879560696714
25,3.2029961585008935,-3.000308218488275,-2.307703858232841
26,3.2405937033354064,-3.050641392943695,-2.303826834866041
27,3.276664355705856,-3.0993546620846564,-2.300215061571
28,3.3113289240971264,-3.1465693485732706,-2.2968399064855567
29,3.3446953132367767,-3.192393857824316,-2.293676710468359
30,3.3768602584685548,-3.2369254217320056,-2.2907041259057004
31,3.407910780508575,-3.280251560873448,-2.287903582483534
32,3.437925412648826,-3.322451317519068,-2.2852588525232727
33,3.466975241581279,-3.3635963008720386,-2.282755695001553
34,3.495124794633995,-3.4037515775515628,-2.280381562208369
35,3.5224327997106473,-3.4429764338072113,-2.2781253566143462
36,3.5489528391476557,-3.4813250308474255,-2.2759772282462967
37,3.574733914709812,-3.51884697064736,-2.2739284049456963
38,3.5998209377838517,-3.555587786417975,-2.271971049475526
39,3.6242551563109844,-3.5915893693808307,-2.2700981386693133
40,3.648074527981188,-3.626890341458534,-2.268303360771225
41,3.671314047585625,-3.6615263818503805,-2.2665810278635634
42,3.6940060351057085,-3.695530514133125,-2.2649260008666117
43,3.716180390044066,-3.7289333594434977,-2.2633336250621956
44,3.737864816624268,-3.761763360412251,-2.261799674463844
45,3.7590850237639053,-3.794046979790071,-2.260320303654131
46,3.779864903129022,-3.8258088771030594,-2.2588920059494564
47,3.8002266880830233,-3.857072066175477,-2.257511576946479
48,3.8201910959309826,-3.8878580559408995,-2.2561760826621247
49,3.839777455515551,-3.9181869766145345,-2.254882831607883
50,3.8590038219313163,-3.948077693006983,-2.253629350244775
51,3.877887079880685,-3.9775479065132804,-2.2524133613523882
52,3.8964430369882437,-4.0066142471027195,-2.2512327649173485
