theta0,theta1,value
-10.0,-10.0,-6.918911801612674
-9.5,-10.0,-6.91891180393235
-9.0,-10.0,-6.918911807754162
-8.5,-10.0,-6.9189118140479575
-8.0,-10.0,-6.918911824404816
-7.5,-10.0,-6.918911841426424
-7.0,-10.0,-6.9189118693436065
-6.5,-10.0,-6.91891191497248
-6.0,-10.0,-6.918911989117765
-5.5,-10.0,-6.918912108416055
-5.0,-10.0,-6.918912297095939
-4.5,-10.0,-6.918912586403712
-4.0,-10.0,-6.9189130042070905
-3.5,-10.0,-6.918913532168178
-3.0,-10.0,-6.9189139653109555
-2.5,-10.0,-6.918913490689654
-2.0,-10.0,-6.918909476812913
-1.5,-10.0,-6.918894075381597
-1.0,-10.0,-6.9188448068913
-0.5,-10.0,-6.918698681000041
0.0,-10.0,-6.918281396254234
0.5,-10.0,-6.917114318281189
1.0,-10.0,-6.913890190997719
1.5,-10.0,-6.9050584996635544
2.0,-10.0,-6.881069719570094
2.5,-10.0,-6.81683047153368
3.0,-10.0,-6.650322682284278
3.5,-10.0,-6.251731668302412
4.0,-10.0,-5.454142987311689
4.5,-10.0,-4.307370480276451
5.0,-10.0,-3.2522715128746222
5.5,-10.0,-2.6127808868975557
6.0,-10.0,-2.318295798649145
6.5,-10.0,-2.2008646959066205
7.0,-10.0,-2.158343995709942
7.5,-10.0,-2.146049005398125
8.0,-10.0,-2.146947956668053
8.5,-10.0,-2.15520261964263
9.0,-10.0,-2.168996500958004
9.5,-10.0,-2.187360440505542
10.0,-10.0,-2.208701040289491
-10.0,-9.5,-6.918502829278173
-9.5,-9.5,-6.918502833103126
-9.0,-9.5,-6.918502839404965
-8.5,-9.5,-6.918502849782904
-8.0,-9.5,-6.918502866860504
-7.5,-9.5,-6.918502894927737
-7.0,-9.5,-6.9185029409609475
-6.5,-9.5,-6.918503016199494
-6.0,-9.5,-6.918503138459914
-5.5,-9.5,-6.918503335175811
-5.0,-9.5,-6.918503646301518
-4.5,-9.5,-6.918504123368961
-4.0,-9.5,-6.918504812355253
-3.5,-9.5,-6.9185056830924365
-3.0,-9.5,-6.918506397781783
-2.5,-9.5,-6.918505616459847
-2.0,-9.5,-6.918499001428668
-1.5,-9.5,-6.918473615414804
-1.0,-9.5,-6.918392402921406
-0.5,-9.5,-6.918151534422203
0.0,-9.5,-6.917463742632438
0.5,-9.5,-6.91554050716963
1.0,-9.5,-6.9102306214900775
1.5,-9.5,-6.895709355412436
2.0,-9.5,-6.856441508342666
2.5,-9.5,-6.752528158919794
3.0,-9.5,-6.491311486345496
3.5,-9.5,-5.909886680831055
4.0,-9.5,-4.9036362212682105
4.5,-9.5,-3.738112636487659
5.0,-9.5,-2.879415245285628
5.5,-9.5,-2.4347587966818733
6.0,-9.5,-2.246748743022382
6.5,-9.5,-2.1757034585157164
7.0,-9.5,-2.152525669641445
7.5,-9.5,-2.1493584955955654
8.0,-9.5,-2.156104810389451
8.5,-9.5,-2.1693411958627666
9.0,-9.5,-2.1875008503143376
9.5,-9.5,-2.208768766206718
10.0,-9.5,-2.2305862589504994
-10.0,-9.0,-6.917828706032628
-9.5,-9.0,-6.917828712340121
-9.0,-9.0,-6.917828722732117
-8.5,-9.0,-6.917828739845773
-8.0,-9.0,-6.917828768007475
-7.5,-9.0,-6.917828814291622
-7.0,-9.0,-6.917828890202651
-6.5,-9.0,-6.917829014275183
-6.0,-9.0,-6.917829215890687
-5.5,-9.0,-6.917829540291724
-5.0,-9.0,-6.917830053374026
-4.5,-9.0,-6.917830840141445
-4.0,-9.0,-6.917831976481719
-3.5,-9.0,-6.9178334128359475
-3.0,-9.0,-6.917834592674671
-2.5,-9.0,-6.9178333077431695
-2.0,-9.0,-6.917822408826178
-1.5,-9.0,-6.917780572444516
-1.0,-9.0,-6.917646723270087
-0.5,-9.0,-6.917249740535459
0.0,-9.0,-6.91611629183764
0.5,-9.0,-6.912947994592514
1.0,-9.0,-6.904209207631661
1.5,-9.0,-6.880375069352324
2.0,-9.0,-6.816390946272151
2.5,-9.0,-6.6502882486121315
3.0,-9.0,-6.252268850324902
3.5,-9.0,-5.455277104865252
4.0,-9.0,-4.308832196801486
4.5,-9.0,-3.2538029632602945
5.0,-9.0,-2.614476671010978
5.5,-9.0,-2.320495302333288
6.0,-9.0,-2.2040523716680958
6.5,-9.0,-2.163165990436676
7.0,-9.0,-2.153327504322257
7.5,-9.0,-2.1575915080790184
8.0,-9.0,-2.169909384147307
8.5,-9.0,-2.1877323263510147
9.0,-9.0,-2.2088804223654837
9.5,-9.0,-2.2306588860384795
10.0,-9.0,-2.250401789439008
-10.0,-8.5,-6.916717694367457
-9.5,-8.5,-6.916717704770068
-9.0,-8.5,-6.916717721909045
-8.5,-8.5,-6.916717750133734
-8.0,-8.5,-6.916717796579465
-7.5,-8.5,-6.916717872913843
-7.0,-8.5,-6.916717998110976
-6.5,-8.5,-6.916718202740291
-6.0,-8.5,-6.91671853526254
-5.5,-8.5,-6.916719070303248
-5.0,-8.5,-6.916719916566332
-4.5,-8.5,-6.916721214313682
-4.0,-8.5,-6.9167230888920885
-3.5,-8.5,-6.916725459080692
-3.0,-8.5,-6.916727408421852
-2.5,-8.5,-6.916725298758261
-2.0,-8.5,-6.916707349654195
-1.5,-8.5,-6.916638422235983
-1.0,-8.5,-6.916417871537445
-0.5,-8.5,-6.915763744148324
0.0,-8.5,-6.91389643775419
0.5,-8.5,-6.908679805522905
1.0,-8.5,-6.894314592859288
1.5,-8.5,-6.855307893123123
2.0,-8.5,-6.751824933731425
2.5,-8.5,-6.491274921347379
3.0,-8.5,-5.910712701027208
3.5,-8.5,-4.905197805020773
4.0,-8.5,-3.739972182409809
