theta0,theta1,bias
5.0,-6.5,-2.3144
5.5,-6.5,-2.29799
6.0,-6.5,-2.30812
6.5,-6.5,-2.32981
7.0,-6.5,-2.35514
7.5,-6.5,-2.37906
8.0,-6.5,-2.39879
8.5,-6.5,-2.41351
9.0,-6.5,-2.42373
9.5,-6.5,-2.4305
10.0,-6.5,-2.43483
-10.0,-6.0,-11.01428
-9.5,-6.0,-11.01428
-9.0,-6.0,-11.01428
-8.5,-6.0,-11.01428
-8.0,-6.0,-11.01428
-7.5,-6.0,-11.01429
-7.0,-6.0,-11.01429
-6.5,-6.0,-11.0143
-6.0,-6.0,-11.01431
-5.5,-6.0,-11.01433
-5.0,-6.0,-11.01436
-4.5,-6.0,-11.0144
-4.0,-6.0,-11.01447
-3.5,-6.0,-11.01455
-3.0,-6.0,-11.01462
-2.5,-6.0,-11.01456
-2.0,-6.0,-11.01396
-1.5,-6.0,-11.01164
-1.0,-6.0,-11.00418
-0.5,-6.0,-10.9821
0.0,-6.0,-10.91959
0.5,-6.0,-10.7493
1.0,-6.0,-10.31151
1.5,-6.0,-9.31282
2.0,-6.0,-7.5258
2.5,-6.0,-5.37052
3.0,-6.0,-3.72494
3.5,-6.0,-2.8547
4.0,-6.0,-2.48559
4.5,-6.0,-2.35005
5.0,-6.0,-2.31177
5.5,-6.0,-2.31377
6.0,-6.0,-2.33255
6.5,-6.0,-2.35692
7.0,-6.0,-2.38062
7.5,-6.0,-2.40035
8.0,-6.0,-2.41514
8.5,-6.0,-2.42544
9.0,-6.0,-2.43225
9.5,-6.0,-2.43663
10.0,-6.0,-2.43937
-10.0,-5.5,-10.95261
-9.5,-5.5,-10.95261
-9.0,-5.5,-10.95261
-8.5,-5.5,-10.95261
-8.0,-5.5,-10.95262
-7.5,-5.5,-10.95262
-7.0,-5.5,-10.95263
-6.5,-5.5,-10.95264
-6.0,-5.5,-10.95266
-5.5,-5.5,-10.95269
-5.0,-5.5,-10.95274
-4.5,-5.5,-10.95281
-4.0,-5.5,-10.95292
-3.5,-5.5,-10.95306
-3.0,-5.5,-10.95318
-2.5,-5.5,-10.95309
-2.0,-5.5,-10.95213
-1.5,-5.5,-10.94837
-1.0,-5.5,-10.93629
-0.5,-5.5,-10.90051
0.0,-5.5,-10.7998
0.5,-5.5,-10.52997
1.0,-5.5,-9.86554
1.5,-5.5,-8.49115
2.0,-5.5,-6.42974
2.5,-5.5,-4.44906
3.0,-5.5,-3.21085
3.5,-5.5,-2.63407
4.0,-5.5,-2.40816
4.5,-5.5,-2.33439
5.0,-5.5,-2.32307
5.5,-5.5,-2.33706
6.0,-5.5,-2.35987
6.5,-5.5,-2.38318
7.0,-5.5,-2.40293
7.5,-5.5,-2.41783
8.0,-5.5,-2.42824
8.5,-5.5,-2.43515
9.0,-5.5,-2.43958
9.5,-5.5,-2.44236
10.0,-5.5,-2.44408
-10.0,-5.0,-10.85285
-9.5,-5.0,-10.85285
-9.0,-5.0,-10.85285
-8.5,-5.0,-10.85285
-8.0,-5.0,-10.85286
-7.5,-5.0,-10.85287
-7.0,-5.0,-10.85288
-6.5,-5.0,-10.8529
-6.0,-5.0,-10.85293
-5.5,-5.0,-10.85298
-5.0,-5.0,-10.85306
-4.5,-5.0,-10.85318
-4.0,-5.0,-10.85337
-3.5,-5.0,-10.8536
-3.0,-5.0,-10.85381
-2.5,-5.0,-10.85368
-2.0,-5.0,-10.85217
-1.5,-5.0,-10.84617
-1.0,-5.0,-10.82678
-0.5,-5.0,-10.76947
0.0,-5.0,-10.60954
0.5,-5.0,-10.1921
1.0,-5.0,-9.22888
1.5,-5.0,-7.48704
2.0,-5.0,-5.36521
2.5,-5.0,-3.7331
3.0,-5.0,-2.86752
3.5,-5.0,-2.50216
4.0,-5.0,-2.37138
4.5,-5.0,-2.33834
5.0,-5.0,-2.34448
5.5,-5.0,-2.36472
6.0,-5.0,-2.3874
6.5,-5.0,-2.40717
7.0,-5.0,-2.42226
7.5,-5.0,-2.43286
8.0,-5.0,-2.43991
8.5,-5.0,-2.44444
9.0,-5.0,-2.44729
9.5,-5.0,-2.44905
10.0,-5.0,-2.45014
-10.0,-4.5,-10.69338
-9.5,-4.5,-10.69338
-9.0,-4.5,-10.69338
-8.5,-4.5,-10.69339
-8.0,-4.5,-10.6934
-7.5,-4.5,-10.69341
-7.0,-4.5,-10.69343
-6.5,-4.5,-10.69346
-6.0,-4.5,-10.69351
-5.5,-4.5,-10.6936
-5.0,-4.5,-10.69373
-4.5,-4.5,-10.69394
-4.0,-4.5,-10.69424
-3.5,-4.5,-10.69463
-3.0,-4.5,-10.69501
-2.5,-4.5,-10.69486
-2.0,-4.5,-10.69256
-1.5,-4.5,-10.68316
-1.0,-4.5,-10.65259
-0.5,-4.5,-10.56239
0.0,-4.5,-10.31413
0.5,-4.5,-9.69157
1.0,-4.5,-8.38346
1.5,-4.5,-6.39044
2.0,-4.5,-4.44836
2.5,-4.5,-3.22346
3.0,-4.5,-2.65231
3.5,-4.5,-2.43158
4.0,-4.5,-2.36339
4.5,-4.5,-2.35668
5.0,-4.5,-2.37269
5.5,-4.5,-2.39434
6.0,-4.5,-2.41414
6.5,-4.5,-2.42955
7.0,-4.5,-2.44046
7.5,-4.5,-2.44775
8.0,-4.5,-2.45245
8.5,-4.5,-2.4554
9.0,-4.5,-2.45723
9.5,-4.5,-2.45836
10.0,-4.5,-2.45905
-10.0,-4.0,-10.44326
-9.5,-4.0,-10.44326
-9.0,-4.0,-10.44327
-8.5,-4.0,-10.44327
-8.0,-4.0,-10.44329
-7.5,-4.0,-10.44331
-7.0,-4.0,-10.44334
-6.5,-4.0,-10.44339
-6.0,-4.0,-10.44348
-5.5,-4.0,-10.44362
-5.0,-4.0,-10.44384
-4.5,-4.0,-10.44418
-4.0,-4.0,-10.44469
-3.5,-4.0,-10.44537
-3.0,-4.0,-10.44605
-2.5,-4.0,-10.44598
-2.0,-4.0,-10.44264
-1.5,-4.0,-10.42839
-1.0,-4.0,-10.38149
-0.5,-4.0,-10.24341
0.0,-4.0,-9.87127
0.5,-4.0,-8.99161
1.0,-4.0,-7.36309
1.5,-4.0,-5.33175
2.0,-4.0,-3.73939
2.5,-4.0,-2.88699
3.0,-4.0,-2.52865
3.5,-4.0,-2.40428
4.0,-4.0,-2.3767
4.5,-4.0,-2.38579
5.0,-4.0,-2.40573
5.5,-4.0,-2.4256
6.0,-4.0,-2.44153
6.5,-4.0,-2.45295
7.0,-4.0,-2.46064
7.5,-4.0,-2.46561
8.0,-4.0,-2.46874
8.5,-4.0,-2.47068
9.0,-4.0,-2.47188
9.5,-4.0,-2.47261
10.0,-4.0,-2.47306
-10.0,-3.5,-10.0624
-9.5,-3.5,-10.06241
-9.0,-3.5,-10.06241
-8.5,-3.5,-10.06243
-8.0,-3.5,-10.06245
-7.5,-3.5,-10.06248
-7.0,-3.5,-10.06253
-6.5,-3.5,-10.06262
-6.0,-3.5,-10.06276
-5.5,-3.5,-10.06299
-5.0,-3.5,-10.06336
-4.5,-3.5,-10.06394
-4.0,-3.5,-10.0648
-3.5,-3.5,-10.06597
-3.0,-3.5,-10.06725
-2.5,-3.5,-10.06754
-2.0,-3.5,-10.06312
-1.5,-3.5,-10.0426
-1.0,-3.5,-9.97362
-0.5,-3.5,-9.77097
0.0,-3.5,-9.2413
0.5,-3.5,-8.0883
1.0,-3.5,-6.26582
1.5,-3.5,-4.42738
2.0,-3.5,-3.24025
2.5,-3.5,-2.68271
3.0,-3.5,-2.4706
3.5,-3.5,-2.40945
4.0,-3.5,-2.40726
4.5,-3.5,-2.4244
5.0,-3.5,-2.44438
5.5,-3.5,-2.46116
6.0,-3.5,-2.47344
6.5,-3.5,-2.48179
7.0,-3.5,-2.4872
7.5,-3.5,-2.49063
8.0,-3.5,-2.49276
8.5,-3.5,-2.49408
9.0,-3.5,-2.49488
9.5,-3.5,-2.49537
10.0,-3.5,-2.49567
-10.0,-3.0,-9.50786
-9.5,-3.0,-9.50787
-9.0,-3.0,-9.50788
-8.5,-3.0,-9.5079
-8.0,-3.0,-9.50793
-7.5,-3.0,-9.50798
-7.0,-3.0,-9.50807
-6.5,-3.0,-9.50822
-6.0,-3.0,-9.50845
-5.5,-3.0,-9.50884
-5.0,-3.0,-9.50945
-4.5,-3.0,-9.51041
-4.0,-3.0,-9.51187
-3.5,-3.0,-9.51392
-3.0,-3.0,-9.51634
-2.5,-3.0,-9.51771
-2.0,-3.0,-9.51283
-1.5,-3.0,-9.48562
-1.0,-3.0,-9.3904
-0.5,-3.0,-9.1107
0.0,-3.0,-8.40951
0.5,-3.0,-7.03756
1.0,-3.0,-5.22639
1.5,-3.0,-3.738
2.0,-3.0,-2.92036
2.5,-3.0,-2.57689
3.0,-3.0,-2.4627
3.5,-3.0,-2.44228
4.0,-3.0,-2.45486
4.5,-3.0,-2.47502
5.0,-3.0,-2.49323
5.5,-3.0,-2.50693
6.0,-3.0,-2.51637
6.5,-3.0,-2.52254
7.0,-3.0,-2.52646
7.5,-3.0,-2.52891
8.0,-3.0,-2.53041
8.5,-3.0,-2.53134
9.0,-3.0,-2.5319
9.5,-3.0,-2.53224
10.0,-3.0,-2.53245
-10.0,-2.5,-8.75087
-9.5,-2.5,-8.75088
-9.0,-2.5,-8.7509
-8.5,-2.5,-8.75093
-8.0,-2.5,-8.75098
-7.5,-2.5,-8.75107
-7.0,-2.5,-8.75122
-6.5,-2.5,-8.75145
-6.0,-2.5,-8.75184
-5.5,-2.5,-8.75247
-5.0,-2.5,-8.75348
-4.5,-2.5,-8.75508
-4.0,-2.5,-8.75754
-3.5,-2.5,-8.76111
-3.0,-2.5,-8.76568
-2.5,-2.5,-8.76962
-2.0,-2.5,-8.76636
-1.5,-2.5,-8.73477
-1.0,-2.5,-8.61481
-0.5,-2.5,-8.25988
0.0,-2.5,-7.41475
0.5,-2.5,-5.95742
1.0,-2.5,-4.36111
1.5,-2.5,-3.26836
2.0,-2.5,-2.74357
2.5,-2.5,-2.54845
3.0,-2.5,-2.49906
3.5,-2.5,-2.50424
4.0,-2.5,-2.52472
4.5,-2.5,-2.54529
5.0,-2.5,-2.56137
5.5,-2.5,-2.57264
6.0,-2.5,-2.58008
6.5,-2.5,-2.58483
7.0,-2.5,-2.5878
7.5,-2.5,-2.58964
8.0,-2.5,-2.59076
8.5,-2.5,-2.59145
9.0,-2.5,-2.59187
9.5,-2.5,-2.59212
10.0,-2.5,-2.59228
-10.0,-2.0,-7.80369
-9.5,-2.0,-7.80371
-9.0,-2.0,-7.80374
-8.5,-2.0,-7.80379
-8.0,-2.0,-7.80388
-7.5,-2.0,-7.80402
-7.0,-2.0,-7.80425
-6.5,-2.0,-7.80463
-6.0,-2.0,-7.80524
-5.5,-2.0,-7.80625
-5.0,-2.0,-7.80788
-4.5,-2.0,-7.81049
-4.0,-2.0,-7.81456
-3.5,-2.0,-7.82065
-3.0,-2.0,-7.82902
-2.5,-2.0,-7.83824
-2.0,-2.0,-7.84097
-1.5,-2.0,-7.81198
-1.0,-2.0,-7.67885
-0.5,-2.0,-7.27372
0.0,-2.0,-6.36149
0.5,-2.0,-4.98879
1.0,-2.0,-3.73056
1.5,-2.0,-2.99458
2.0,-2.0,-2.68412
2.5,-2.0,-2.59004
3.0,-2.0,-2.58343
3.5,-2.0,-2.60446
4.0,-2.0,-2.62899
4.5,-2.0,-2.64908
5.0,-2.0,-2.66345
5.5,-2.0,-2.67304
6.0,-2.0,-2.6792
6.5,-2.0,-2.68306
7.0,-2.0,-2.68546
7.5,-2.0,-2.68693
8.0,-2.0,-2.68783
8.5,-2.0,-2.68837
9.0,-2.0,-2.68871
9.5,-2.0,-2.68891
10.0,-2.0,-2.68903
-10.0,-1.5,-6.73967
-9.5,-1.5,-6.7397
-9.0,-1.5,-6.73975
-8.5,-1.5,-6.73983
-8.0,-1.5,-6.73996
-7.5,-1.5,-6.74018
-7.0,-1.5,-6.74053
-6.5,-1.5,-6.74112
-6.0,-1.5,-6.74208
-5.5,-1.5,-6.74365
-5.0,-1.5,-6.7462
-4.5,-1.5,-6.75032
-4.0,-1.5,-6.75683
-3.5,-1.5,-6.76686
-3.0,-1.5,-6.78141
-2.5,-1.5,-6.79997
-2.0,-1.5,-6.81569
-1.5,-1.5,-6.80159
-1.0,-1.5,-6.67758
-0.5,-1.5,-6.26841
0.0,-1.5,-5.39218
0.5,-1.5,-4.24099
1.0,-1.5,-3.34466
1.5,-1.5,-2.89195
2.0,-1.5,-2.73311
2.5,-1.5,-2.70827
3.0,-1.5,-2.73033
3.5,-1.5,-2.76149
4.0,-1.5,-2.78836
4.5,-1.5,-2.80802
5.0,-1.5,-2.8213
5.5,-1.5,-2.82989
6.0,-1.5,-2.8353
6.5,-1.5,-2.83866
7.0,-1.5,-2.84072
7.5,-1.5,-2.84199
8.0,-1.5,-2.84276
8.5,-1.5,-2.84322
9.0,-1.5,-2.84351
9.5,-1.5,-2.84368
10.0,-1.5,-2.84379
-10.0,-1.0,-5.67991
-9.5,-1.0,-5.67995
-9.0,-1.0,-5.68003
-8.5,-1.0,-5.68015
-8.0,-1.0,-5.68034
-7.5,-1.0,-5.68067
-7.0,-1.0,-5.6812
-6.5,-1.0,-5.68208
-6.0,-1.0,-5.68353
-5.5,-1.0,-5.6859
-5.0,-1.0,-5.68977
-4.5,-1.0,-5.69604
-4.0,-1.0,-5.70609
-3.5,-1.0,-5.72187
-3.0,-1.0,-5.74569
-2.5,-1.0,-5.77889
-2.0,-1.0,-5.81679
-1.5,-1.0,-5.83343
-1.0,-1.0,-5.74626
-0.5,-1.0,-5.38449
0.0,-1.0,-4.63324
0.5,-1.0,-3.76737
1.0,-1.0,-3.19187
1.5,-1.0,-2.95092
2.0,-1.0,-2.89981
2.5,-1.0,-2.9239
3.0,-1.0,-2.9662
3.5,-1.0,-3.00459
4.0,-1.0,-3.03336
4.5,-1.0,-3.05304
5.0,-1.0,-3.06586
5.5,-1.0,-3.07398
6.0,-1.0,-3.07903
6.5,-1.0,-3.08214
7.0,-1.0,-3.08404
7.5,-1.0,-3.0852
8.0,-1.0,-3.08591
8.5,-1.0,-3.08634
9.0,-1.0,-3.0866
9.5,-1.0,-3.08676
10.0,-1.0,-3.08686
-10.0,-0.5,-4.74364
-9.5,-0.5,-4.7437
-9.0,-0.5,-4.74381
-8.5,-0.5,-4.74399
-8.0,-0.5,-4.74428
-7.5,-0.5,-4.74475
-7.0,-0.5,-4.74554
-6.5,-0.5,-4.74683
-6.0,-0.5,-4.74896
-5.5,-0.5,-4.75245
-5.0,-0.5,-4.75816
-4.5,-0.5,-4.76748
-4.0,-0.5,-4.78252
-3.5,-0.5,-4.80647
-3.0,-0.5,-4.84359
-2.5,-0.5,-4.89812
-2.0,-0.5,-4.96914
-1.5,-0.5,-5.03386
-1.0,-0.5,-5.0095
-0.5,-0.5,-4.7349
0.0,-0.5,-4.15969
0.5,-0.5,-3.5805
1.0,-0.5,-3.26513
1.5,-0.5,-3.18175
2.0,-0.5,-3.21015
2.5,-0.5,-3.27088
3.0,-0.5,-3.32876
3.5,-0.5,-3.3732
4.0,-0.5,-3.40404
4.5,-0.5,-3.4243
5.0,-0.5,-3.43718
5.5,-0.5,-3.44523
6.0,-0.5,-3.45019
6.5,-0.5,-3.45323
7.0,-0.5,-3.45509
7.5,-0.5,-3.45622
8.0,-0.5,-3.45691
8.5,-0.5,-3.45733
9.0,-0.5,-3.45758
9.5,-0.5,-3.45773
10.0,-0.5,-3.45783
-10.0,0.0,-4.00015
-9.5,0.0,-4.00024
-9.0,0.0,-4.00039
-8.5,0.0,-4.00065
-8.0,0.0,-4.00107
-7.5,0.0,-4.00177
-7.0,0.0,-4.00291
-6.5,0.0,-4.0048
-6.0,0.0,-4.00791
-5.5,0.0,-4.01301
-5.0,0.0,-4.02139
-4.5,0.0,-4.03507
-4.0,0.0,-4.05729
-3.5,0.0,-4.093
-3.0,0.0,-4.14922
-2.5,0.0,-4.23429
-2.0,0.0,-4.35243
-1.5,0.0,-4.4843
-1.0,0.0,-4.54437
-0.5,0.0,-4.38058
0.0,0.0,-4.0
0.5,0.0,-3.68026
1.0,0.0,-3.5721
1.5,0.0,-3.61011
2.0,0.0,-3.70037
2.5,0.0,-3.79028
3.0,0.0,-3.86114
3.5,0.0,-3.91114
4.0,0.0,-3.9443
4.5,0.0,-3.96554
5.0,0.0,-3.97884
5.5,0.0,-3.98707
6.0,0.0,-3.99212
6.5,0.0,-3.99521
7.0,0.0,-3.99709
7.5,0.0,-3.99823
8.0,0.0,-3.99893
8.5,0.0,-3.99935
9.0,0.0,-3.99961
9.5,0.0,-3.99976
10.0,0.0,-3.99985
-10.0,0.5,-3.45818
-9.5,0.5,-3.45832
-9.0,0.5,-3.45855
-8.5,0.5,-3.45893
-8.0,0.5,-3.45955
-7.5,0.5,-3.46058
-7.0,0.5,-3.46227
-6.5,0.5,-3.46505
-6.0,0.5,-3.46963
-5.5,0.5,-3.47717
-5.0,0.5,-3.48954
-4.5,0.5,-3.50979
-4.0,0.5,-3.54277
-3.5,0.5,-3.59603
-3.0,0.5,-3.68057
-2.5,0.5,-3.81037
-2.0,0.5,-3.99573
-1.5,0.5,-4.21836
-1.0,0.5,-4.38173
-0.5,0.5,-4.34203
0.0,0.5,-4.15969
0.5,0.5,-4.06828
1.0,0.5,-4.128
1.5,0.5,-4.26237
2.0,0.5,-4.40159
2.5,0.5,-4.51463
3.0,0.5,-4.59595
3.5,0.5,-4.6506
4.0,0.5,-4.68585
4.5,0.5,-4.70806
5.0,0.5,-4.72183
5.5,0.5,-4.73031
6.0,0.5,-4.73549
6.5,0.5,-4.73865
7.0,0.5,-4.74057
7.5,0.5,-4.74174
8.0,0.5,-4.74245
8.5,0.5,-4.74288
9.0,0.5,-4.74314
9.5,0.5,-4.7433
10.0,0.5,-4.74339
-10.0,1.0,-3.08733
-9.5,1.0,-3.08753
-9.0,1.0,-3.08788
-8.5,1.0,-3.08845
