iteration,theta0,theta1,v_gamma
0,0.0,0.0,-3.453267566394109
1,0.8898961904202889,0.0808996536745717,-3.2100578908673945
2,1.161635492029893,-0.5228010461133988,-2.894101233722327
3,1.140665000995145,-1.2714437286098859,-2.824197519766482
4,1.8124441678980625,-1.225597307335587,-2.606853249527871
5,2.123666865123834,-1.3102273114154916,-2.565760952822476
6,1.995708806670835,-1.7359638305278404,-2.5059541566997643
7,2.2857102719125053,-1.7614784465554048,-2.467356152475361
8,2.426605857046195,-1.7308590708998046,-2.465173009524789
9,2.9271847178452743,-1.8843518920466273,-2.4362638512422126
10,2.796261264417523,-2.270878436981783,-2.3773480754078906
11,2.7835980021943,-2.6419209550352294,-2.3500121585251175
12,3.0865815780713084,-2.649764151946702,-2.3340446889763946
13,3.038912467267433,-2.7439888336335825,-2.3286197557684454
14,3.315236263342105,-2.7938449330647055,-2.319541385748039
15,3.1684213305394486,-3.0764927571626544,-2.3059300059117507
16,3.125151503473435,-3.196184014634599,-2.305565504625294
17,3.4393432919732936,-3.1489189766515047,-2.293765187085341
18,3.4216723074446547,-3.16893974155837,-2.292929345347951
19,3.468157322989133,-3.1585413867532366,-2.2928587422806537
20,3.4313939814948258,-3.1974993070314848,-2.2912378198870846
21,3.2661753825735707,-3.4842788016106674,-2.290936468812979
22,3.3156470592137834,-3.597395724338434,-2.28647057559784
23,3.643790820121868,-3.468587981450349,-2.27477970285208
24,3.6234666681890073,-3.4906084181029837,-2.274069327405505
25,3.579025505397592,-3.5367630746506586,-2.273170109514106
