iteration,theta0,theta1,gain
0,0.0,0.0,0.0
1,0.04044982683728586,0.0,0.0
2,0.04044982683728558,-2.8066500111153464e-16,0.0
3,0.08888607353898068,0.003097400110388501,0.0
4,0.220993996195602,0.06712148690476782,0.0
5,0.220993996195602,0.056334133403621575,0.0
