iteration,theta0,theta1,v_gamma
0,0.0,0.0,-3.6289228960457844
1,0.6185018410497136,0.0,-3.3436112662897983
2,0.8729865989056442,-0.46868299154631643,-3.095895982473101
3,1.2473042304194166,-0.7182166721697767,-2.9146125701272707
4,1.4815965895026544,-1.0085383167402537,-2.7870493220896426
5,1.700189710851669,-1.232542684271033,-2.696461771349207
6,1.880812548714709,-1.4286285446518456,-2.630267981606193
7,2.035856279412408,-1.599275239632648,-2.5804211403973563
8,2.170846891000088,-1.7499439760310356,-2.541810084362436
9,2.289928081941614,-1.884648812997748,-2.5111461072977397
10,2.3961682946281524,-2.0064011209481247,-2.4862618279728546
11,2.4918747335095985,-2.117486252001397,-2.4656889855094355
12,2.578813317589387,-2.219663762901517,-2.4484057081152204
13,2.6583592782581977,-2.314309076439456,-2.433682773236913
14,2.731600947197041,-2.4025132647558576,-2.420987859496442
15,2.799412306285557,-2.485153816173527,-2.40992438527692
16,2.8625045440035937,-2.562945422124828,-2.4001914571771246
17,2.9214633122830698,-2.636476931147103,-2.3915570199305916
18,2.97677608945772,-2.7062386225354556,-2.3838394609652185
19,3.0288525862033926,-2.772642617534978,-2.376894753132813
20,3.0780401817099405,-2.83603835897069,-2.3706073023825978
21,3.1246357557569775,-2.8967244985328024,-2.364883322789539
22,3.1688948696941464,-2.95495813270309,-2.3596459669500818
23,3.2110389712366185,-3.0109620572186637,-2.3548316959661797
24,3.251261107791895,-3.0649305231347124,-2.3503875382911352
25,3.289730501070818,-3.1170338471458483,-2.346268995015336
26,3.326596242907343,-3.167422136669336,-2.3424384214696703
27,3.361990306054051,-3.2162283242730143,-2.338863764068751
28,3.3960300159852324,-3.2635706583266795,-2.3355175650862696
29,3.428820094893637,-3.309554761849982,-2.33237617163431
30,3.4604543633501166,-3.3542753457191097,-2.329419101798305
31,3.4910171659191342,-3.397817643117922,-2.3266285328229945
32,3.5205845725845624,-3.4402586175863115,-2.323988884895106
33,3.5492253968690477,-3.481667985963904,-2.321486480400907
34,3.5770020631216393,-3.5221090890471314,-2.3191092632192003
35,3.60397134895131,-3.561639636220469,-2.316846566105446
36,3.6301850237251494,-3.600312345213815,-2.3146889168548856
37,3.655690400082421,-3.6381754941290034,-2.312627875931533
38,3.68053081228245,-3.6752733997111906,-2.3106558997800923
39,3.7047460327138633,-3.7116468333223187,-2.3087662252179575
40,3.728372635900917,-3.747333384058992,-2.3069527712211
41,3.7514443177403103,-3.7823677768356814,-2.3052100551343786
42,3.773992176405627,-3.8167821519422014,-2.3035331209008736
43,3.796044960302343,-3.8506063115171587,-2.301917477351442
44,3.8176292875946216,-3.883867937506563,-2.3003590449513176
45,3.8387698411173394,-3.916592784960034,-2.2988541096853568
46,3.859489541902771,-3.9488048539255516,-2.2973992829927288
47,3.8798097040672928,-3.980526542713426,-2.2959914668473145
48,3.8997501734006064,-4.01177878489208,-2.294627823230753
49,3.919329451663274,-4.042581172037241,-2.293305747368226
50,3.938564808315916,-4.07295206397003,-2.2920228441979416
51,3.9574723811655286,-4.102908687978593,-2.2907769076284725
52,3.9760672672133826,-4.13246722831435,-2.289565902206848
53,3.9943636048184734,-4.161642907081408,-2.288387946877332
54,4.012374648145427,-4.190450057490895,-2.2872413005584447
55,4.030112834741969,-4.218902190326706,-2.2861243493054766
56,4.047589846985006,-4.2470120543620125,-2.2850355948591496
57,4.0648166680433535,-4.2747916913738315,-2.283973644409175
