theta0,theta1,value
-10.0,-10.0,-6.122948131830622
-9.5,-10.0,-6.122948133583949
-9.0,-10.0,-6.122948136472665
-8.5,-10.0,-6.1229481412298306
-8.0,-10.0,-6.122948149058062
-7.5,-10.0,-6.122948161923844
-7.0,-10.0,-6.122948183025045
-6.5,-10.0,-6.122948217513628
-6.0,-10.0,-6.12294827355634
-5.5,-10.0,-6.122948363727948
-5.0,-10.0,-6.122948506341629
-4.5,-10.0,-6.122948725014895
-4.0,-10.0,-6.1229490408115534
-3.5,-10.0,-6.122949439870903
-3.0,-10.0,-6.122949767261832
-2.5,-10.0,-6.122949408519361
-2.0,-10.0,-6.122946374630704
-1.5,-10.0,-6.122934733454367
-1.0,-10.0,-6.122897493800874
-0.5,-10.0,-6.122787043897821
0.0,-10.0,-6.122471633624725
0.5,-10.0,-6.121589452610279
1.0,-10.0,-6.119152145652556
1.5,-10.0,-6.1124740543673175
2.0,-10.0,-6.094322353647809
2.5,-10.0,-6.045623521484662
3.0,-10.0,-5.918778748312307
3.5,-10.0,-5.611464423596288
4.0,-10.0,-4.980517475086162
4.5,-10.0,-4.033981852763709
5.0,-10.0,-3.119291487517874
5.5,-10.0,-2.543114076519726
6.0,-10.0,-2.2719979920767726
6.5,-10.0,-2.162842925367311
7.0,-10.0,-2.1231707216065705
7.5,-10.0,-2.1116846399650804
8.0,-10.0,-2.112524672057041
8.5,-10.0,-2.1202366517869082
9.0,-10.0,-2.1331170288405836
9.5,-10.0,-2.1502518943524174
10.0,-10.0,-2.170145687133571
-10.0,-9.5,-6.12263900743766
-9.5,-9.5,-6.122639010328799
-9.0,-9.5,-6.122639015092124
-8.5,-9.5,-6.122639022936424
-8.0,-9.5,-6.12263903584475
-7.5,-9.5,-6.122639057059734
-7.0,-9.5,-6.122639091854535
-6.5,-9.5,-6.122639148724569
-6.0,-9.5,-6.122639241136697
-5.5,-9.5,-6.122639389826965
-5.0,-9.5,-6.1226396249953705
-4.5,-9.5,-6.122639985592986
-4.0,-9.5,-6.122640506372201
-3.5,-9.5,-6.12264116453016
-3.0,-9.5,-6.122641704737325
-2.5,-9.5,-6.122641114165056
-2.0,-9.5,-6.122636114107584
-1.5,-9.5,-6.122616925745429
-1.0,-9.5,-6.122555540045171
-0.5,-9.5,-6.122373474684379
0.0,-9.5,-6.121853583071636
0.5,-9.5,-6.120399757867063
1.0,-9.5,-6.116385260745334
1.5,-9.5,-6.1054019791555865
2.0,-9.5,-6.075667682458525
