theta0,theta1,v_gamma
-10.0,-10.0,-10.515163114721087
-9.5,-10.0,-10.515163120578485
-9.0,-10.0,-10.515163130228926
-8.5,-10.0,-10.515163146121365
-8.0,-10.0,-10.515163172273425
-7.5,-10.0,-10.515163215254612
-7.0,-10.0,-10.515163285748164
-6.5,-10.0,-10.515163400965434
-6.0,-10.0,-10.515163588189383
-5.5,-10.0,-10.515163889428992
-5.0,-10.0,-10.515164365863777
-4.5,-10.0,-10.51516509639367
-4.0,-10.0,-10.515166151387355
-3.5,-10.0,-10.51516748453997
-3.0,-10.0,-10.515168578267314
-2.5,-10.0,-10.515167379802692
-2.0,-10.0,-10.515157244380646
-1.5,-10.0,-10.515118354368092
-1.0,-10.0,-10.514993947725596
-0.5,-10.0,-10.514624975755789
0.0,-10.0,-10.513571376833365
0.5,-10.0,-10.510625077264603
1.0,-10.0,-10.502489152428765
1.5,-10.0,-10.48022847236587
2.0,-10.0,-10.419952706861983
2.5,-10.0,-10.259889388301081
3.0,-10.0,-9.85392973225401
3.5,-10.0,-8.931487640434593
4.0,-10.0,-7.270826230418554
4.5,-10.0,-5.23830710544577
5.0,-10.0,-3.659755974800124
5.5,-10.0,-2.8128060906985293
6.0,-10.0,-2.4469738439543116
6.5,-10.0,-2.3050510304353535
7.0,-10.0,-2.2542021726230734
7.5,-10.0,-2.2395519812761084
8.0,-10.0,-2.2406223322269487
8.5,-10.0,-2.250456790809931
9.0,-10.0,-2.266914399070044
9.5,-10.0,-2.2888709679602264
10.0,-10.0,-2.314453319472575
-10.0,-9.5,-10.5141304608387
-9.5,-9.5,-10.514130470496308
-9.0,-9.5,-10.514130486407817
-8.5,-9.5,-10.51413051261105
-8.0,-9.5,-10.514130555730256
-7.5,-9.5,-10.51413062659717
-7.0,-9.5,-10.514130742826339
-6.5,-9.5,-10.514130932796007
-6.0,-9.5,-10.514131241491139
-5.5,-9.5,-10.51413173817879
-5.0,-9.5,-10.51413252373962
-4.5,-9.5,-10.514133728286595
-4.0,-9.5,-10.514135467907371
-3.5,-9.5,-10.514137666431127
-3.0,-9.5,-10.514139470950076
-2.5,-9.5,-10.514137498190532
-2.0,-9.5,-10.51412079591195
-1.5,-9.5,-10.514056699014015
-1.0,-9.5,-10.513851648473995
-0.5,-9.5,-10.513243506881569
0.0,-9.5,-10.511507133451085
0.5,-9.5,-10.506653016785176
1.0,-9.5,-10.493260483422508
1.5,-9.5,-10.456704398997186
2.0,-9.5,-10.358356195102987
2.5,-9.5,-10.101607128875024
3.0,-9.5,-9.477838928070332
3.5,-9.5,-8.191447025550453
4.0,-9.5,-6.248481132370632
4.5,-9.5,-4.356295847423121
5.0,-9.5,-3.1568589634830113
5.5,-9.5,-2.5899296721195593
6.0,-9.5,-2.360242561407078
6.5,-9.5,-2.2749273234837024
7.0,-9.5,-2.2472663518820837
7.5,-9.5,-2.2434931033330585
8.0,-9.5,-2.251532291382712
8.5,-9.5,-2.267326040083908
9.0,-9.5,-2.289039051339148
9.5,-9.5,-2.3145346214686375
10.0,-9.5,-2.3407634056460203
-10.0,-9.0,-10.512428477967392
-9.5,-9.0,-10.512428493891122
-9.0,-9.0,-10.512428520126468
-8.5,-9.0,-10.512428563331138
-8.0,-9.0,-10.512428634427408
-7.5,-9.0,-10.512428751275104
-7.0,-9.0,-10.512428942918026
-6.5,-9.0,-10.512429256148177
-6.0,-9.0,-10.512429765141233
-5.5,-9.0,-10.51243058411536
-5.0,-9.0,-10.51243187942924
-4.5,-9.0,-10.512433865681496
-4.0,-9.0,-10.512436734456694
-3.5,-9.0,-10.512440360640223
-3.0,-9.0,-10.512443339231956
-2.5,-9.0,-10.512440095325628
-2.0,-9.0,-10.512412580221055
-1.5,-9.0,-10.512306961780752
-1.0,-9.0,-10.511969057233344
-0.5,-9.0,-10.510966918333107
0.0,-9.0,-10.508106071309385
0.5,-9.0,-10.500112513188368
1.0,-9.0,-10.478089771705353
1.5,-9.0,-10.418211387572672
2.0,-9.0,-10.258800940687316
2.5,-9.0,-9.853847083402114
3.0,-9.0,-8.932686341180995
3.5,-9.0,-7.273029843113425
4.0,-9.0,-5.240670795768813
4.5,-9.0,-3.6618762980590156
5.0,-9.0,-2.814954986922789
5.5,-9.0,-2.449653200304274
6.0,-9.0,-2.3088745309893555
6.5,-9.0,-2.259954321794063
7.0,-9.0,-2.2482218757096493
7.5,-9.0,-2.2533048601826406
8.0,-9.0,-2.268004621743863
8.5,-9.0,-2.289316156102809
9.0,-9.0,-2.3146686613797884
9.5,-9.0,-2.3408508434215927
10.0,-9.0,-2.3646510092144926
-10.0,-8.5,-10.509623946040493
-9.5,-8.5,-10.509623972297069
-9.0,-8.5,-10.50962401555647
-8.5,-8.5,-10.509624086796622
-8.0,-8.5,-10.50962420402735
-7.5,-8.5,-10.509624396698118
-7.0,-8.5,-10.509624712700274
-6.5,-8.5,-10.50962522919219
-6.0,-8.5,-10.509626068490626
-5.5,-8.5,-10.509627418953228
-5.0,-8.5,-10.509629554952955
-4.5,-8.5,-10.50963283051654
-4.0,-8.5,-10.509637562025054
-3.5,-8.5,-10.50964354447533
-3.0,-8.5,-10.509648464691955
-2.5,-8.5,-10.509643139815052
-2.0,-8.5,-10.50959783563157
-1.5,-8.5,-10.509423861796533
-1.0,-8.5,-10.508867203935871
-0.5,-8.5,-10.507216360322705
0.0,-8.5,-10.502504910960688
0.5,-8.5,-10.489351596138633
1.0,-8.5,-10.453198530216012
1.5,-8.5,-10.355527902060082
2.0,-8.5,-10.099886705990857
2.5,-8.5,-9.477753708519819
3.0,-8.5,-8.19318205275003
3.5,-8.5,-6.2512535169868215
4.0,-8.5,-4.359057172120931
4.5,-8.5,-3.1594821998614595
5.0,-8.5,-2.5929051086812294
5.5,-8.5,-2.3642459751034015
6.0,-8.5,-2.280789675682777
6.5,-8.5,-2.256006550896516
7.0,-8.5,-2.2562256148457553
7.5,-8.5,-2.269123142897833
8.0,-8.5,-2.289772976015665
8.5,-8.5,-2.3148896438191433
9.0,-8.5,-2.3409949977643874
9.5,-8.5,-2.3647763933811796
10.0,-8.5,-2.3841116495217767
-10.0,-8.0,-10.505004299661147
-9.5,-8.0,-10.505004342958504
-9.0,-8.0,-10.50500441429375
-8.5,-8.0,-10.505004531769716
-8.0,-8.0,-10.505004725085191
-7.5,-8.0,-10.505005042803766
-7.0,-8.0,-10.505005563901861
-6.5,-8.0,-10.505006415623015
-6.0,-8.0,-10.505007799692304
-5.5,-8.0,-10.505010026777713
-5.0,-8.0,-10.50501354949823
-4.5,-8.0,-10.50501895212442
-4.0,-8.0,-10.505026757668343
-3.5,-8.0,-10.505036631599818
-3.0,-8.0,-10.505044769034912
-2.5,-8.0,-10.505036053358468
-2.0,-8.0,-10.504961523742217
-1.5,-8.0,-10.504675127822464
-1.0,-8.0,-10.503758582461854
-0.5,-8.0,-10.50104061172106
0.0,-8.0,-10.493287091653997
0.5,-8.0,-10.471670884532651
1.0,-8.0,-10.412485616171876
1.5,-8.0,-10.254250466495597
2.0,-8.0,-9.851197061829419
2.5,-8.0,-8.932657128776775
3.0,-8.0,-7.275428053027043
3.5,-8.0,-5.244023880620425
4.0,-8.0,-3.665169547867467
4.5,-8.0,-2.818393294995839
5.0,-8.0,-2.4539455546946436
5.5,-8.0,-2.3149157973549044
6.0,-8.0,-2.2688094314244327
6.5,-8.0,-2.261036459011878
7.0,-8.0,-2.2709665361217044
7.5,-8.0,-2.2905260125705484
8.0,-8.0,-2.3152539496078464
8.5,-8.0,-2.3412326513034825
9.0,-8.0,-2.36498310194535
9.5,-8.0,-2.384319439635083
10.0,-8.0,-2.39867224629363
-10.0,-7.5,-10.49739930824405
-9.5,-7.5,-10.497399379649805
-9.0,-7.5,-10.49739949729566
-8.5,-7.5,-10.497399691037046
-8.0,-7.5,-10.497400009854159
-7.5,-7.5,-10.497400533840809
-7.0,-7.5,-10.497401393252952
-6.5,-7.5,-10.497402797963264
-6.0,-7.5,-10.497405080719428
-5.5,-7.5,-10.497408754047749
-5.0,-7.5,-10.497414564879975
-4.5,-7.5,-10.497423478084674
-4.0,-7.5,-10.497436359724714
-3.5,-7.5,-10.497452667641259
-3.0,-7.5,-10.497466152767094
-2.5,-7.5,-10.497451955367476
-2.0,-7.5,-10.497329522448767
-1.5,-7.5,-10.496858524298089
-1.0,-7.5,-10.495350726938444
-0.5,-7.5,-10.490879878928709
0.0,-7.5,-10.478135336870785
0.5,-7.5,-10.442685103587893
1.0,-7.5,-10.346232919548758
1.5,-7.5,-10.092676014039789
2.0,-7.5,-9.473832738264585
2.5,-7.5,-8.193349417282267
3.0,-7.5,-6.254426375502479
3.5,-7.5,-4.363069687238769
4.0,-7.5,-3.163592211250594
4.5,-7.5,-2.597649377092727
5.0,-7.5,-2.3705741911955864
5.5,-7.5,-2.2898314575328076
6.0,-7.5,-2.2689555238642805
6.5,-7.5,-2.2740037755078473
7.0,-7.5,-2.291767200596165
7.5,-7.5,-2.3158544995149417
8.0,-7.5,-2.341624430104788
8.5,-7.5,-2.36532386604207
9.0,-7.5,-2.3846619874315884
9.5,-7.5,-2.3990299712687766
10.0,-7.5,-2.4089924096779893
-10.0,-7.0,-10.484892010057912
-9.5,-7.0,-10.484892127841277
-9.0,-7.0,-10.48489232189782
-8.5,-7.0,-10.484892641474916
-8.0,-7.0,-10.484893167368028
-7.5,-7.0,-10.484894031699653
-7.0,-7.0,-10.484895449349127
-6.5,-7.0,-10.484897766563197
-6.0,-7.0,-10.484901532379958
-5.5,-7.0,-10.48490759268014
-5.0,-7.0,-10.484917180808484
-4.5,-7.0,-10.48493189180739
-4.0,-7.0,-10.484953163750154
-3.5,-7.0,-10.484980128176417
-3.0,-7.0,-10.485002547428243
-2.5,-7.0,-10.484979606256571
-2.0,-7.0,-10.484778954900927
-1.5,-7.0,-10.484005628965829
-1.0,-7.0,-10.481528707164285
-0.5,-7.0,-10.474185469886391
0.0,-7.0,-10.45327822706263
0.5,-7.0,-10.395338502602117
1.0,-7.0,-10.239308525777952
1.5,-7.0,-9.840042977951438
2.0,-7.0,-8.927198208649532
2.5,-7.0,-7.276056868602014
3.0,-7.0,-5.248098129636431
3.5,-7.0,-3.670069983360923
4.0,-7.0,-2.8238022673784955
4.5,-7.0,-2.4607230356107213
5.0,-7.0,-2.3242575225958833
5.5,-7.0,-2.2819774316668773
6.0,-7.0,-2.279005891814004
6.5,-7.0,-2.2938125962595133
7.0,-7.0,-2.3168443974682917
7.5,-7.0,-2.3422702400850204
8.0,-7.0,-2.3658855804216867
8.5,-7.0,-2.38522664406762
9.0,-7.0,-2.3996196539255297
9.5,-7.0,-2.4096070044545455
10.0,-7.0,-2.416209888132075
-10.0,-6.5,-10.464355380152847
-9.5,-6.5,-10.464355574492474
-9.0,-6.5,-10.464355894682104
-8.5,-6.5,-10.464356421981412
-8.0,-6.5,-10.464357289708774
-7.5,-6.5,-10.464358715885298
-7.0,-6.5,-10.464361055118385
-6.5,-6.5,-10.464364878876673
-6.0,-6.5,-10.464371093525466
-5.5,-6.5,-10.464381096019302
-5.0,-6.5,-10.464396924813345
-4.5,-6.5,-10.464421221121736
-4.0,-6.5,-10.464456383374511
-3.5,-6.5,-10.464501048294833
-3.0,-6.5,-10.464538513178773
-2.5,-6.5,-10.46450194828548
-2.0,-6.5,-10.464174387276708
-1.5,-6.5,-10.462908079872763
-1.0,-6.5,-10.458848667333356
-0.5,-6.5,-10.44681710063981
0.0,-6.5,-10.412629282042634
0.5,-6.5,-10.318458805114357
1.0,-6.5,-10.069031459137426
1.5,-6.5,-9.457209061031456
2.0,-6.5,-8.186394667772975
2.5,-6.5,-6.25592114595573
3.0,-6.5,-4.368265325694898
3.5,-6.5,-3.169830004472553
4.0,-6.5,-2.60509456773301
4.5,-6.5,-2.38038803392132
5.0,-6.5,-2.303353514054833
5.5,-6.5,-2.2872381767630334
6.0,-6.5,-2.2971822240026865
6.5,-6.5,-2.318475806583098
7.0,-6.5,-2.343334663540666
7.5,-6.5,-2.366811390246726
8.0,-6.5,-2.3861573087515837
8.5,-6.5,-2.40059158791117
9.0,-6.5,-2.410620023183201
9.5,-6.5,-2.417254321838154
10.0,-6.5,-2.4215035759524137
-10.0,-6.0,-10.430723779746133
-9.5,-6.0,-10.43072410054939
-9.0,-6.0,-10.430724629100746
-8.5,-6.0,-10.430725499545751
-8.0,-6.0,-10.430726931978894
-7.5,-6.0,-10.43072928635502
-7.0,-6.0,-10.430733148202886
-6.5,-6.0,-10.430739461322572
-6.0,-6.0,-10.430749723133898
-5.5,-6.0,-10.430766243053718
-5.0,-6.0,-10.430792395336248
-4.5,-6.0,-10.430832565245066
-4.0,-6.0,-10.430890780777894
-3.5,-6.0,-10.430964978477103
-3.0,-6.0,-10.431028094283707
-2.5,-6.0,-10.430971190373308
-2.0,-6.0,-10.43043988912713
-1.5,-6.0,-10.428375470643301
-1.0,-6.0,-10.42174806061301
-0.5,-6.0,-10.402113725651532
0.0,-6.0,-10.346502424099166
0.5,-6.0,-10.19482148628598
1.0,-6.0,-9.803546033326155
1.5,-6.0,-8.903759695286723
2.0,-6.0,-7.268239324738634
2.5,-6.0,-5.250984712975989
3.0,-6.0,-3.676806747260148
3.5,-6.0,-2.8321183374688093
4.0,-6.0,-2.471249593779373
4.5,-6.0,-2.3383435030420117
5.0,-6.0,-2.3007706173822773
5.5,-6.0,-2.302730559621631
6.0,-6.0,-2.3211637587963168
6.5,-6.0,-2.345088684730354
7.0,-6.0,-2.368336975946755
7.5,-6.0,-2.3876909093744834
8.0,-6.0,-2.4021932528018604
8.5,-6.0,-2.412289456838431
9.0,-6.0,-2.4189755792808136
9.5,-6.0,-2.423260475267443
10.0,-6.0,-2.4259495334025356
-10.0,-5.5,-10.375884898972718
-9.5,-5.5,-10.375885428907624
-9.0,-5.5,-10.37588630202987
-8.5,-5.5,-10.375887739953923
-8.0,-5.5,-10.375890106310296
-7.5,-5.5,-10.375893995867425
-7.0,-5.5,-10.375900376301821
-6.5,-5.5,-10.375910807892634
-6.0,-5.5,-10.375927767557345
-5.5,-5.5,-10.375955079312417
-5.0,-5.5,-10.375998341857985
-4.5,-5.5,-10.376064866609887
-4.0,-5.5,-10.376161490628638
-3.5,-5.5,-10.376285302934228
-3.0,-5.5,-10.376392947724126
-2.5,-5.5,-10.376308144390583
-2.0,-5.5,-10.375455544662426
-1.5,-5.5,-10.372114291107366
-1.0,-5.5,-10.361362161666817
-0.5,-5.5,-10.329529519589727
0.0,-5.5,-10.239838526724562
0.5,-5.5,-9.999039866258622
1.0,-5.5,-9.402991605427966
1.5,-5.5,-8.15584744949592
2.0,-5.5,-6.248577894652417
2.5,-5.5,-4.373198491576264
3.0,-5.5,-3.178848314690884
3.5,-5.5,-2.6165983268703337
4.0,-5.5,-2.395347197608108
4.5,-5.5,-2.322972099996355
5.0,-5.5,-2.311858482408203
5.5,-5.5,-2.3255905788822764
6.0,-5.5,-2.3479780865885584
6.5,-5.5,-2.370850023983301
7.0,-5.5,-2.3902172007132063
7.5,-5.5,-2.4048318245758313
8.0,-5.5,-2.415039845702812
8.5,-5.5,-2.4218114904190235
