iteration,theta0,theta1,v_gamma
0,0.0,0.0,-3.231135514350523
1,0.06019491192615949,0.008109883931420965,-3.204655009327362
2,0.08065469326847458,-0.006791929131061027,-3.1951368463651346
3,0.09055884815962062,-0.03589088716482508,-3.1897920536057627
4,0.13376582358974276,-0.0389652605002925,-3.1703387203058075
5,0.1929696891544223,-0.03654351499259742,-3.1449110639746896
6,0.22202686650888187,-0.05734679997393732,-3.1308964255508736
7,0.231763736934528,-0.08306611892128377,-3.124685153417635
8,0.3037811628715965,-0.06436135150137202,-3.0968603446206413
9,0.33933548511232464,-0.08473158299188908,-3.080336282767658
10,0.3500725382805621,-0.11874660490075242,-3.07176090498671
11,0.38204277852442003,-0.14083730383018933,-3.0563098544591982
12,0.46247557736557576,-0.13656042015076983,-3.0267785720707825
13,0.526439462819132,-0.14471611671682816,-3.0037348160850192
14,0.6016795849913132,-0.1549866617524946,-2.9787555236519645
15,0.6018571424706686,-0.19816992639933814,-2.968858634344182
16,0.6709619045601125,-0.2050810362845993,-2.9473467327047604
17,0.7079093769492405,-0.22858390296300293,-2.9316642019269694
18,0.7387539093165886,-0.24856479386823574,-2.9186491062444944
19,0.7705104888242352,-0.26606653765820515,-2.906216624357945
20,0.8045886504351044,-0.2782789026821917,-2.894875030626661
21,0.8176558565705195,-0.3154223347166027,-2.8819789895503645
22,0.8534174069434891,-0.3384394580788377,-2.867561361448714
23,0.9163305145631246,-0.3393551424797047,-2.853812792650236
24,0.9642992529245151,-0.3601938309457321,-2.8386008544828196
25,1.0374292275463053,-0.3588773021014153,-2.827228521131665
26,1.05501730886031,-0.39671414776951763,-2.812315725420914
27,1.0538385095448972,-0.4443123256208744,-2.7979401065049188
28,1.0622220817219734,-0.4802462061273082,-2.7862482796647563
29,1.1247954837341352,-0.49007453610339,-2.772957487038019
30,1.1575065213019073,-0.5050103213357342,-2.763628253365572
31,1.2538707493108248,-0.4880778353232406,-2.7577988382540757
32,1.3079754197533784,-0.5195142266069034,-2.7420975523862503
33,1.3034953019249766,-0.5752358840364192,-2.7238346322713842
34,1.3590099930057669,-0.5995761095186429,-2.710656881566815
35,1.4109570097755315,-0.6290413118417677,-2.6966875430019597
36,1.461909821800928,-0.6477867305963907,-2.686844990105735
37,1.498834625808212,-0.6870210929216907,-2.6714632475220963
38,1.5208664678558261,-0.6983215609735364,-2.6664114606089013
39,1.5788270421423944,-0.691954845479239,-2.6657858051337913
40,1.607366447675566,-0.7012411781803363,-2.661540774710393
41,1.6162943767412734,-0.7244513550534584,-2.6531874598338403
42,1.6198557965214022,-0.7570328418711603,-2.6420887944610434
43,1.6331899155180505,-0.776861271213502,-2.635032377278717
44,1.6567771993119969,-0.8117941774257401,-2.6228162630976164
45,1.650656255376321,-0.8515355430822809,-2.610946610950032
46,1.6301352066556736,-0.9019380174598337,-2.597994901298458
47,1.642691849776771,-0.912078030465748,-2.5943029664392228
48,1.6413936825650892,-0.9467305859508757,-2.5853152533711485
49,1.642820475520728,-0.9770702520146763,-2.577639201254546
50,1.6291843950857232,-1.0127774620194265,-2.570677586046003
51,1.6996516949800013,-1.0057788308862914,-2.5657059906432838
52,1.7119693598020176,-1.03104609190892,-2.5585642349707043
53,1.7376322928466323,-1.0482434094837418,-2.552385897369315
54,1.7741299684230791,-1.05797390937937,-2.5473601689142775
55,1.7910581620522,-1.0990306921621762,-2.5363520890295037
56,1.7971929312328863,-1.118134552942505,-2.53149588859006
57,1.807659049182317,-1.1371885796140035,-2.5264077421266498
58,1.8659353206087017,-1.1363893224874813,-2.5226687000782553
59,1.8505659306879019,-1.1796816889228143,-2.5138373057690906
60,1.8522894953958355,-1.2063737953081133,-2.508022582707555
61,1.8841742553503185,-1.2185061915248507,-2.5030840339982836
62,1.8731022400776238,-1.2537737817082277,-2.496746876690607
63,1.8897995766516702,-1.2746542911381569,-2.491296625900452
64,1.8748056831757531,-1.313608655031201,-2.4854626722802196
65,1.9112274881029985,-1.3131818981005488,-2.482227263541477
66,1.9350527475149917,-1.3451986068849657,-2.4743845865327456
67,1.9396962420234942,-1.3683690929521648,-2.469903722631233
68,1.9197661826941397,-1.4113512474203784,-2.464818787062816
69,1.9060445621389497,-1.4412013568514663,-2.4619733770409025
70,1.9436745347184599,-1.4393215164822675,-2.45806698784673
71,1.955426518320662,-1.4491129781439835,-2.4553879278178607
72,1.944869763927974,-1.4777168318616767,-2.4524065555526398
73,1.9705172437619967,-1.4759933220892,-2.449878561122169
74,1.9630862436257273,-1.4973300670237413,-2.447677187872719
75,1.9845557121624642,-1.511439503180668,-2.4434116316789627
76,1.977827867446861,-1.528876981150275,-2.441827497725159
77,1.9660311588780632,-1.5594276252189032,-2.439468460365415
78,2.0162013687668194,-1.5582969053333044,-2.4337833234351436
79,2.0033952609495396,-1.5914732318669118,-2.431142194645072
80,2.0412065717762333,-1.581848702105461,-2.428112350928895
81,2.0658134788357287,-1.5897305034939246,-2.424624275554893
