method_name,samples_to_converge
discounting_free_vanilla_sampling,2144
discounting_free_vanilla_sampling,5776
discounting_free_vanilla_sampling,5760
discounting_free_vanilla_sampling,5840
discounting_free_vanilla_sampling,4256
discounting_free_vanilla_sampling,2480
discounting_free_vanilla_sampling,1792
discounting_free_vanilla_sampling,6112
discounting_free_vanilla_sampling,2160
discounting_free_vanilla_sampling,4080
discounting_free_vanilla_sampling,4816
discounting_free_vanilla_sampling,3712
discounting_free_vanilla_sampling,4256
discounting_free_vanilla_sampling,3344
discounting_free_vanilla_sampling,2752
discounting_free_vanilla_sampling,5312
discounting_free_vanilla_sampling,3248
discounting_free_vanilla_sampling,4512
discounting_free_vanilla_sampling,1856
discounting_free_vanilla_sampling,7648
discounting_free_vanilla_sampling,3520
discounting_free_vanilla_sampling,4464
discounting_free_vanilla_sampling,3024
discounting_free_vanilla_sampling,4112
discounting_free_vanilla_sampling,2720
discounting_free_vanilla_sampling,4416
discounting_free_vanilla_sampling,4192
discounting_free_vanilla_sampling,4592
discounting_free_vanilla_sampling,4544
discounting_free_vanilla_sampling,4864
discounting_free_vanilla_sampling,2672
discounting_free_vanilla_sampling,1984
discounting_free_vanilla_sampling,3328
discounting_free_vanilla_sampling,4064
discounting_free_vanilla_sampling,1632
discounting_free_vanilla_sampling,5360
discounting_free_vanilla_sampling,4624
discounting_free_vanilla_sampling,3696
discounting_free_vanilla_sampling,2704
discounting_free_vanilla_sampling,4576
discounting_free_vanilla_sampling,3472
discounting_free_vanilla_sampling,4448
discounting_free_vanilla_sampling,3616
discounting_free_vanilla_sampling,4672
discounting_free_vanilla_sampling,5424
discounting_free_vanilla_sampling,3824
discounting_free_vanilla_sampling,4048
discounting_free_vanilla_sampling,4016
discounting_free_vanilla_sampling,4672
discounting_free_vanilla_sampling,3936
discounting_free_vanilla_sampling,4752
discounting_free_vanilla_sampling,2896
discounting_free_vanilla_sampling,5200
discounting_free_vanilla_sampling,5280
discounting_free_vanilla_sampling,2512
discounting_free_vanilla_sampling,4032
discounting_free_vanilla_sampling,5520
discounting_free_vanilla_sampling,3408
discounting_free_vanilla_sampling,1936
discounting_free_vanilla_sampling,3200
discounting_free_vanilla_sampling,6992
discounting_free_vanilla_sampling,4496
discounting_free_vanilla_sampling,2656
discounting_free_vanilla_sampling,5360
discounting_free_vanilla_sampling,3728
discounting_free_vanilla_sampling,4304
discounting_free_vanilla_sampling,5792
discounting_free_vanilla_sampling,4224
discounting_free_vanilla_sampling,4688
discounting_free_vanilla_sampling,3872
discounting_free_vanilla_sampling,4672
discounting_free_vanilla_sampling,6240
discounting_free_vanilla_sampling,4704
discounting_free_vanilla_sampling,5872
discounting_free_vanilla_sampling,2304
discounting_free_vanilla_sampling,2848
discounting_free_vanilla_sampling,6656
discounting_free_vanilla_sampling,4960
discounting_free_vanilla_sampling,3360
discounting_free_vanilla_sampling,6000
discounting_free_vanilla_sampling,3056
discounting_free_vanilla_sampling,5952
discounting_free_vanilla_sampling,4848
discounting_free_vanilla_sampling,2992
discounting_free_vanilla_sampling,5744
discounting_free_vanilla_sampling,5376
discounting_free_vanilla_sampling,5296
discounting_free_vanilla_sampling,4016
discounting_free_vanilla_sampling,4416
discounting_free_vanilla_sampling,5216
discounting_free_vanilla_sampling,2992
discounting_free_vanilla_sampling,3120
discounting_free_vanilla_sampling,5744
discounting_free_vanilla_sampling,4384
discounting_free_vanilla_sampling,2656
discounting_free_vanilla_sampling,3952
discounting_free_vanilla_sampling,3760
discounting_free_natural_sampling,2368
discounting_free_natural_sampling,1760
discounting_free_natural_sampling,4880
discounting_free_natural_sampling,2224
discounting_free_natural_sampling,25056
discounting_free_natural_sampling,20144
discounting_free_natural_sampling,1808
discounting_free_natural_sampling,1904
discounting_free_natural_sampling,1808
discounting_free_natural_sampling,2128
discounting_free_natural_sampling,1984
discounting_free_natural_sampling,6288
discounting_free_natural_sampling,2368
discounting_free_natural_sampling,11296
discounting_free_natural_sampling,2128
discounting_free_natural_sampling,2048
discounting_free_natural_sampling,2336
discounting_free_natural_sampling,8208
discounting_free_natural_sampling,1824
discounting_free_natural_sampling,1792
discounting_free_natural_sampling,63008
discounting_free_natural_sampling,34752
discounting_free_natural_sampling,3824
discounting_free_natural_sampling,2304
discounting_free_natural_sampling,3056
discounting_free_natural_sampling,1760
discounting_free_natural_sampling,2112
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,2176
discounting_free_natural_sampling,2000
discounting_free_natural_sampling,2528
discounting_free_natural_sampling,6688
discounting_free_natural_sampling,1968
discounting_free_natural_sampling,6416
discounting_free_natural_sampling,7616
discounting_free_natural_sampling,9008
discounting_free_natural_sampling,5488
discounting_free_natural_sampling,2288
discounting_free_natural_sampling,1632
discounting_free_natural_sampling,1824
discounting_free_natural_sampling,1968
discounting_free_natural_sampling,1696
discounting_free_natural_sampling,2816
discounting_free_natural_sampling,14128
discounting_free_natural_sampling,2240
discounting_free_natural_sampling,2160
discounting_free_natural_sampling,4464
discounting_free_natural_sampling,3792
discounting_free_natural_sampling,5568
discounting_free_natural_sampling,13136
discounting_free_natural_sampling,2144
discounting_free_natural_sampling,1936
discounting_free_natural_sampling,2112
discounting_free_natural_sampling,1984
discounting_free_natural_sampling,1968
discounting_free_natural_sampling,3280
discounting_free_natural_sampling,1904
discounting_free_natural_sampling,2160
discounting_free_natural_sampling,2048
discounting_free_natural_sampling,2608
discounting_free_natural_sampling,6400
discounting_free_natural_sampling,1984
discounting_free_natural_sampling,280624
discounting_free_natural_sampling,1808
discounting_free_natural_sampling,2752
discounting_free_natural_sampling,2544
discounting_free_natural_sampling,2672
discounting_free_natural_sampling,3072
discounting_free_natural_sampling,18272
discounting_free_natural_sampling,3264
discounting_free_natural_sampling,1904
discounting_free_natural_sampling,2544
discounting_free_natural_sampling,3520
discounting_free_natural_sampling,4592
discounting_free_natural_sampling,2496
discounting_free_natural_sampling,6144
discounting_free_natural_sampling,2736
discounting_free_natural_sampling,2144
discounting_free_natural_sampling,1888
discounting_free_natural_sampling,1936
discounting_free_natural_sampling,3264
discounting_free_natural_sampling,41600
discounting_free_natural_sampling,80304
