theta0,theta1,gain
-9.0,8.5,13.34453
-8.5,8.5,13.34452
-8.0,8.5,13.34448
-7.5,8.5,13.34437
-7.0,8.5,13.34407
-6.5,8.5,13.3432
-6.0,8.5,13.34068
-5.5,8.5,13.33308
-5.0,8.5,13.30961
-4.5,8.5,13.23497
-4.0,8.5,12.99026
-3.5,8.5,12.24672
-3.0,8.5,10.86236
-2.5,8.5,9.79465
-2.0,8.5,9.36562
-1.5,8.5,9.23244
-1.0,8.5,9.2053
-0.5,8.5,9.20078
0.0,8.5,9.20008
0.5,8.5,9.19999
1.0,8.5,9.19999
1.5,8.5,9.19999
2.0,8.5,9.2
2.5,8.5,9.2
3.0,8.5,9.2
3.5,8.5,9.2
4.0,8.5,9.2
4.5,8.5,9.2
5.0,8.5,9.2
5.5,8.5,9.2
6.0,8.5,9.2
6.5,8.5,9.2
7.0,8.5,9.2
7.5,8.5,9.2
8.0,8.5,9.2
8.5,8.5,9.2
9.0,8.5,9.2
9.5,8.5,9.2
10.0,8.5,9.2
-10.0,9.0,13.34454
-9.5,9.0,13.34453
-9.0,9.0,13.34452
-8.5,9.0,13.3445
-8.0,9.0,13.34444
-7.5,9.0,13.34426
-7.0,9.0,13.34376
-6.5,9.0,13.34235
-6.0,9.0,13.33823
-5.5,9.0,13.32603
-5.0,9.0,13.28927
-4.5,9.0,13.17568
-4.0,9.0,12.81268
-3.5,9.0,11.82488
-3.0,9.0,10.42662
-2.5,9.0,9.61022
-2.0,9.0,9.30767
-1.5,9.0,9.21987
-1.0,9.0,9.20322
-0.5,9.0,9.20047
0.0,9.0,9.20005
0.5,9.0,9.19999
1.0,9.0,9.19999
1.5,9.0,9.2
2.0,9.0,9.2
2.5,9.0,9.2
3.0,9.0,9.2
3.5,9.0,9.2
4.0,9.0,9.2
4.5,9.0,9.2
5.0,9.0,9.2
5.5,9.0,9.2
6.0,9.0,9.2
6.5,9.0,9.2
7.0,9.0,9.2
7.5,9.0,9.2
8.0,9.0,9.2
8.5,9.0,9.2
9.0,9.0,9.2
9.5,9.0,9.2
10.0,9.0,9.2
-10.0,9.5,13.34453
-9.5,9.5,13.34453
-9.0,9.5,13.34452
-8.5,9.5,13.34448
-8.0,9.5,13.34437
-7.5,9.5,13.34408
-7.0,9.5,13.34326
-6.5,9.5,13.34095
-6.0,9.5,13.33428
-5.5,9.5,13.31498
-5.0,9.5,13.25876
-4.5,9.5,13.08938
-4.0,9.5,12.56404
-3.5,9.5,11.3482
-3.0,9.5,10.07615
-2.5,9.5,9.48292
-2.0,9.5,9.26891
-1.5,9.5,9.21213
-1.0,9.5,9.20195
-0.5,9.5,9.20029
0.0,9.5,9.20003
0.5,9.5,9.2
1.0,9.5,9.2
1.5,9.5,9.2
2.0,9.5,9.2
2.5,9.5,9.2
3.0,9.5,9.2
3.5,9.5,9.2
4.0,9.5,9.2
4.5,9.5,9.2
5.0,9.5,9.2
5.5,9.5,9.2
6.0,9.5,9.2
6.5,9.5,9.2
7.0,9.5,9.2
7.5,9.5,9.2
8.0,9.5,9.2
8.5,9.5,9.2
9.0,9.5,9.2
9.5,9.5,9.2
10.0,9.5,9.2
-10.0,10.0,13.34453
-9.5,10.0,13.34452
-9.0,10.0,13.3445
-8.5,10.0,13.34444
-8.0,10.0,13.34427
-7.5,10.0,13.34379
-7.0,10.0,13.34245
-6.5,10.0,13.33867
-6.0,10.0,13.32801
-5.5,10.0,13.29812
-5.0,10.0,13.21447
-4.5,10.0,12.96579
-4.0,10.0,12.23153
-3.5,10.0,10.86752
-3.0,10.0,9.81636
-2.5,10.0,9.39462
-2.0,10.0,9.24345
-1.5,10.0,9.20739
-1.0,10.0,9.20118
-0.5,10.0,9.20017
0.0,10.0,9.20002
0.5,10.0,9.2
1.0,10.0,9.2
1.5,10.0,9.2
2.0,10.0,9.2
2.5,10.0,9.2
3.0,10.0,9.2
3.5,10.0,9.2
4.0,10.0,9.2
4.5,10.0,9.2
5.0,10.0,9.2
5.5,10.0,9.2
6.0,10.0,9.2
6.5,10.0,9.2
7.0,10.0,9.2
7.5,10.0,9.2
8.0,10.0,9.2
8.5,10.0,9.2
9.0,10.0,9.2
9.5,10.0,9.2
10.0,10.0,9.2
