iteration,theta0,theta1,gain,bias
0,0.0,0.0,0.0,-4.0
1,1.0469782268853762,0.0951798388077614,0.0,-3.659822378207342
2,1.469554819111465,-0.6569617212256768,0.0,-3.0921977459094583
3,1.4823678817892807,-1.596410900131389,0.0,-2.910229954363351
4,2.587007486404824,-1.2147569981599735,0.0,-2.8224750494026236
5,2.806699283012009,-1.4146309365268483,0.0,-2.751360774701085
6,2.765333840802196,-1.8811269599391496,0.0,-2.6062752633724187
7,2.735518335652697,-1.984905153688518,0.0,-2.58383437808336
8,2.7355183356527,-1.9849051536885176,0.0,-2.5838343780833606
9,2.839719486314789,-2.363051629646157,0.0,-2.5208265558010017
10,2.6541756404735395,-2.747512545054125,0.0,-2.5168947093158
11,2.6541756404735377,-2.7475125450541595,0.0,-2.5168947093158005
12,3.1769998532647303,-2.6563773465844336,0.0,-2.478054068147697
13,3.129057764234224,-2.7599031301374883,0.0,-2.4686767396150904
14,3.2169176543028346,-2.932518516677748,0.0,-2.4517261778691184
15,3.1222158496337618,-3.0982204802618893,0.0,-2.448031851333123
16,3.1157362967272597,-3.1153600566728223,0.0,-2.44801426098779
17,3.469955438277279,-3.0631278190709805,0.0,-2.436695727251029
18,3.452684610216097,-3.083174259318834,0.0,-2.4351698241668824
19,3.4526846102161204,-3.083174259318829,0.0,-2.4351698241668824
20,3.4148627996779326,-3.1237036002909355,0.0,-2.43261456427344
21,3.2441463695361223,-3.438550855261909,0.0,-2.4294822109451797
22,3.3010527353343875,-3.565061739330745,0.0,-2.4229368250987853
23,3.6633150474780023,-3.4222130753473463,0.0,-2.409495306508535
24,3.642355698242377,-3.4450396439699933,0.0,-2.4082984000218945
25,3.5965926563855235,-3.492670056565141,0.0,-2.406510089822966
26,3.598771621162878,-3.5358305259530054,0.0,-2.404369897045698
27,3.502297320421728,-3.697534761511954,0.0,-2.40380091053317
28,3.870289556618284,-3.659256140893748,0.0,-2.394555442617812
29,3.824787503607596,-3.705957371833234,0.0,-2.392059279842497
30,3.972937743953737,-3.760312221202232,0.0,-2.3890811123032707
31,3.9275084398457305,-3.8539093985445914,0.0,-2.3839468148148226
32,3.9275084398457936,-3.85390939854458,0.0,-2.383946814814823
33,3.816936211687999,-4.009479130608936,0.0,-2.380159316107984
34,3.9698411208887383,-3.968063541784556,0.0,-2.3783363213722217
35,3.884595153280287,-4.054340522954715,0.0,-2.3766223466418857
36,4.005501860403549,-4.083425752785253,0.0,-2.3731478801230264
37,3.975878705008883,-4.114043567425037,0.0,-2.3724739854014016
38,3.944529079745911,-4.146392880489755,0.0,-2.37217256686031
