theta0,theta1,bias
-6.0,-2.5,0.974
-5.5,-2.5,0.974
-5.0,-2.5,0.97399
-4.5,-2.5,0.97399
-4.0,-2.5,0.97399
-3.5,-2.5,0.974
-3.0,-2.5,0.97414
-2.5,-2.5,0.97496
-2.0,-2.5,0.97913
-1.5,-2.5,0.99932
-1.0,-2.5,1.09343
-0.5,-2.5,1.51513
0.0,-2.5,3.21036
0.5,-2.5,7.99746
1.0,-2.5,13.52254
1.5,-2.5,15.64757
2.0,-2.5,16.30313
2.5,-2.5,16.54316
3.0,-2.5,16.63294
3.5,-2.5,16.6658
4.0,-2.5,16.67772
4.5,-2.5,16.68204
5.0,-2.5,16.68361
5.5,-2.5,16.68419
6.0,-2.5,16.6844
6.5,-2.5,16.68447
7.0,-2.5,16.6845
7.5,-2.5,16.68451
8.0,-2.5,16.68451
8.5,-2.5,16.68452
9.0,-2.5,16.68452
9.5,-2.5,16.68452
10.0,-2.5,16.68452
-10.0,-2.0,1.69592
-9.5,-2.0,1.69592
-9.0,-2.0,1.69592
-8.5,-2.0,1.69592
-8.0,-2.0,1.69592
-7.5,-2.0,1.69592
-7.0,-2.0,1.69592
-6.5,-2.0,1.69592
-6.0,-2.0,1.69592
-5.5,-2.0,1.69592
-5.0,-2.0,1.69592
-4.5,-2.0,1.69591
-4.0,-2.0,1.69591
-3.5,-2.0,1.69594
-3.0,-2.0,1.69617
-2.5,-2.0,1.69754
-2.0,-2.0,1.70454
-1.5,-2.0,1.73828
-1.0,-2.0,1.89484
-0.5,-2.0,2.58244
0.0,-2.0,5.13901
0.5,-2.0,10.88663
1.0,-2.0,15.45075
1.5,-2.0,16.897
2.0,-2.0,17.34308
2.5,-2.0,17.49927
3.0,-2.0,17.55502
3.5,-2.0,17.57492
4.0,-2.0,17.58205
4.5,-2.0,17.58462
5.0,-2.0,17.58555
5.5,-2.0,17.58589
6.0,-2.0,17.58602
6.5,-2.0,17.58606
7.0,-2.0,17.58608
7.5,-2.0,17.58608
8.0,-2.0,17.58609
8.5,-2.0,17.58609
9.0,-2.0,17.58609
9.5,-2.0,17.58609
10.0,-2.0,17.58609
-10.0,-1.5,2.74892
-9.5,-1.5,2.74892
-9.0,-1.5,2.74892
-8.5,-1.5,2.74892
-8.0,-1.5,2.74892
-7.5,-1.5,2.74892
-7.0,-1.5,2.74892
-6.5,-1.5,2.74892
-6.0,-1.5,2.74892
-5.5,-1.5,2.74892
-5.0,-1.5,2.74892
-4.5,-1.5,2.74891
-4.0,-1.5,2.74891
-3.5,-1.5,2.74895
-3.0,-1.5,2.74935
-2.5,-1.5,2.75167
-2.0,-1.5,2.76348
-1.5,-1.5,2.82022
-1.0,-1.5,3.08139
-0.5,-1.5,4.19208
0.0,-1.5,7.86586
0.5,-1.5,14.0584
1.0,-1.5,17.49085
1.5,-1.5,18.45761
2.0,-1.5,18.75077
2.5,-1.5,18.84886
3.0,-1.5,18.88268
3.5,-1.5,18.89453
4.0,-1.5,18.89874
4.5,-1.5,18.90025
5.0,-1.5,18.9008
5.5,-1.5,18.901
6.0,-1.5,18.90108
6.5,-1.5,18.9011
7.0,-1.5,18.90111
7.5,-1.5,18.90112
8.0,-1.5,18.90112
8.5,-1.5,18.90112
9.0,-1.5,18.90112
9.5,-1.5,18.90112
10.0,-1.5,18.90112
-10.0,-1.0,4.18989
-9.5,-1.0,4.18989
-9.0,-1.0,4.18989
-8.5,-1.0,4.18989
-8.0,-1.0,4.18989
-7.5,-1.0,4.18989
-7.0,-1.0,4.18989
-6.5,-1.0,4.18989
-6.0,-1.0,4.18989
-5.5,-1.0,4.18988
-5.0,-1.0,4.18988
-4.5,-1.0,4.18987
-4.0,-1.0,4.18986
-3.5,-1.0,4.18994
-3.0,-1.0,4.19064
-2.5,-1.0,4.1946
-2.0,-1.0,4.21467
-1.5,-1.0,4.31066
-1.0,-1.0,4.74698
-0.5,-1.0,6.50989
0.0,-1.0,11.44255
0.5,-1.0,17.3873
1.0,-1.0,19.79167
1.5,-1.0,20.42377
2.0,-1.0,20.60989
2.5,-1.0,20.66976
3.0,-1.0,20.68987
3.5,-1.0,20.69682
4.0,-1.0,20.69927
4.5,-1.0,20.70015
5.0,-1.0,20.70047
5.5,-1.0,20.70058
6.0,-1.0,20.70062
6.5,-1.0,20.70064
7.0,-1.0,20.70064
7.5,-1.0,20.70065
8.0,-1.0,20.70065
8.5,-1.0,20.70065
9.0,-1.0,20.70065
9.5,-1.0,20.70065
10.0,-1.0,20.70065
-10.0,-0.5,5.99866
-9.5,-0.5,5.99866
-9.0,-0.5,5.99866
-8.5,-0.5,5.99866
-8.0,-0.5,5.99866
-7.5,-0.5,5.99866
-7.0,-0.5,5.99866
-6.5,-0.5,5.99866
-6.0,-0.5,5.99865
-5.5,-0.5,5.99865
-5.0,-0.5,5.99864
-4.5,-0.5,5.99862
-4.0,-0.5,5.99862
-3.5,-0.5,5.99878
-3.0,-0.5,5.99999
-2.5,-0.5,6.00681
-2.0,-0.5,6.04115
-1.5,-0.5,6.20431
-1.0,-0.5,6.93114
-0.5,-0.5,9.64305
0.0,-0.5,15.69897
0.5,-0.5,20.78736
1.0,-0.5,22.38816
1.5,-0.5,22.79099
2.0,-0.5,22.9058
2.5,-0.5,22.94155
3.0,-0.5,22.95331
3.5,-0.5,22.95732
4.0,-0.5,22.95873
4.5,-0.5,22.95923
5.0,-0.5,22.95941
5.5,-0.5,22.95947
6.0,-0.5,22.9595
6.5,-0.5,22.95951
7.0,-0.5,22.95951
7.5,-0.5,22.95951
8.0,-0.5,22.95951
8.5,-0.5,22.95951
9.0,-0.5,22.95951
9.5,-0.5,22.95951
10.0,-0.5,22.95951
-10.0,0.0,8.03827
-9.5,0.0,8.03827
-9.0,0.0,8.03827
-8.5,0.0,8.03827
-8.0,0.0,8.03827
-7.5,0.0,8.03827
-7.0,0.0,8.03827
-6.5,0.0,8.03827
-6.0,0.0,8.03827
-5.5,0.0,8.03826
-5.0,0.0,8.03825
-4.5,0.0,8.03822
-4.0,0.0,8.03822
-3.5,0.0,8.03851
-3.0,0.0,8.04064
-2.5,0.0,8.05243
-2.0,0.0,8.11137
-1.5,0.0,8.38889
-1.0,0.0,9.58603
-0.5,0.0,13.54786
0.0,0.0,20.21308
0.5,0.0,24.12774
1.0,0.0,25.15519
1.5,0.0,25.40594
2.0,0.0,25.47532
2.5,0.0,25.49635
3.0,0.0,25.50314
3.5,0.0,25.50543
4.0,0.0,25.50622
4.5,0.0,25.50651
5.0,0.0,25.50661
5.5,0.0,25.50665
6.0,0.0,25.50666
6.5,0.0,25.50666
7.0,0.0,25.50667
7.5,0.0,25.50667
8.0,0.0,25.50667
8.5,0.0,25.50667
9.0,0.0,25.50667
9.5,0.0,25.50667
10.0,0.0,25.50667
-10.0,0.5,10.07789
-9.5,0.5,10.07789
-9.0,0.5,10.07789
-8.5,0.5,10.07789
-8.0,0.5,10.07789
-7.5,0.5,10.07789
-7.0,0.5,10.07789
-6.5,0.5,10.07789
-6.0,0.5,10.07788
-5.5,0.5,10.07787
-5.0,0.5,10.07785
-4.5,0.5,10.07781
-4.0,0.5,10.07782
-3.5,0.5,10.07835
-3.0,0.5,10.08207
-2.5,0.5,10.10242
-2.0,0.5,10.20342
-1.5,0.5,10.67296
-1.0,0.5,12.59741
-0.5,0.5,17.95696
0.0,0.5,24.44765
0.5,0.5,27.1984
1.0,0.5,27.84077
1.5,0.5,27.99422
2.0,0.5,28.03565
2.5,0.5,28.04792
3.0,0.5,28.05182
3.5,0.5,28.05312
4.0,0.5,28.05357
4.5,0.5,28.05373
5.0,0.5,28.05379
5.5,0.5,28.05381
6.0,0.5,28.05382
6.5,0.5,28.05382
7.0,0.5,28.05382
7.5,0.5,28.05382
8.0,0.5,28.05382
8.5,0.5,28.05382
9.0,0.5,28.05382
9.5,0.5,28.05382
10.0,0.5,28.05382
-10.0,1.0,11.88666
-9.5,1.0,11.88666
-9.0,1.0,11.88666
-8.5,1.0,11.88666
-8.0,1.0,11.88666
-7.5,1.0,11.88666
-7.0,1.0,11.88666
-6.5,1.0,11.88666
-6.0,1.0,11.88665
-5.5,1.0,11.88663
-5.0,1.0,11.8866
-4.5,1.0,11.88654
-4.0,1.0,11.88657
-3.5,1.0,11.88753
-3.0,1.0,11.89398
-2.5,1.0,11.92889
-2.0,1.0,12.10097
-1.5,1.0,12.88594
-1.0,1.0,15.85387
-0.5,1.0,22.40114
0.0,1.0,27.98349
0.5,1.0,29.78966
1.0,1.0,30.1845
1.5,1.0,30.2775
2.0,1.0,30.30214
2.5,1.0,30.30931
3.0,1.0,30.31155
3.5,1.0,30.31229
4.0,1.0,30.31255
4.5,1.0,30.31263
5.0,1.0,30.31267
5.5,1.0,30.31268
6.0,1.0,30.31268
6.5,1.0,30.31268
7.0,1.0,30.31268
7.5,1.0,30.31268
8.0,1.0,30.31269
8.5,1.0,30.31269
9.0,1.0,30.31269
9.5,1.0,30.31269
10.0,1.0,30.31269
-10.0,1.5,13.32762
-9.5,1.5,13.32762
-9.0,1.5,13.32762
-8.5,1.5,13.32762
-8.0,1.5,13.32762
-7.5,1.5,13.32762
-7.0,1.5,13.32762
-6.5,1.5,13.32762
-6.0,1.5,13.32761
-5.5,1.5,13.32758
-5.0,1.5,13.32752
