method_name,samples_to_converge
discounting_free_vanilla_sampling,6240
discounting_free_vanilla_sampling,7744
discounting_free_vanilla_sampling,8064
discounting_free_vanilla_sampling,5920
discounting_free_vanilla_sampling,6960
discounting_free_vanilla_sampling,6544
discounting_free_vanilla_sampling,6560
discounting_free_vanilla_sampling,7312
discounting_free_vanilla_sampling,6592
discounting_free_vanilla_sampling,6960
discounting_free_vanilla_sampling,6592
discounting_free_vanilla_sampling,9264
discounting_free_vanilla_sampling,6576
discounting_free_vanilla_sampling,6976
discounting_free_vanilla_sampling,5504
discounting_free_vanilla_sampling,8480
discounting_free_vanilla_sampling,8512
discounting_free_vanilla_sampling,8112
discounting_free_vanilla_sampling,6576
discounting_free_vanilla_sampling,6224
discounting_free_vanilla_sampling,5520
discounting_free_vanilla_sampling,9632
discounting_free_vanilla_sampling,7680
discounting_free_vanilla_sampling,9264
discounting_free_vanilla_sampling,6608
discounting_free_vanilla_sampling,8080
discounting_free_vanilla_sampling,6592
discounting_free_vanilla_sampling,5472
discounting_free_vanilla_sampling,5536
discounting_free_vanilla_sampling,5136
discounting_free_vanilla_sampling,7168
discounting_free_vanilla_sampling,7296
discounting_free_vanilla_sampling,8432
discounting_free_vanilla_sampling,6592
discounting_free_vanilla_sampling,7312
discounting_free_vanilla_sampling,7728
discounting_free_vanilla_sampling,6624
discounting_free_vanilla_sampling,6944
discounting_free_vanilla_sampling,7088
discounting_free_vanilla_sampling,6544
discounting_free_vanilla_sampling,7344
discounting_free_vanilla_sampling,5504
discounting_free_vanilla_sampling,7696
discounting_free_vanilla_sampling,6912
discounting_free_vanilla_sampling,5520
discounting_free_vanilla_sampling,6304
discounting_free_vanilla_sampling,6592
discounting_free_vanilla_sampling,6560
discounting_free_vanilla_sampling,9200
discounting_free_vanilla_sampling,6880
discounting_free_vanilla_sampling,6240
discounting_free_vanilla_sampling,6992
discounting_free_vanilla_sampling,6688
discounting_free_vanilla_sampling,8032
discounting_free_vanilla_sampling,7408
discounting_free_vanilla_sampling,6272
discounting_free_vanilla_sampling,8208
discounting_free_vanilla_sampling,5104
discounting_free_vanilla_sampling,7344
discounting_free_vanilla_sampling,7312
discounting_free_vanilla_sampling,6592
discounting_free_vanilla_sampling,7344
discounting_free_vanilla_sampling,7344
discounting_free_vanilla_sampling,6576
discounting_free_vanilla_sampling,5904
discounting_free_vanilla_sampling,6144
discounting_free_vanilla_sampling,5104
discounting_free_vanilla_sampling,6944
discounting_free_vanilla_sampling,6528
discounting_free_vanilla_sampling,6144
discounting_free_vanilla_sampling,7360
discounting_free_vanilla_sampling,6928
discounting_free_vanilla_sampling,6272
discounting_free_vanilla_sampling,8048
discounting_free_vanilla_sampling,6944
discounting_free_vanilla_sampling,6528
discounting_free_vanilla_sampling,6944
discounting_free_vanilla_sampling,7344
discounting_free_vanilla_sampling,5600
discounting_free_vanilla_sampling,5888
discounting_free_vanilla_sampling,5840
discounting_free_vanilla_sampling,7376
discounting_free_vanilla_sampling,6624
discounting_free_vanilla_sampling,5456
discounting_free_vanilla_sampling,6192
discounting_free_vanilla_sampling,4736
discounting_free_vanilla_sampling,5456
discounting_free_vanilla_sampling,9648
discounting_free_vanilla_sampling,5776
discounting_free_vanilla_sampling,5936
discounting_free_vanilla_sampling,7344
discounting_free_vanilla_sampling,7376
discounting_free_vanilla_sampling,7008
discounting_free_vanilla_sampling,6256
discounting_free_vanilla_sampling,6944
discounting_free_vanilla_sampling,7712
discounting_free_vanilla_sampling,7632
discounting_free_vanilla_sampling,6576
discounting_free_vanilla_sampling,6944
discounting_free_vanilla_sampling,7712
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1488
discounting_free_natural_sampling,2320
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,1856
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,2672
discounting_free_natural_sampling,2304
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,1904
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,1904
discounting_free_natural_sampling,2304
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,2288
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,2320
discounting_free_natural_sampling,3072
discounting_free_natural_sampling,2320
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,2320
discounting_free_natural_sampling,1936
discounting_free_natural_sampling,1888
discounting_free_natural_sampling,2288
discounting_free_natural_sampling,1920
discounting_free_natural_sampling,1472
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1904
discounting_free_natural_sampling,2256
discounting_free_natural_sampling,2272
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1488
discounting_free_natural_sampling,2304
discounting_free_natural_sampling,1872
discounting_free_natural_sampling,1520
