method_name,real_mean,real_std,real_median,scaled_mean,scaled_std,scaled_median
D_N_Pop,16098800.0,8482.641098148619,16097600.0,16098.8,8.482641098148619,16097.6
D_N_Prop,101749.05,1193.9944336134906,101492.0,101.74905,1.1939944336134907,101.492
D_V_Pop,3047424.0,5595.518206564965,3048000.0,3047.424,5.595518206564965,3048.0
D_V_Prop,140245.13,996.4029371193162,140008.5,140.24513000000002,0.9964029371193163,140.0085
DF_N,924.16,160.46524358875976,896.0,0.92416,0.16046524358875977,0.896
DF_V,2878.72,435.7624600628191,2816.0,2.87872,0.4357624600628191,2.816
