iteration,theta0,theta1,gain,bias
0,0.0,0.0,1.3125,8.125
1,1.593616508997933,-4.384840155297116,2.836108788448484,-3.7795213969931964
2,5.378485365419103,-10.930750344330711,3.4702136167665274,-8.139177736456201
3,7.152184307204582,-13.02133090989689,3.613887755007051,-9.066060039483157
4,7.610566612984982,-12.795626179595054,3.655286767887585,-9.295665921903957
5,8.029705922905752,-12.586349895294134,3.669086000030054,-9.34310402438176
