iteration,theta0,theta1,gain,bias
0,0.0,0.0,1.3125,8.125
1,1.2808593750000006,0.1687500000000001,3.6383355214718183,-6.317257614573055
2,1.396712473024997,0.2066130947083499,3.6504329582415616,-6.2642628525366355
3,1.4722848333954248,0.2326591485822966,3.656041482227582,-6.227110181149964
4,1.5300569605858163,0.2532023066559103,3.659451302559817,-6.19906786477698
5,1.5773409994614531,0.2703915920669641,3.661791060632746,-6.176890661635424
6,1.617595248272815,0.2852756264878981,3.663515178429936,-6.158787142543929
7,1.6527654119256123,0.2984588268751545,3.6648475846904063,-6.143665623654254
8,1.6840669736355012,0.3103263053566632,3.665913164376093,-6.130812567247574
9,1.712315135659804,0.3211406894293973,3.66678774206326,-6.119736717121638
10,1.7380856533874836,0.3310901512525577,3.667520320258385,-6.110086009857783
11,1.761801542486886,0.340314697620321,3.668144124711165,-6.101599947069012
12,1.7837834496416938,0.3489216494605145,3.6686825603763737,-6.094080691503187
13,1.8042806591471836,0.3569952860341273,3.6691526355454696,-6.087374699503002
14,1.823491085085964,0.3646031313945708,3.66956703447334,-6.081360597195122
15,1.8415746611420687,0.3718002068188177,3.66993542629434,-6.075940918695013
16,1.8586625980576876,0.3786319978046769,3.670265321579728,-6.071036321040868
17,1.8748639591850145,0.3851365793510613,3.6705626501235376,-6.066581437312706
18,1.8902704408530864,0.3913461731408187,3.670832161014008,-6.062521842663134
19,1.9049599186111748,0.3972883111569533,3.6710777060444975,-6.058811794295831
20,1.918999125083764,0.4029867203633739,3.671302444555234,-6.055412520882392
21,1.932445704136252,0.4084620056901618,3.671508994149996,-6.0522909092514965
22,1.945349808876308,0.4137321845566954,3.671699543369803,-6.049418483078634
23,1.9577553605497493,0.4188131103645122,3.6718759371416665,-6.046770599395675
24,1.969701051637314,0.4237188117579602,3.672039742425714,-6.044325809772751
25,1.9812211534241384,0.428461767150875,3.672192299246893,-6.042065347518426
26,1.992346172304842,0.4330531289157257,3.6723347607939902,-6.039972712395816
27,2.003103387775265,0.4375029080075774,3.672468125240211,-6.038033331573523
28,2.0135172969478514,0.441820127182369,3.672593261224478,-6.036234280737514
29,2.0236099845267024,0.4460129490595402,3.672710928427982,-6.0345640530935505
30,2.033401432831618,0.4500887838659966,3.6728217943194648,-6.033012366800584
31,2.042909783221608,0.454054380640759,3.672926447881119,-6.031570003475975
32,2.0521515578283798,0.4579159048794496,3.673025410935405,-6.030228671998508
33,3.4678990964323493,0.1475496640584688,3.676570040014473,-5.327011092786407
34,3.6961541791337513,-0.8932698091260538,3.67639484096034,-4.310865098199962
35,4.16021751858665,-1.5044329397478866,3.676512297576666,-3.8274157664502226
