iteration,theta0,theta1,gain,bias
0,0.0,0.0,0.0,4.0
1,0.2422499527348889,-0.3432824308344095,0.0,4.369115037501141
2,0.4973341194594406,-0.7072674588832831,0.0,4.729896171882509
3,0.7892579449721076,-1.1201655966477375,0.0,5.084676115201221
4,1.150400101515185,-1.624773450403855,0.0,5.41945893433484
5,1.624727912871084,-2.289855682819037,0.0,5.697571770924794
6,2.2489081054195497,-3.202907916006368,0.0,5.876670844252239
7,3.0019977779033717,-4.413936966433491,0.0,5.957946295946109
8,3.853026024152333,-5.941883280250596,0.0,5.9865148284934335
9,4.910340205657626,-7.982680977244511,0.0,5.996144439117189
10,6.481957093837076,-11.106374084176114,0.0,5.999268477804946
