theta0,theta1,bias
-7.5,-1.5,2.81757
-7.0,-1.5,2.81757
-6.5,-1.5,2.81757
-6.0,-1.5,2.81757
-5.5,-1.5,2.81757
-5.0,-1.5,2.81757
-4.5,-1.5,2.81758
-4.0,-1.5,2.81758
-3.5,-1.5,2.81759
-3.0,-1.5,2.81766
-2.5,-1.5,2.81794
-2.0,-1.5,2.81923
-1.5,-1.5,2.82499
-1.0,-1.5,2.85054
-0.5,-1.5,2.95985
0.0,-1.5,3.36485
0.5,-1.5,4.31757
1.0,-1.5,5.2703
1.5,-1.5,5.6753
2.0,-1.5,5.78461
2.5,-1.5,5.81016
3.0,-1.5,5.81592
3.5,-1.5,5.8172
4.0,-1.5,5.81749
4.5,-1.5,5.81756
5.0,-1.5,5.81757
5.5,-1.5,5.81757
6.0,-1.5,5.81757
6.5,-1.5,5.81757
7.0,-1.5,5.81757
7.5,-1.5,5.81757
8.0,-1.5,5.81757
8.5,-1.5,5.81757
9.0,-1.5,5.81757
9.5,-1.5,5.81757
10.0,-1.5,5.81757
-10.0,-1.0,2.73106
-9.5,-1.0,2.73106
-9.0,-1.0,2.73106
-8.5,-1.0,2.73106
-8.0,-1.0,2.73106
-7.5,-1.0,2.73106
-7.0,-1.0,2.73106
-6.5,-1.0,2.73106
-6.0,-1.0,2.73106
-5.5,-1.0,2.73106
-5.0,-1.0,2.73106
-4.5,-1.0,2.73106
-4.0,-1.0,2.73107
-3.5,-1.0,2.73109
-3.0,-1.0,2.73119
-2.5,-1.0,2.73167
-2.0,-1.0,2.73379
-1.5,-1.0,2.74327
-1.0,-1.0,2.78502
-0.5,-1.0,2.95863
0.0,-1.0,3.53788
0.5,-1.0,4.59844
1.0,-1.0,5.37345
1.5,-1.0,5.64312
2.0,-1.0,5.71098
2.5,-1.0,5.72656
3.0,-1.0,5.73005
3.5,-1.0,5.73083
4.0,-1.0,5.73101
4.5,-1.0,5.73105
5.0,-1.0,5.73106
5.5,-1.0,5.73106
6.0,-1.0,5.73106
6.5,-1.0,5.73106
7.0,-1.0,5.73106
7.5,-1.0,5.73106
8.0,-1.0,5.73106
8.5,-1.0,5.73106
9.0,-1.0,5.73106
9.5,-1.0,5.73106
10.0,-1.0,5.73106
-10.0,-0.5,2.62246
-9.5,-0.5,2.62246
-9.0,-0.5,2.62246
-8.5,-0.5,2.62246
-8.0,-0.5,2.62246
-7.5,-0.5,2.62246
-7.0,-0.5,2.62246
-6.5,-0.5,2.62246
-6.0,-0.5,2.62246
-5.5,-0.5,2.62246
-5.0,-0.5,2.62246
-4.5,-0.5,2.62246
-4.0,-0.5,2.62247
-3.5,-0.5,2.62251
-3.0,-0.5,2.62268
-2.5,-0.5,2.62347
-2.0,-0.5,2.62696
-1.5,-0.5,2.64254
-1.0,-0.5,2.7104
-0.5,-0.5,2.98007
0.0,-0.5,3.75508
0.5,-0.5,4.81564
1.0,-0.5,5.39488
1.5,-0.5,5.5685
2.0,-0.5,5.61025
2.5,-0.5,5.61973
3.0,-0.5,5.62185
3.5,-0.5,5.62232
4.0,-0.5,5.62243
4.5,-0.5,5.62245
5.0,-0.5,5.62246
5.5,-0.5,5.62246
6.0,-0.5,5.62246
6.5,-0.5,5.62246
7.0,-0.5,5.62246
7.5,-0.5,5.62246
8.0,-0.5,5.62246
8.5,-0.5,5.62246
9.0,-0.5,5.62246
9.5,-0.5,5.62246
10.0,-0.5,5.62246
-10.0,0.0,2.5
-9.5,0.0,2.5
-9.0,0.0,2.5
-8.5,0.0,2.5
-8.0,0.0,2.5
-7.5,0.0,2.5
-7.0,0.0,2.5
-6.5,0.0,2.5
-6.0,0.0,2.5
-5.5,0.0,2.5
-5.0,0.0,2.5
-4.5,0.0,2.5
-4.0,0.0,2.50002
-3.5,0.0,2.50008
-3.0,0.0,2.50037
-2.5,0.0,2.50166
-2.0,0.0,2.50742
-1.5,0.0,2.53296
-1.0,0.0,2.64228
-0.5,0.0,3.04728
0.0,0.0,4.0
0.5,0.0,4.95272
1.0,0.0,5.35772
1.5,0.0,5.46704
2.0,0.0,5.49258
2.5,0.0,5.49834
3.0,0.0,5.49963
3.5,0.0,5.49992
4.0,0.0,5.49998
4.5,0.0,5.5
5.0,0.0,5.5
5.5,0.0,5.5
6.0,0.0,5.5
6.5,0.0,5.5
7.0,0.0,5.5
7.5,0.0,5.5
8.0,0.0,5.5
8.5,0.0,5.5
9.0,0.0,5.5
9.5,0.0,5.5
10.0,0.0,5.5
-10.0,0.5,2.37754
-9.5,0.5,2.37754
-9.0,0.5,2.37754
-8.5,0.5,2.37754
-8.0,0.5,2.37754
-7.5,0.5,2.37754
-7.0,0.5,2.37754
-6.5,0.5,2.37754
-6.0,0.5,2.37754
-5.5,0.5,2.37754
-5.0,0.5,2.37754
-4.5,0.5,2.37755
-4.0,0.5,2.37757
-3.5,0.5,2.37768
-3.0,0.5,2.37815
-2.5,0.5,2.38027
-2.0,0.5,2.38975
-1.5,0.5,2.4315
-1.0,0.5,2.60512
-0.5,0.5,3.18436
0.0,0.5,4.24492
0.5,0.5,5.01993
1.0,0.5,5.2896
1.5,0.5,5.35746
2.0,0.5,5.37304
2.5,0.5,5.37653
3.0,0.5,5.37732
3.5,0.5,5.37749
4.0,0.5,5.37753
4.5,0.5,5.37754
5.0,0.5,5.37754
5.5,0.5,5.37754
6.0,0.5,5.37754
6.5,0.5,5.37754
7.0,0.5,5.37754
7.5,0.5,5.37754
8.0,0.5,5.37754
8.5,0.5,5.37754
9.0,0.5,5.37754
9.5,0.5,5.37754
10.0,0.5,5.37754
-10.0,1.0,2.26894
-9.5,1.0,2.26894
-9.0,1.0,2.26894
-8.5,1.0,2.26894
-8.0,1.0,2.26894
-7.5,1.0,2.26894
-7.0,1.0,2.26894
-6.5,1.0,2.26894
-6.0,1.0,2.26894
-5.5,1.0,2.26894
-5.0,1.0,2.26894
-4.5,1.0,2.26895
-4.0,1.0,2.26899
-3.5,1.0,2.26917
-3.0,1.0,2.26995
-2.5,1.0,2.27344
-2.0,1.0,2.28902
-1.5,1.0,2.35688
-1.0,1.0,2.62655
-0.5,1.0,3.40156
0.0,1.0,4.46212
0.5,1.0,5.04137
1.0,1.0,5.21498
1.5,1.0,5.25673
2.0,1.0,5.26621
2.5,1.0,5.26833
3.0,1.0,5.26881
3.5,1.0,5.26891
4.0,1.0,5.26893
4.5,1.0,5.26894
5.0,1.0,5.26894
5.5,1.0,5.26894
6.0,1.0,5.26894
6.5,1.0,5.26894
7.0,1.0,5.26894
7.5,1.0,5.26894
8.0,1.0,5.26894
8.5,1.0,5.26894
9.0,1.0,5.26894
9.5,1.0,5.26894
10.0,1.0,5.26894
-10.0,1.5,2.18243
-9.5,1.5,2.18243
-9.0,1.5,2.18243
-8.5,1.5,2.18243
-8.0,1.5,2.18243
-7.5,1.5,2.18243
-7.0,1.5,2.18243
-6.5,1.5,2.18243
-6.0,1.5,2.18243
-5.5,1.5,2.18243
-5.0,1.5,2.18243
-4.5,1.5,2.18244
-4.0,1.5,2.18251
-3.5,1.5,2.1828
-3.0,1.5,2.18408
-2.5,1.5,2.18984
-2.0,1.5,2.21539
-1.5,1.5,2.3247
-1.0,1.5,2.7297
-0.5,1.5,3.68243
0.0,1.5,4.63515
0.5,1.5,5.04015
1.0,1.5,5.14946
1.5,1.5,5.17501
2.0,1.5,5.18077
2.5,1.5,5.18206
3.0,1.5,5.18234
3.5,1.5,5.18241
4.0,1.5,5.18242
4.5,1.5,5.18242
5.0,1.5,5.18243
