iteration,theta0,theta1,gain,bias
0,0.0,0.0,0.0,4.0
1,0.0286026075267453,-0.0910068203375206,0.0,4.018836775617916
2,0.057604489460053,-0.1836018849122662,0.0,4.037680729740979
3,0.0847053809243069,-0.2686260876068947,0.0,4.0558733127364075
4,0.1229165912944461,-0.3977895439496652,0.0,4.076378161544391
5,0.1360125442156498,-0.4269521408749275,0.0,4.090960175191686
6,0.1711783618517234,-0.5441680581134152,0.0,4.109808547471251
7,0.198836041263463,-0.6310869096431858,0.0,4.126804369190145
8,0.1940074846354743,-0.588928290110369,0.0,4.1379398513479915
9,0.2252375350041726,-0.6902815115240362,0.0,4.155103060846573
10,0.2558774885884013,-0.7889560230713539,0.0,4.171615062521501
11,0.2460375234309605,-0.7265615475366486,0.0,4.1827134455453345
12,0.2375285115265327,-0.6694143961792095,0.0,4.193745346293474
13,0.2865912444861416,-0.8412280628622244,0.0,4.2126326514757
14,0.3233990213241283,-0.9642402821204368,0.0,4.228437549701672
15,0.3099423779926706,-0.887254169243932,0.0,4.240248106464039
16,0.3369383903099401,-0.9717181946378782,0.0,4.254780835552987
17,0.392464831123748,-1.1691653827354562,0.0,4.269165919749846
18,0.3459744611031447,-0.960216415686683,0.0,4.281416049995126
19,0.3521728280743575,-0.9598415489799492,0.0,4.295541359622487
20,0.3068912844345524,-0.7543612434645827,0.0,4.304575987463244
21,0.2762985881022582,-0.6082181884573512,0.0,4.312374008533479
22,0.3087114445139681,-0.7111634022715911,0.0,4.331268336089081
23,0.2845644888984048,-0.5910261156868707,0.0,4.339476166668844
24,0.3010722752700231,-0.6334455012711773,0.0,4.354380601950326
25,0.2937959770355771,-0.5790462903048225,0.0,4.3658924792531035
26,0.3060208332405409,-0.6031580807028561,0.0,4.380624254168306
27,0.3386592809498323,-0.7079538252137175,0.0,4.399157491803886
28,0.3666707840246873,-0.7974218328667455,0.0,4.414649721165836
29,0.3674480406396148,-0.7734633173500448,0.0,4.428730705589604
30,0.3891320879091059,-0.8366421413631822,0.0,4.44358610654625
31,0.3281647229871674,-0.5686488475026017,0.0,4.445917282117667
32,0.4060842471078612,-0.8563036987646452,0.0,4.470424293893
33,0.4450739352749295,-0.9855216278784232,0.0,4.487837065931714
