theta0,theta1,value
-10.0,-10.0,2.917359302691983
-9.5,-10.0,2.917359302691983
-9.0,-10.0,2.9173593026919833
-8.5,-10.0,2.917359302691984
-8.0,-10.0,2.9173593026919877
-7.5,-10.0,2.917359302692005
-7.0,-10.0,2.91735930269208
-6.5,-10.0,2.9173593026924207
-6.0,-10.0,2.9173593026939444
-5.5,-10.0,2.9173593027007745
-5.0,-10.0,2.917359302731384
-4.5,-10.0,2.9173593028685665
-4.0,-10.0,2.917359303483377
-3.5,-10.0,2.917359306238765
-3.0,-10.0,2.9173593185875566
-2.5,-10.0,2.9173593739309998
-2.0,-10.0,2.9173596219630755
-1.5,-10.0,2.917360733565188
-1.0,-10.0,2.9173657154095274
-0.5,-10.0,2.9173880422719405
0.0,-10.0,2.917488100010749
0.5,-10.0,2.917936441004576
1.0,-10.0,2.919944026478614
1.5,-10.0,2.9289066030344855
2.0,-10.0,2.9683875928759806
2.5,-10.0,3.1325749168270582
3.0,-10.0,3.6803672360525588
3.5,-10.0,4.683325309274266
4.0,-10.0,5.416249785067178
4.5,-10.0,5.6712767356405465
5.0,-10.0,5.73544969259093
5.5,-10.0,5.750178864321114
6.0,-10.0,5.7534864216203205
6.5,-10.0,5.754225491651312
7.0,-10.0,5.754390453031297
7.5,-10.0,5.7544272635083855
8.0,-10.0,5.754435477166384
8.5,-10.0,5.754437309887698
9.0,-10.0,5.7544377188234215
9.5,-10.0,5.754437810069331
10.0,-10.0,5.754437830429047
-10.0,-9.5,2.9173314759129276
-9.5,-9.5,2.9173314759129276
-9.0,-9.5,2.917331475912928
-8.5,-9.5,2.9173314759129294
-8.0,-9.5,2.917331475912936
-7.5,-9.5,2.9173314759129636
-7.0,-9.5,2.917331475913089
-6.5,-9.5,2.91733147591365
-6.0,-9.5,2.917331475916162
-5.5,-9.5,2.917331475927423
-5.0,-9.5,2.9173314759778894
-4.5,-9.5,2.917331476204066
-4.0,-9.5,2.917331477217716
-3.5,-9.5,2.917331481760583
-3.0,-9.5,2.9173315021202977
-2.5,-9.5,2.9173315933662076
-2.0,-9.5,2.9173320023019307
-1.5,-9.5,2.9173338350232454
-1.0,-9.5,2.9173420486812436
-0.5,-9.5,2.917378859158334
0.0,-9.5,2.917543820538318
0.5,-9.5,2.9182828905693095
1.0,-9.5,2.9215904478685144
1.5,-9.5,2.9363196195986996
2.0,-9.5,3.0004925765490826
