iteration,theta0,theta1,v_gamma
0,0.0,0.0,-4.792547738769886
1,-0.20103180359218867,0.2010318587180223,-4.778981593535337
2,-0.408419870900693,0.40841998305677396,-4.764371546457818
3,-0.6226532841562432,0.6226534554056501,-4.748925617810373
4,-0.8441236553512639,0.8441238878889058,-4.73294567040677
5,-1.0730811551521922,1.0730814512639317,-4.716816602191447
6,-1.3095956048370678,1.3095959668457913,-4.700976514019002
7,-1.5535315448968865,1.5535319750993577,-4.685869933909744
8,-1.8045452187015163,1.8045457193025838,-4.671893301850583
9,-2.0621070970650726,2.0621076701173293,-4.659346746136342
10,-2.325546995338394,2.3255476426948514,-4.648405194372096
11,-2.594112723260551,2.5941134465452707,-4.639114898933222
12,-2.867030358932161,2.867031159530022,-4.63141235729363
13,-3.1435556527429154,3.1435565318061887,-4.625156287246297
14,-3.4230104427949692,3.4230114012621717,-4.62016214203824
15,-3.7048028894629925,3.7048039280848926,-4.616231521199709
16,-3.9884339175757524,3.988435036944022,-4.613173035010061
