theta0,theta1,value
-5.0,-8.0,-159.08859151895092
-4.5,-8.0,-159.08859151895092
-4.0,-8.0,-159.08859151895092
-3.5,-8.0,-159.08859151895092
-3.0,-8.0,-159.08859151895092
-2.5,-8.0,-159.08859151895092
-2.0,-8.0,-159.08859151895092
-1.5,-8.0,-159.08859151895092
-1.0,-8.0,-159.08859151895092
-0.5,-8.0,-159.08859151895092
0.0,-8.0,-159.08859151895092
0.5,-8.0,-159.08859151895092
1.0,-8.0,-159.08859151895092
1.5,-8.0,-159.08859151895092
2.0,-8.0,-159.08859151895092
2.5,-8.0,-159.08859151895092
3.0,-8.0,-159.08859151895092
3.5,-8.0,-159.08859151895092
4.0,-8.0,-159.08859151895092
4.5,-8.0,-159.08859151895092
5.0,-8.0,-159.08859151895092
5.5,-8.0,-159.08859151895092
6.0,-8.0,-159.08859151895092
6.5,-8.0,-159.08859151895092
7.0,-8.0,-159.08859151895092
7.5,-8.0,-159.08859151895092
8.0,-8.0,-159.08859151895092
8.5,-8.0,-159.08859151895092
9.0,-8.0,-159.08859151895092
9.5,-8.0,-159.08859151895092
10.0,-8.0,-159.08859151895092
-10.0,-7.5,-159.0884897905753
-9.5,-7.5,-159.0884897905753
-9.0,-7.5,-159.0884897905753
-8.5,-7.5,-159.0884897905753
-8.0,-7.5,-159.0884897905753
-7.5,-7.5,-159.0884897905753
-7.0,-7.5,-159.0884897905753
-6.5,-7.5,-159.0884897905753
-6.0,-7.5,-159.0884897905753
-5.5,-7.5,-159.0884897905753
-5.0,-7.5,-159.0884897905753
-4.5,-7.5,-159.0884897905753
-4.0,-7.5,-159.0884897905753
-3.5,-7.5,-159.0884897905753
-3.0,-7.5,-159.0884897905753
-2.5,-7.5,-159.0884897905753
-2.0,-7.5,-159.0884897905753
-1.5,-7.5,-159.0884897905753
-1.0,-7.5,-159.0884897905753
-0.5,-7.5,-159.0884897905753
0.0,-7.5,-159.0884897905753
0.5,-7.5,-159.0884897905753
1.0,-7.5,-159.0884897905753
1.5,-7.5,-159.0884897905753
2.0,-7.5,-159.0884897905753
2.5,-7.5,-159.0884897905753
3.0,-7.5,-159.0884897905753
3.5,-7.5,-159.0884897905753
4.0,-7.5,-159.0884897905753
4.5,-7.5,-159.0884897905753
5.0,-7.5,-159.0884897905753
5.5,-7.5,-159.0884897905753
6.0,-7.5,-159.0884897905753
6.5,-7.5,-159.0884897905753
7.0,-7.5,-159.0884897905753
7.5,-7.5,-159.0884897905753
8.0,-7.5,-159.0884897905753
8.5,-7.5,-159.0884897905753
9.0,-7.5,-159.0884897905753
9.5,-7.5,-159.0884897905753
10.0,-7.5,-159.0884897905753
-10.0,-7.0,-159.08832211743945
-9.5,-7.0,-159.08832211743945
-9.0,-7.0,-159.08832211743945
-8.5,-7.0,-159.08832211743945
-8.0,-7.0,-159.08832211743945
-7.5,-7.0,-159.08832211743945
-7.0,-7.0,-159.08832211743945
-6.5,-7.0,-159.08832211743945
-6.0,-7.0,-159.08832211743945
-5.5,-7.0,-159.08832211743945
-5.0,-7.0,-159.08832211743945
-4.5,-7.0,-159.08832211743945
-4.0,-7.0,-159.08832211743945
-3.5,-7.0,-159.08832211743945
-3.0,-7.0,-159.08832211743945
-2.5,-7.0,-159.08832211743945
-2.0,-7.0,-159.08832211743945
-1.5,-7.0,-159.08832211743945
-1.0,-7.0,-159.08832211743945
-0.5,-7.0,-159.08832211743945
0.0,-7.0,-159.08832211743945
0.5,-7.0,-159.08832211743945
1.0,-7.0,-159.08832211743945
1.5,-7.0,-159.08832211743945
2.0,-7.0,-159.08832211743945
2.5,-7.0,-159.08832211743945
3.0,-7.0,-159.08832211743945
3.5,-7.0,-159.08832211743945
4.0,-7.0,-159.08832211743945
4.5,-7.0,-159.08832211743945
5.0,-7.0,-159.08832211743945
5.5,-7.0,-159.08832211743945
6.0,-7.0,-159.08832211743945
6.5,-7.0,-159.08832211743945
7.0,-7.0,-159.08832211743945
7.5,-7.0,-159.08832211743945
8.0,-7.0,-159.08832211743945
8.5,-7.0,-159.08832211743945
9.0,-7.0,-159.08832211743945
9.5,-7.0,-159.08832211743945
10.0,-7.0,-159.08832211743945
-10.0,-6.5,-159.0880458032073
-9.5,-6.5,-159.0880458032073
-9.0,-6.5,-159.0880458032073
-8.5,-6.5,-159.0880458032073
-8.0,-6.5,-159.0880458032073
-7.5,-6.5,-159.0880458032073
-7.0,-6.5,-159.0880458032073
-6.5,-6.5,-159.0880458032073
-6.0,-6.5,-159.0880458032073
-5.5,-6.5,-159.0880458032073
-5.0,-6.5,-159.0880458032073
-4.5,-6.5,-159.0880458032073
-4.0,-6.5,-159.0880458032073
-3.5,-6.5,-159.0880458032073
-3.0,-6.5,-159.0880458032073
-2.5,-6.5,-159.0880458032073
-2.0,-6.5,-159.0880458032073
-1.5,-6.5,-159.0880458032073
-1.0,-6.5,-159.0880458032073
-0.5,-6.5,-159.0880458032073
0.0,-6.5,-159.0880458032073
0.5,-6.5,-159.0880458032073
1.0,-6.5,-159.0880458032073
1.5,-6.5,-159.0880458032073
2.0,-6.5,-159.0880458032073
2.5,-6.5,-159.0880458032073
3.0,-6.5,-159.0880458032073
3.5,-6.5,-159.0880458032073
4.0,-6.5,-159.0880458032073
4.5,-6.5,-159.0880458032073
5.0,-6.5,-159.0880458032073
5.5,-6.5,-159.0880458032073
6.0,-6.5,-159.0880458032073
6.5,-6.5,-159.0880458032073
7.0,-6.5,-159.0880458032073
7.5,-6.5,-159.0880458032073
8.0,-6.5,-159.0880458032073
8.5,-6.5,-159.0880458032073
9.0,-6.5,-159.0880458032073
9.5,-6.5,-159.0880458032073
10.0,-6.5,-159.0880458032073
-10.0,-6.0,-159.08759059661253
-9.5,-6.0,-159.08759059661253
-9.0,-6.0,-159.08759059661253
-8.5,-6.0,-159.08759059661253
-8.0,-6.0,-159.08759059661253
-7.5,-6.0,-159.08759059661253
-7.0,-6.0,-159.08759059661253
-6.5,-6.0,-159.08759059661253
-6.0,-6.0,-159.08759059661253
-5.5,-6.0,-159.08759059661253
-5.0,-6.0,-159.08759059661253
-4.5,-6.0,-159.08759059661253
-4.0,-6.0,-159.08759059661253
-3.5,-6.0,-159.08759059661253
-3.0,-6.0,-159.08759059661253
-2.5,-6.0,-159.08759059661253
-2.0,-6.0,-159.08759059661253
-1.5,-6.0,-159.08759059661253
-1.0,-6.0,-159.08759059661253
-0.5,-6.0,-159.08759059661253
0.0,-6.0,-159.08759059661253
0.5,-6.0,-159.08759059661253
1.0,-6.0,-159.08759059661253
1.5,-6.0,-159.08759059661253
2.0,-6.0,-159.08759059661253
2.5,-6.0,-159.08759059661253
3.0,-6.0,-159.08759059661253
3.5,-6.0,-159.08759059661253
4.0,-6.0,-159.08759059661253
4.5,-6.0,-159.08759059661253
5.0,-6.0,-159.08759059661253
5.5,-6.0,-159.08759059661253
6.0,-6.0,-159.08759059661253
6.5,-6.0,-159.08759059661253
7.0,-6.0,-159.08759059661253
7.5,-6.0,-159.08759059661253
8.0,-6.0,-159.08759059661253
8.5,-6.0,-159.08759059661253
9.0,-6.0,-159.08759059661253
9.5,-6.0,-159.08759059661253
10.0,-6.0,-159.08759059661253
-10.0,-5.5,-159.08684106092318
-9.5,-5.5,-159.08684106092318
-9.0,-5.5,-159.08684106092318
-8.5,-5.5,-159.08684106092318
-8.0,-5.5,-159.08684106092318
-7.5,-5.5,-159.08684106092318
-7.0,-5.5,-159.08684106092318
-6.5,-5.5,-159.08684106092318
-6.0,-5.5,-159.08684106092318
-5.5,-5.5,-159.08684106092318
-5.0,-5.5,-159.08684106092318
-4.5,-5.5,-159.08684106092318
-4.0,-5.5,-159.08684106092318
-3.5,-5.5,-159.08684106092318
-3.0,-5.5,-159.08684106092318
-2.5,-5.5,-159.08684106092318
-2.0,-5.5,-159.08684106092318
-1.5,-5.5,-159.08684106092318
-1.0,-5.5,-159.08684106092318
-0.5,-5.5,-159.08684106092318
0.0,-5.5,-159.08684106092318
0.5,-5.5,-159.08684106092318
1.0,-5.5,-159.08684106092318
1.5,-5.5,-159.08684106092318
2.0,-5.5,-159.08684106092318
2.5,-5.5,-159.08684106092318
3.0,-5.5,-159.08684106092318
3.5,-5.5,-159.08684106092318
4.0,-5.5,-159.08684106092318
4.5,-5.5,-159.08684106092318
5.0,-5.5,-159.08684106092318
5.5,-5.5,-159.08684106092318
6.0,-5.5,-159.08684106092318
6.5,-5.5,-159.08684106092318
7.0,-5.5,-159.08684106092318
7.5,-5.5,-159.08684106092318
8.0,-5.5,-159.08684106092318
8.5,-5.5,-159.08684106092318
9.0,-5.5,-159.08684106092318
9.5,-5.5,-159.08684106092318
10.0,-5.5,-159.08684106092318
-10.0,-5.0,-159.08560792372538
-9.5,-5.0,-159.08560792372538
-9.0,-5.0,-159.08560792372538
-8.5,-5.0,-159.08560792372538
-8.0,-5.0,-159.08560792372538
-7.5,-5.0,-159.08560792372538
-7.0,-5.0,-159.08560792372538
-6.5,-5.0,-159.08560792372538
-6.0,-5.0,-159.08560792372538
-5.5,-5.0,-159.08560792372538
-5.0,-5.0,-159.08560792372538
-4.5,-5.0,-159.08560792372538
-4.0,-5.0,-159.08560792372538
-3.5,-5.0,-159.08560792372538
-3.0,-5.0,-159.08560792372538
-2.5,-5.0,-159.08560792372538
-2.0,-5.0,-159.08560792372538
-1.5,-5.0,-159.08560792372538
-1.0,-5.0,-159.08560792372538
-0.5,-5.0,-159.08560792372538
0.0,-5.0,-159.08560792372538
0.5,-5.0,-159.08560792372538
1.0,-5.0,-159.08560792372538
1.5,-5.0,-159.08560792372538
2.0,-5.0,-159.08560792372538
2.5,-5.0,-159.08560792372538
3.0,-5.0,-159.08560792372538
3.5,-5.0,-159.08560792372538
4.0,-5.0,-159.08560792372538
4.5,-5.0,-159.08560792372538
5.0,-5.0,-159.08560792372538
5.5,-5.0,-159.08560792372538
6.0,-5.0,-159.08560792372538
6.5,-5.0,-159.08560792372538
7.0,-5.0,-159.08560792372538
7.5,-5.0,-159.08560792372538
8.0,-5.0,-159.08560792372538
8.5,-5.0,-159.08560792372538
9.0,-5.0,-159.08560792372538
9.5,-5.0,-159.08560792372538
10.0,-5.0,-159.08560792372538
-10.0,-4.5,-159.08358196471264
-9.5,-4.5,-159.08358196471264
-9.0,-4.5,-159.08358196471264
-8.5,-4.5,-159.08358196471264
-8.0,-4.5,-159.08358196471264
-7.5,-4.5,-159.08358196471264
-7.0,-4.5,-159.08358196471264
-6.5,-4.5,-159.08358196471264
-6.0,-4.5,-159.08358196471264
-5.5,-4.5,-159.08358196471264
-5.0,-4.5,-159.08358196471264
-4.5,-4.5,-159.08358196471264
-4.0,-4.5,-159.08358196471264
-3.5,-4.5,-159.08358196471264
-3.0,-4.5,-159.08358196471264
-2.5,-4.5,-159.08358196471264
-2.0,-4.5,-159.08358196471264
-1.5,-4.5,-159.08358196471264
-1.0,-4.5,-159.08358196471264
-0.5,-4.5,-159.08358196471264
0.0,-4.5,-159.08358196471264
0.5,-4.5,-159.08358196471264
1.0,-4.5,-159.08358196471264
1.5,-4.5,-159.08358196471264
2.0,-4.5,-159.08358196471264
2.5,-4.5,-159.08358196471264
3.0,-4.5,-159.08358196471264
3.5,-4.5,-159.08358196471264
4.0,-4.5,-159.08358196471264
4.5,-4.5,-159.08358196471264
5.0,-4.5,-159.08358196471264
5.5,-4.5,-159.08358196471264
6.0,-4.5,-159.08358196471264
6.5,-4.5,-159.08358196471264
7.0,-4.5,-159.08358196471264
7.5,-4.5,-159.08358196471264
8.0,-4.5,-159.08358196471264
8.5,-4.5,-159.08358196471264
9.0,-4.5,-159.08358196471264
9.5,-4.5,-159.08358196471264
10.0,-4.5,-159.08358196471264
-10.0,-4.0,-159.08026099529232
-9.5,-4.0,-159.08026099529232
-9.0,-4.0,-159.08026099529232
-8.5,-4.0,-159.08026099529232
-8.0,-4.0,-159.08026099529232
-7.5,-4.0,-159.08026099529232
-7.0,-4.0,-159.08026099529232
-6.5,-4.0,-159.08026099529232
-6.0,-4.0,-159.08026099529232
-5.5,-4.0,-159.08026099529232
-5.0,-4.0,-159.08026099529232
-4.5,-4.0,-159.08026099529232
-4.0,-4.0,-159.08026099529232
-3.5,-4.0,-159.08026099529232
-3.0,-4.0,-159.08026099529232
-2.5,-4.0,-159.08026099529232
-2.0,-4.0,-159.08026099529232
-1.5,-4.0,-159.08026099529232
-1.0,-4.0,-159.08026099529232
-0.5,-4.0,-159.08026099529232
0.0,-4.0,-159.08026099529232
0.5,-4.0,-159.08026099529232
1.0,-4.0,-159.08026099529232
1.5,-4.0,-159.08026099529232
2.0,-4.0,-159.08026099529232
2.5,-4.0,-159.08026099529232
3.0,-4.0,-159.08026099529232
3.5,-4.0,-159.08026099529232
4.0,-4.0,-159.08026099529232
4.5,-4.0,-159.08026099529232
5.0,-4.0,-159.08026099529232
5.5,-4.0,-159.08026099529232
6.0,-4.0,-159.08026099529232
6.5,-4.0,-159.08026099529232
7.0,-4.0,-159.08026099529232
7.5,-4.0,-159.08026099529232
8.0,-4.0,-159.08026099529232
8.5,-4.0,-159.08026099529232
9.0,-4.0,-159.08026099529232
9.5,-4.0,-159.08026099529232
10.0,-4.0,-159.08026099529232
-10.0,-3.5,-159.074837421049
-9.5,-3.5,-159.074837421049
-9.0,-3.5,-159.074837421049
-8.5,-3.5,-159.074837421049
-8.0,-3.5,-159.074837421049
-7.5,-3.5,-159.074837421049
-7.0,-3.5,-159.074837421049
-6.5,-3.5,-159.074837421049
-6.0,-3.5,-159.074837421049
-5.5,-3.5,-159.074837421049
-5.0,-3.5,-159.074837421049
-4.5,-3.5,-159.074837421049
-4.0,-3.5,-159.074837421049
-3.5,-3.5,-159.074837421049
-3.0,-3.5,-159.074837421049
-2.5,-3.5,-159.074837421049
-2.0,-3.5,-159.074837421049
-1.5,-3.5,-159.074837421049
-1.0,-3.5,-159.074837421049
-0.5,-3.5,-159.074837421049
0.0,-3.5,-159.074837421049
0.5,-3.5,-159.074837421049
1.0,-3.5,-159.074837421049
1.5,-3.5,-159.074837421049
2.0,-3.5,-159.074837421049
2.5,-3.5,-159.074837421049
3.0,-3.5,-159.074837421049
3.5,-3.5,-159.074837421049
4.0,-3.5,-159.074837421049
4.5,-3.5,-159.074837421049
5.0,-3.5,-159.074837421049
5.5,-3.5,-159.074837421049
6.0,-3.5,-159.074837421049
6.5,-3.5,-159.074837421049
7.0,-3.5,-159.074837421049
7.5,-3.5,-159.074837421049
8.0,-3.5,-159.074837421049
8.5,-3.5,-159.074837421049
9.0,-3.5,-159.074837421049
9.5,-3.5,-159.074837421049
10.0,-3.5,-159.074837421049
-10.0,-3.0,-159.06603353680356
-9.5,-3.0,-159.06603353680356
-9.0,-3.0,-159.06603353680356
-8.5,-3.0,-159.06603353680356
-8.0,-3.0,-159.06603353680356
-7.5,-3.0,-159.06603353680356
-7.0,-3.0,-159.06603353680356
-6.5,-3.0,-159.06603353680356
-6.0,-3.0,-159.06603353680356
-5.5,-3.0,-159.06603353680356
-5.0,-3.0,-159.06603353680356
-4.5,-3.0,-159.06603353680356
-4.0,-3.0,-159.06603353680356
-3.5,-3.0,-159.06603353680356
-3.0,-3.0,-159.06603353680356
-2.5,-3.0,-159.06603353680356
-2.0,-3.0,-159.06603353680356
-1.5,-3.0,-159.06603353680356
-1.0,-3.0,-159.06603353680356
-0.5,-3.0,-159.06603353680356
0.0,-3.0,-159.06603353680356
0.5,-3.0,-159.06603353680356
1.0,-3.0,-159.06603353680356
1.5,-3.0,-159.06603353680356
2.0,-3.0,-159.06603353680356
2.5,-3.0,-159.06603353680356
3.0,-3.0,-159.06603353680356
3.5,-3.0,-159.06603353680356
4.0,-3.0,-159.06603353680356
4.5,-3.0,-159.06603353680356
5.0,-3.0,-159.06603353680356
5.5,-3.0,-159.06603353680356
6.0,-3.0,-159.06603353680356
6.5,-3.0,-159.06603353680356
7.0,-3.0,-159.06603353680356
7.5,-3.0,-159.06603353680356
8.0,-3.0,-159.06603353680356
8.5,-3.0,-159.06603353680356
9.0,-3.0,-159.06603353680356
9.5,-3.0,-159.06603353680356
10.0,-3.0,-159.06603353680356
-10.0,-2.5,-159.05188215989833
-9.5,-2.5,-159.05188215989833
-9.0,-2.5,-159.05188215989833
-8.5,-2.5,-159.05188215989833
-8.0,-2.5,-159.05188215989833
-7.5,-2.5,-159.05188215989833
-7.0,-2.5,-159.05188215989833
-6.5,-2.5,-159.05188215989833
-6.0,-2.5,-159.05188215989833
-5.5,-2.5,-159.05188215989833
-5.0,-2.5,-159.05188215989833
-4.5,-2.5,-159.05188215989833
-4.0,-2.5,-159.05188215989833
-3.5,-2.5,-159.05188215989833
-3.0,-2.5,-159.05188215989833
-2.5,-2.5,-159.05188215989833
-2.0,-2.5,-159.05188215989833
-1.5,-2.5,-159.05188215989833
-1.0,-2.5,-159.05188215989833
-0.5,-2.5,-159.05188215989833
0.0,-2.5,-159.05188215989833
0.5,-2.5,-159.05188215989833
1.0,-2.5,-159.05188215989833
1.5,-2.5,-159.05188215989833
2.0,-2.5,-159.05188215989833
2.5,-2.5,-159.05188215989833
3.0,-2.5,-159.05188215989833
3.5,-2.5,-159.05188215989833
4.0,-2.5,-159.05188215989833
4.5,-2.5,-159.05188215989833
5.0,-2.5,-159.05188215989833
5.5,-2.5,-159.05188215989833
6.0,-2.5,-159.05188215989833
6.5,-2.5,-159.05188215989833
7.0,-2.5,-159.05188215989833
7.5,-2.5,-159.05188215989833
8.0,-2.5,-159.05188215989833
8.5,-2.5,-159.05188215989833
9.0,-2.5,-159.05188215989833
9.5,-2.5,-159.05188215989833
10.0,-2.5,-159.05188215989833
-10.0,-2.0,-159.02949036913517
-9.5,-2.0,-159.02949036913517
-9.0,-2.0,-159.02949036913517
-8.5,-2.0,-159.02949036913517
-8.0,-2.0,-159.02949036913517
-7.5,-2.0,-159.02949036913517
-7.0,-2.0,-159.02949036913517
-6.5,-2.0,-159.02949036913517
-6.0,-2.0,-159.02949036913517
-5.5,-2.0,-159.02949036913517
-5.0,-2.0,-159.02949036913517
-4.5,-2.0,-159.02949036913517
-4.0,-2.0,-159.02949036913517
-3.5,-2.0,-159.02949036913517
-3.0,-2.0,-159.02949036913517
-2.5,-2.0,-159.02949036913517
-2.0,-2.0,-159.02949036913517
-1.5,-2.0,-159.02949036913517
-1.0,-2.0,-159.02949036913517
-0.5,-2.0,-159.02949036913517
0.0,-2.0,-159.02949036913517
0.5,-2.0,-159.02949036913517
1.0,-2.0,-159.02949036913517
1.5,-2.0,-159.02949036913517
2.0,-2.0,-159.02949036913517
2.5,-2.0,-159.02949036913517
3.0,-2.0,-159.02949036913517
3.5,-2.0,-159.02949036913517
4.0,-2.0,-159.02949036913517
4.5,-2.0,-159.02949036913517
5.0,-2.0,-159.02949036913517
5.5,-2.0,-159.02949036913517
6.0,-2.0,-159.02949036913517
6.5,-2.0,-159.02949036913517
7.0,-2.0,-159.02949036913517
7.5,-2.0,-159.02949036913517
8.0,-2.0,-159.02949036913517
8.5,-2.0,-159.02949036913517
9.0,-2.0,-159.02949036913517
9.5,-2.0,-159.02949036913517
10.0,-2.0,-159.02949036913517
-10.0,-1.5,-158.9949271577016
-9.5,-1.5,-158.9949271577016
-9.0,-1.5,-158.9949271577016
-8.5,-1.5,-158.9949271577016
-8.0,-1.5,-158.9949271577016
-7.5,-1.5,-158.9949271577016
-7.0,-1.5,-158.9949271577016
-6.5,-1.5,-158.9949271577016
-6.0,-1.5,-158.9949271577016
-5.5,-1.5,-158.9949271577016
-5.0,-1.5,-158.9949271577016
-4.5,-1.5,-158.9949271577016
-4.0,-1.5,-158.9949271577016
-3.5,-1.5,-158.9949271577016
-3.0,-1.5,-158.9949271577016
-2.5,-1.5,-158.9949271577016
-2.0,-1.5,-158.9949271577016
-1.5,-1.5,-158.9949271577016
-1.0,-1.5,-158.9949271577016
-0.5,-1.5,-158.9949271577016
0.0,-1.5,-158.9949271577016
0.5,-1.5,-158.9949271577016
1.0,-1.5,-158.9949271577016
1.5,-1.5,-158.9949271577016
2.0,-1.5,-158.9949271577016
2.5,-1.5,-158.9949271577016
3.0,-1.5,-158.9949271577016
3.5,-1.5,-158.9949271577016
4.0,-1.5,-158.9949271577016
4.5,-1.5,-158.9949271577016
5.0,-1.5,-158.9949271577016
5.5,-1.5,-158.9949271577016
6.0,-1.5,-158.9949271577016
6.5,-1.5,-158.9949271577016
7.0,-1.5,-158.9949271577016
7.5,-1.5,-158.9949271577016
8.0,-1.5,-158.9949271577016
8.5,-1.5,-158.9949271577016
9.0,-1.5,-158.9949271577016
9.5,-1.5,-158.9949271577016
10.0,-1.5,-158.9949271577016
-10.0,-1.0,-158.9435662010661
-9.5,-1.0,-158.9435662010661
-9.0,-1.0,-158.9435662010661
-8.5,-1.0,-158.9435662010661
-8.0,-1.0,-158.9435662010661
-7.5,-1.0,-158.9435662010661
-7.0,-1.0,-158.9435662010661
-6.5,-1.0,-158.9435662010661
-6.0,-1.0,-158.9435662010661
-5.5,-1.0,-158.9435662010661
-5.0,-1.0,-158.9435662010661
-4.5,-1.0,-158.9435662010661
-4.0,-1.0,-158.9435662010661
-3.5,-1.0,-158.9435662010661
-3.0,-1.0,-158.9435662010661
-2.5,-1.0,-158.9435662010661
-2.0,-1.0,-158.9435662010661
-1.5,-1.0,-158.9435662010661
-1.0,-1.0,-158.9435662010661
