theta0,theta1,value
-10.0,-10.0,-13.550221015624421
-9.5,-10.0,-13.550221015624421
-9.0,-10.0,-13.550221015624421
-8.5,-10.0,-13.550221015624421
-8.0,-10.0,-13.550221015624421
-7.5,-10.0,-13.550221015624421
-7.0,-10.0,-13.550221015624421
-6.5,-10.0,-13.550221015624421
-6.0,-10.0,-13.550221015624421
-5.5,-10.0,-13.550221015624421
-5.0,-10.0,-13.550221015624421
-4.5,-10.0,-13.550221015624421
-4.0,-10.0,-13.550221015624421
-3.5,-10.0,-13.550221015624421
-3.0,-10.0,-13.550221015624421
-2.5,-10.0,-13.550221015624421
-2.0,-10.0,-13.550221015624421
-1.5,-10.0,-13.550221015624421
-1.0,-10.0,-13.550221015624421
-0.5,-10.0,-13.550221015624421
0.0,-10.0,-13.550221015624421
0.5,-10.0,-13.550221015624421
1.0,-10.0,-13.550221015624421
1.5,-10.0,-13.550221015624421
2.0,-10.0,-13.550221015624421
2.5,-10.0,-13.550221015624421
3.0,-10.0,-13.550221015624421
3.5,-10.0,-13.550221015624421
4.0,-10.0,-13.550221015624421
4.5,-10.0,-13.550221015624421
5.0,-10.0,-13.550221015624421
5.5,-10.0,-13.550221015624421
6.0,-10.0,-13.550221015624421
6.5,-10.0,-13.550221015624421
7.0,-10.0,-13.550221015624421
7.5,-10.0,-13.550221015624421
8.0,-10.0,-13.550221015624421
8.5,-10.0,-13.550221015624421
9.0,-10.0,-13.550221015624421
9.5,-10.0,-13.550221015624421
10.0,-10.0,-13.550221015624421
-10.0,-9.5,-13.550212888305529
-9.5,-9.5,-13.550212888305529
-9.0,-9.5,-13.550212888305529
-8.5,-9.5,-13.550212888305529
-8.0,-9.5,-13.550212888305529
-7.5,-9.5,-13.550212888305529
-7.0,-9.5,-13.550212888305529
-6.5,-9.5,-13.550212888305529
-6.0,-9.5,-13.550212888305529
-5.5,-9.5,-13.550212888305529
-5.0,-9.5,-13.550212888305529
-4.5,-9.5,-13.550212888305529
-4.0,-9.5,-13.550212888305529
-3.5,-9.5,-13.550212888305529
-3.0,-9.5,-13.550212888305529
-2.5,-9.5,-13.550212888305529
-2.0,-9.5,-13.550212888305529
-1.5,-9.5,-13.550212888305529
-1.0,-9.5,-13.550212888305529
-0.5,-9.5,-13.550212888305529
0.0,-9.5,-13.550212888305529
0.5,-9.5,-13.550212888305529
1.0,-9.5,-13.550212888305529
1.5,-9.5,-13.550212888305529
2.0,-9.5,-13.550212888305529
2.5,-9.5,-13.550212888305529
3.0,-9.5,-13.550212888305529
3.5,-9.5,-13.550212888305529
4.0,-9.5,-13.550212888305529
4.5,-9.5,-13.550212888305529
5.0,-9.5,-13.550212888305529
5.5,-9.5,-13.550212888305529
6.0,-9.5,-13.550212888305529
6.5,-9.5,-13.550212888305529
7.0,-9.5,-13.550212888305529
7.5,-9.5,-13.550212888305529
8.0,-9.5,-13.550212888305529
8.5,-9.5,-13.550212888305529
9.0,-9.5,-13.550212888305529
9.5,-9.5,-13.550212888305529
10.0,-9.5,-13.550212888305529
-10.0,-9.0,-13.550199489165905
-9.5,-9.0,-13.550199489165905
-9.0,-9.0,-13.550199489165905
-8.5,-9.0,-13.550199489165905
-8.0,-9.0,-13.550199489165905
-7.5,-9.0,-13.550199489165905
-7.0,-9.0,-13.550199489165905
-6.5,-9.0,-13.550199489165905
-6.0,-9.0,-13.550199489165905
-5.5,-9.0,-13.550199489165905
-5.0,-9.0,-13.550199489165905
-4.5,-9.0,-13.550199489165905
-4.0,-9.0,-13.550199489165905
-3.5,-9.0,-13.550199489165905
-3.0,-9.0,-13.550199489165905
-2.5,-9.0,-13.550199489165905
-2.0,-9.0,-13.550199489165905
-1.5,-9.0,-13.550199489165905
-1.0,-9.0,-13.550199489165905
-0.5,-9.0,-13.550199489165905
0.0,-9.0,-13.550199489165905
0.5,-9.0,-13.550199489165905
1.0,-9.0,-13.550199489165905
1.5,-9.0,-13.550199489165905
2.0,-9.0,-13.550199489165905
2.5,-9.0,-13.550199489165905
3.0,-9.0,-13.550199489165905
3.5,-9.0,-13.550199489165905
4.0,-9.0,-13.550199489165905
4.5,-9.0,-13.550199489165905
5.0,-9.0,-13.550199489165905
5.5,-9.0,-13.550199489165905
6.0,-9.0,-13.550199489165905
6.5,-9.0,-13.550199489165905
7.0,-9.0,-13.550199489165905
7.5,-9.0,-13.550199489165905
8.0,-9.0,-13.550199489165905
8.5,-9.0,-13.550199489165905
9.0,-9.0,-13.550199489165905
9.5,-9.0,-13.550199489165905
10.0,-9.0,-13.550199489165905
-10.0,-8.5,-13.550177399197773
-9.5,-8.5,-13.550177399197773
-9.0,-8.5,-13.550177399197773
-8.5,-8.5,-13.550177399197773
-8.0,-8.5,-13.550177399197773
-7.5,-8.5,-13.550177399197773
-7.0,-8.5,-13.550177399197773
-6.5,-8.5,-13.550177399197773
-6.0,-8.5,-13.550177399197773
-5.5,-8.5,-13.550177399197773
-5.0,-8.5,-13.550177399197773
-4.5,-8.5,-13.550177399197773
-4.0,-8.5,-13.550177399197773
-3.5,-8.5,-13.550177399197773
-3.0,-8.5,-13.550177399197773
-2.5,-8.5,-13.550177399197773
-2.0,-8.5,-13.550177399197773
-1.5,-8.5,-13.550177399197773
-1.0,-8.5,-13.550177399197773
-0.5,-8.5,-13.550177399197773
0.0,-8.5,-13.550177399197773
0.5,-8.5,-13.550177399197773
1.0,-8.5,-13.550177399197773
1.5,-8.5,-13.550177399197773
2.0,-8.5,-13.550177399197773
2.5,-8.5,-13.550177399197773
3.0,-8.5,-13.550177399197773
3.5,-8.5,-13.550177399197773
4.0,-8.5,-13.550177399197773
4.5,-8.5,-13.550177399197773
5.0,-8.5,-13.550177399197773
5.5,-8.5,-13.550177399197773
6.0,-8.5,-13.550177399197773
6.5,-8.5,-13.550177399197773
7.0,-8.5,-13.550177399197773
7.5,-8.5,-13.550177399197773
8.0,-8.5,-13.550177399197773
8.5,-8.5,-13.550177399197773
9.0,-8.5,-13.550177399197773
9.5,-8.5,-13.550177399197773
10.0,-8.5,-13.550177399197773
-10.0,-8.0,-13.550140983015533
-9.5,-8.0,-13.550140983015533
-9.0,-8.0,-13.550140983015533
-8.5,-8.0,-13.550140983015533
-8.0,-8.0,-13.550140983015533
-7.5,-8.0,-13.550140983015533
-7.0,-8.0,-13.550140983015533
-6.5,-8.0,-13.550140983015533
-6.0,-8.0,-13.550140983015533
-5.5,-8.0,-13.550140983015533
-5.0,-8.0,-13.550140983015533
-4.5,-8.0,-13.550140983015533
-4.0,-8.0,-13.550140983015533
-3.5,-8.0,-13.550140983015533
-3.0,-8.0,-13.550140983015533
-2.5,-8.0,-13.550140983015533
-2.0,-8.0,-13.550140983015533
-1.5,-8.0,-13.550140983015533
-1.0,-8.0,-13.550140983015533
-0.5,-8.0,-13.550140983015533
0.0,-8.0,-13.550140983015533
0.5,-8.0,-13.550140983015533
1.0,-8.0,-13.550140983015533
1.5,-8.0,-13.550140983015533
2.0,-8.0,-13.550140983015533
2.5,-8.0,-13.550140983015533
3.0,-8.0,-13.550140983015533
3.5,-8.0,-13.550140983015533
4.0,-8.0,-13.550140983015533
4.5,-8.0,-13.550140983015533
