iteration,theta0,theta1,gain
0,0.0,0.0,1.3124999999999998
1,44.95518761378051,0.6674490202803582,3.676800000000001
2,44.95518761378051,-0.7120460674791464,3.676800000000001
3,44.95518761378051,-1.8944336051356478,3.676800000000001
4,44.95518761378051,-2.4414733304262937,3.676800000000001
5,44.95518761378051,-2.4735248137452244,3.676800000000001
6,44.95518761378051,-2.767654113689408,3.676800000000001
7,44.95518761378051,-2.785116580572921,3.676800000000001
8,44.95518761378051,-3.3543470462207554,3.676800000000001
