theta0,theta1,gain
5.5,1.5,3.6768
6.0,1.5,3.6768
6.5,1.5,3.6768
7.0,1.5,3.6768
7.5,1.5,3.6768
8.0,1.5,3.6768
8.5,1.5,3.6768
9.0,1.5,3.6768
9.5,1.5,3.6768
10.0,1.5,3.6768
-10.0,2.0,1.6032
-9.5,2.0,1.6032
-9.0,2.0,1.6032
-8.5,2.0,1.6032
-8.0,2.0,1.6032
-7.5,2.0,1.6032
-7.0,2.0,1.60319
-6.5,2.0,1.60318
-6.0,2.0,1.60316
-5.5,2.0,1.60308
-5.0,2.0,1.60288
-4.5,2.0,1.60233
-4.0,2.0,1.60084
-3.5,2.0,1.59681
-3.0,2.0,1.58608
-2.5,2.0,1.55847
-2.0,2.0,1.49331
-1.5,2.0,1.36374
-1.0,2.0,1.16399
-0.5,2.0,1.05699
0.0,2.0,2.5946
0.5,2.0,3.56002
1.0,2.0,3.66119
1.5,2.0,3.67349
2.0,2.0,3.67588
2.5,2.0,3.67651
3.0,2.0,3.6767
3.5,2.0,3.67677
4.0,2.0,3.67679
4.5,2.0,3.6768
5.0,2.0,3.6768
5.5,2.0,3.6768
6.0,2.0,3.6768
6.5,2.0,3.6768
7.0,2.0,3.6768
7.5,2.0,3.6768
8.0,2.0,3.6768
8.5,2.0,3.6768
9.0,2.0,3.6768
9.5,2.0,3.6768
10.0,2.0,3.6768
-10.0,2.5,1.6032
-9.5,2.5,1.6032
-9.0,2.5,1.6032
-8.5,2.5,1.6032
-8.0,2.5,1.6032
-7.5,2.5,1.6032
-7.0,2.5,1.60319
-6.5,2.5,1.60317
-6.0,2.5,1.60313
-5.5,2.5,1.60301
-5.0,2.5,1.60267
-4.5,2.5,1.60177
-4.0,2.5,1.59932
-3.5,2.5,1.59274
-3.0,2.5,1.57548
-2.5,2.5,1.53272
-2.0,2.5,1.43979
-1.5,2.5,1.27889
-1.0,2.5,1.06996
-0.5,2.5,1.12881
0.0,2.5,2.93589
0.5,2.5,3.60528
1.0,2.5,3.66731
1.5,2.5,3.67479
2.0,2.5,3.67624
2.5,2.5,3.67662
3.0,2.5,3.67674
3.5,2.5,3.67678
4.0,2.5,3.67679
4.5,2.5,3.6768
5.0,2.5,3.6768
5.5,2.5,3.6768
6.0,2.5,3.6768
6.5,2.5,3.6768
7.0,2.5,3.6768
7.5,2.5,3.6768
8.0,2.5,3.6768
8.5,2.5,3.6768
9.0,2.5,3.6768
9.5,2.5,3.6768
10.0,2.5,3.6768
-10.0,3.0,1.6032
-9.5,3.0,1.6032
-9.0,3.0,1.6032
-8.5,3.0,1.6032
-8.0,3.0,1.6032
-7.5,3.0,1.60319
-7.0,3.0,1.60318
-6.5,3.0,1.60316
-6.0,3.0,1.60308
-5.5,3.0,1.60288
-5.0,3.0,1.60233
-4.5,3.0,1.60084
-4.0,3.0,1.59683
-3.5,3.0,1.58615
-3.0,3.0,1.55879
-2.5,3.0,1.49486
-2.0,3.0,1.37097
-1.5,3.0,1.18785
-1.0,3.0,0.98998
-0.5,3.0,1.31531
0.0,3.0,3.19095
0.5,3.0,3.63316
1.0,3.0,3.67104
1.5,3.0,3.67558
2.0,3.0,3.67646
2.5,3.0,3.67669
3.0,3.0,3.67676
3.5,3.0,3.67679
4.0,3.0,3.6768
4.5,3.0,3.6768
5.0,3.0,3.6768
5.5,3.0,3.6768
6.0,3.0,3.6768
6.5,3.0,3.6768
7.0,3.0,3.6768
7.5,3.0,3.6768
8.0,3.0,3.6768
8.5,3.0,3.6768
9.0,3.0,3.6768
9.5,3.0,3.6768
10.0,3.0,3.6768
-10.0,3.5,1.6032
-9.5,3.5,1.6032
-9.0,3.5,1.6032
-8.5,3.5,1.6032
-8.0,3.5,1.6032
-7.5,3.5,1.60319
-7.0,3.5,1.60317
-6.5,3.5,1.60313
-6.0,3.5,1.60301
-5.5,3.5,1.60267
-5.0,3.5,1.60177
-4.5,3.5,1.59932
-4.0,3.5,1.59277
-3.5,3.5,1.57559
-3.0,3.5,1.53326
-2.5,3.5,1.44246
-2.0,3.5,1.29042
-1.5,3.5,1.09874
-1.0,3.5,0.93348
-0.5,3.5,1.61719
0.0,3.5,3.36728
0.5,3.5,3.65024
1.0,3.5,3.6733
1.5,3.5,3.67606
2.0,3.5,3.6766
2.5,3.5,3.67674
3.0,3.5,3.67678
3.5,3.5,3.67679
4.0,3.5,3.6768
4.5,3.5,3.6768
5.0,3.5,3.6768
5.5,3.5,3.6768
6.0,3.5,3.6768
6.5,3.5,3.6768
7.0,3.5,3.6768
7.5,3.5,3.6768
8.0,3.5,3.6768
8.5,3.5,3.6768
9.0,3.5,3.6768
9.5,3.5,3.6768
10.0,3.5,3.6768
-10.0,4.0,1.6032
-9.5,4.0,1.6032
-9.0,4.0,1.6032
-8.5,4.0,1.6032
-8.0,4.0,1.60319
-7.5,4.0,1.60318
-7.0,4.0,1.60316
-6.5,4.0,1.60308
-6.0,4.0,1.60288
-5.5,4.0,1.60233
-5.0,4.0,1.60085
-4.5,4.0,1.59684
-4.0,4.0,1.58619
-3.5,4.0,1.55899
-3.0,4.0,1.49581
-2.5,4.0,1.37548
-2.0,4.0,1.2051
-1.5,4.0,1.01797
-1.0,4.0,0.91014
-0.5,4.0,1.99973
0.0,4.0,3.48325
0.5,4.0,3.66065
1.0,4.0,3.67468
1.5,4.0,3.67635
2.0,4.0,3.67668
2.5,4.0,3.67676
3.0,4.0,3.67679
3.5,4.0,3.6768
4.0,4.0,3.6768
4.5,4.0,3.6768
5.0,4.0,3.6768
5.5,4.0,3.6768
6.0,4.0,3.6768
6.5,4.0,3.6768
7.0,4.0,3.6768
7.5,4.0,3.6768
8.0,4.0,3.6768
8.5,4.0,3.6768
9.0,4.0,3.6768
9.5,4.0,3.6768
10.0,4.0,3.6768
-10.0,4.5,1.6032
-9.5,4.5,1.6032
-9.0,4.5,1.6032
-8.5,4.5,1.6032
-8.0,4.5,1.60319
-7.5,4.5,1.60317
-7.0,4.5,1.60313
-6.5,4.5,1.60301
-6.0,4.5,1.60267
-5.5,4.5,1.60177
-5.0,4.5,1.59933
-4.5,4.5,1.59278
-4.0,4.5,1.57566
-3.5,4.5,1.53359
-3.0,4.5,1.44408
-2.5,4.5,1.29784
-2.0,4.5,1.12241
-1.5,4.5,0.94945
-1.0,4.5,0.93195
-0.5,4.5,2.4028
0.0,4.5,3.55718
0.5,4.5,3.66699
1.0,4.5,3.67551
1.5,4.5,3.67653
2.0,4.5,3.67672
2.5,4.5,3.67678
3.0,4.5,3.67679
3.5,4.5,3.6768
4.0,4.5,3.6768
4.5,4.5,3.6768
5.0,4.5,3.6768
5.5,4.5,3.6768
6.0,4.5,3.6768
6.5,4.5,3.6768
7.0,4.5,3.6768
7.5,4.5,3.6768
8.0,4.5,3.6768
8.5,4.5,3.6768
9.0,4.5,3.6768
9.5,4.5,3.6768
10.0,4.5,3.6768
-10.0,5.0,1.6032
-9.5,5.0,1.6032
-9.0,5.0,1.6032
-8.5,5.0,1.60319
-8.0,5.0,1.60318
-7.5,5.0,1.60316
-7.0,5.0,1.60308
-6.5,5.0,1.60288
-6.0,5.0,1.60233
-5.5,5.0,1.60085
-5.0,5.0,1.59684
-4.5,5.0,1.58622
-4.0,5.0,1.5591
-3.5,5.0,1.49638
-3.0,5.0,1.37827
-2.5,5.0,1.21672
-2.0,5.0,1.04722
-1.5,5.0,0.89541
-1.0,5.0,1.01411
-0.5,5.0,2.76777
0.0,5.0,3.60341
0.5,5.0,3.67085
1.0,5.0,3.67602
1.5,5.0,3.67663
2.0,5.0,3.67675
2.5,5.0,3.67679
3.0,5.0,3.6768
3.5,5.0,3.6768
4.0,5.0,3.6768
4.5,5.0,3.6768
5.0,5.0,3.6768
5.5,5.0,3.6768
6.0,5.0,3.6768
6.5,5.0,3.6768
7.0,5.0,3.6768
7.5,5.0,3.6768
8.0,5.0,3.6768
8.5,5.0,3.6768
9.0,5.0,3.6768
9.5,5.0,3.6768
10.0,5.0,3.6768
-10.0,5.5,1.6032
-9.5,5.5,1.6032
-9.0,5.5,1.6032
-8.5,5.5,1.60319
-8.0,5.5,1.60317
-7.5,5.5,1.60313
-7.0,5.5,1.60301
-6.5,5.5,1.60267
-6.0,5.5,1.60177
-5.5,5.5,1.59933
-5.0,5.5,1.59279
-4.5,5.5,1.5757
-4.0,5.5,1.5338
-3.5,5.5,1.44508
-3.0,5.5,1.30253
-2.5,5.5,1.13943
-2.0,5.5,0.98144
-1.5,5.5,0.85756
-1.0,5.5,1.17273
-0.5,5.5,3.06041
0.0,5.5,3.63197
0.5,5.5,3.67319
1.0,5.5,3.67633
1.5,5.5,3.6767
2.0,5.5,3.67677
2.5,5.5,3.67679
3.0,5.5,3.6768
3.5,5.5,3.6768
4.0,5.5,3.6768
4.5,5.5,3.6768
5.0,5.5,3.6768
5.5,5.5,3.6768
6.0,5.5,3.6768
6.5,5.5,3.6768
7.0,5.5,3.6768
7.5,5.5,3.6768
8.0,5.5,3.6768
8.5,5.5,3.6768
9.0,5.5,3.6768
9.5,5.5,3.6768
10.0,5.5,3.6768
-10.0,6.0,1.6032
-9.5,6.0,1.6032
-9.0,6.0,1.60319
-8.5,6.0,1.60318
-8.0,6.0,1.60316
-7.5,6.0,1.60308
-7.0,6.0,1.60288
-6.5,6.0,1.60233
-6.0,6.0,1.60085
-5.5,6.0,1.59685
-5.0,6.0,1.58623
-4.5,6.0,1.55918
-4.0,6.0,1.49672
-3.5,6.0,1.37999
-3.0,6.0,1.22429
-2.5,6.0,1.07019
-2.0,6.0,0.92554
-1.5,6.0,0.83811
-1.0,6.0,1.41798
-0.5,6.0,3.27441
0.0,6.0,3.6495
0.5,6.0,3.67461
1.0,6.0,3.67651
1.5,6.0,3.67674
2.0,6.0,3.67678
2.5,6.0,3.67679
3.0,6.0,3.6768
3.5,6.0,3.6768
4.0,6.0,3.6768
4.5,6.0,3.6768
5.0,6.0,3.6768
5.5,6.0,3.6768
6.0,6.0,3.6768
6.5,6.0,3.6768
7.0,6.0,3.6768
7.5,6.0,3.6768
8.0,6.0,3.6768
8.5,6.0,3.6768
9.0,6.0,3.6768
9.5,6.0,3.6768
10.0,6.0,3.6768
-10.0,6.5,1.6032
-9.5,6.5,1.6032
-9.0,6.5,1.60319
-8.5,6.5,1.60317
-8.0,6.5,1.60313
-7.5,6.5,1.60301
-7.0,6.5,1.60267
-6.5,6.5,1.60177
-6.0,6.5,1.59933
-5.5,6.5,1.5928
-5.0,6.5,1.57573
-4.5,6.5,1.53392
-4.0,6.5,1.44568
-3.5,6.5,1.30544
-3.0,6.5,1.15107
-2.5,6.5,1.00962
-2.0,6.5,0.87969
-1.5,6.5,0.84081
-1.0,6.5,1.74372
-0.5,6.5,3.42096
0.0,6.5,3.6602
0.5,6.5,3.67547
1.0,6.5,3.67663
1.5,6.5,3.67676
2.0,6.5,3.67679
2.5,6.5,3.6768
3.0,6.5,3.6768
3.5,6.5,3.6768
4.0,6.5,3.6768
4.5,6.5,3.6768
5.0,6.5,3.6768
5.5,6.5,3.6768
6.0,6.5,3.6768
6.5,6.5,3.6768
7.0,6.5,3.6768
7.5,6.5,3.6768
8.0,6.5,3.6768
8.5,6.5,3.6768
9.0,6.5,3.6768
9.5,6.5,3.6768
10.0,6.5,3.6768
-10.0,7.0,1.6032
-9.5,7.0,1.60319
-9.0,7.0,1.60318
-8.5,7.0,1.60316
-8.0,7.0,1.60308
-7.5,7.0,1.60288
-7.0,7.0,1.60233
-6.5,7.0,1.60085
-6.0,7.0,1.59685
-5.5,7.0,1.58624
-5.0,7.0,1.55922
-4.5,7.0,1.49693
-4.0,7.0,1.38104
-3.5,7.0,1.22911
-3.0,7.0,1.08697
-2.5,7.0,0.95669
-2.0,7.0,0.84392
-1.5,7.0,0.87179
-1.0,7.0,2.12045
-0.5,7.0,3.51697
0.0,7.0,3.66671
0.5,7.0,3.67599
1.0,7.0,3.67669
1.5,7.0,3.67678
2.0,7.0,3.67679
2.5,7.0,3.6768
3.0,7.0,3.6768
3.5,7.0,3.6768
4.0,7.0,3.6768
4.5,7.0,3.6768
5.0,7.0,3.6768
5.5,7.0,3.6768
6.0,7.0,3.6768
6.5,7.0,3.6768
7.0,7.0,3.6768
7.5,7.0,3.6768
8.0,7.0,3.6768
8.5,7.0,3.6768
9.0,7.0,3.6768
9.5,7.0,3.6768
10.0,7.0,3.6768
-10.0,7.5,1.6032
-9.5,7.5,1.60319
-9.0,7.5,1.60317
-8.5,7.5,1.60313
-8.0,7.5,1.60301
-7.5,7.5,1.60267
-7.0,7.5,1.60177
-6.5,7.5,1.59933
-6.0,7.5,1.5928
-5.5,7.5,1.57574
-5.0,7.5,1.53399
-4.5,7.5,1.44605
-4.0,7.5,1.30724
-3.5,7.5,1.15873
-3.0,7.5,1.03198
-2.5,7.5,0.91075
-2.0,7.5,0.8182
-1.5,7.5,0.94028
-1.0,7.5,2.50103
-0.5,7.5,3.57806
0.0,7.5,3.67068
0.5,7.5,3.67631
1.0,7.5,3.67674
1.5,7.5,3.67679
2.0,7.5,3.6768
2.5,7.5,3.6768
3.0,7.5,3.6768
3.5,7.5,3.6768
4.0,7.5,3.6768
4.5,7.5,3.6768
5.0,7.5,3.6768
5.5,7.5,3.6768
6.0,7.5,3.6768
6.5,7.5,3.6768
7.0,7.5,3.6768
7.5,7.5,3.6768
8.0,7.5,3.6768
8.5,7.5,3.6768
9.0,7.5,3.6768
9.5,7.5,3.6768
10.0,7.5,3.6768
-10.0,8.0,1.60319
-9.5,8.0,1.60318
-9.0,8.0,1.60316
-8.5,8.0,1.60308
-8.0,8.0,1.60288
-7.5,8.0,1.60233
-7.0,8.0,1.60085
-6.5,8.0,1.59685
-6.0,8.0,1.58625
-5.5,8.0,1.55924
-5.0,8.0,1.49706
-4.5,8.0,1.38168
-4.0,8.0,1.23213
-3.5,8.0,1.09858
-3.0,8.0,0.98384
-2.5,8.0,0.87192
-2.0,8.0,0.80294
-1.5,8.0,1.05864
-1.0,8.0,2.83956
-0.5,8.0,3.61623
0.0,8.0,3.67308
0.5,8.0,3.6765
1.0,8.0,3.67676
1.5,8.0,3.67679
2.0,8.0,3.6768
2.5,8.0,3.6768
3.0,8.0,3.6768
3.5,8.0,3.6768
4.0,8.0,3.6768
4.5,8.0,3.6768
5.0,8.0,3.6768
5.5,8.0,3.6768
6.0,8.0,3.6768
6.5,8.0,3.6768
7.0,8.0,3.6768
7.5,8.0,3.6768
8.0,8.0,3.6768
8.5,8.0,3.6768
9.0,8.0,3.6768
9.5,8.0,3.6768
10.0,8.0,3.6768
-10.0,8.5,1.60319
-9.5,8.5,1.60317
-9.0,8.5,1.60313
-8.5,8.5,1.60301
-8.0,8.5,1.60267
-7.5,8.5,1.60177
-7.0,8.5,1.59933
-6.5,8.5,1.5928
-6.0,8.5,1.57575
-5.5,8.5,1.53403
-5.0,8.5,1.44627
-4.5,8.5,1.30834
-4.0,8.5,1.16363
-3.5,8.5,1.04856
-3.0,8.5,0.94052
-2.5,8.5,0.84034
-2.0,8.5,0.7995
-1.5,8.5,1.24046
-1.0,8.5,3.10927
-0.5,8.5,3.63981
0.0,8.5,3.67455
0.5,8.5,3.67662
1.0,8.5,3.67678
1.5,8.5,3.6768
2.0,8.5,3.6768
2.5,8.5,3.6768
3.0,8.5,3.6768
3.5,8.5,3.6768
4.0,8.5,3.6768
4.5,8.5,3.6768
5.0,8.5,3.6768
5.5,8.5,3.6768
6.0,8.5,3.6768
6.5,8.5,3.6768
7.0,8.5,3.6768
7.5,8.5,3.6768
8.0,8.5,3.6768
8.5,8.5,3.6768
9.0,8.5,3.6768
9.5,8.5,3.6768
10.0,8.5,3.6768
-10.0,9.0,1.60318
-9.5,9.0,1.60316
-9.0,9.0,1.60308
-8.5,9.0,1.60288
-8.0,9.0,1.60233
-7.5,9.0,1.60085
-7.0,9.0,1.59685
-6.5,9.0,1.58625
-6.0,9.0,1.55926
-5.5,9.0,1.49714
-5.0,9.0,1.38207
-4.5,9.0,1.23399
-4.0,9.0,1.10627
-3.5,9.0,1.00577
-3.0,9.0,0.90156
-2.5,9.0,0.81559
-2.0,9.0,0.81033
-1.5,9.0,1.49486
-1.0,9.0,3.30619
-0.5,9.0,3.65427
0.0,9.0,3.67543
0.5,9.0,3.67669
1.0,9.0,3.67679
1.5,9.0,3.6768
2.0,9.0,3.6768
2.5,9.0,3.6768
3.0,9.0,3.6768
3.5,9.0,3.6768
4.0,9.0,3.6768
4.5,9.0,3.6768
5.0,9.0,3.6768
5.5,9.0,3.6768
6.0,9.0,3.6768
6.5,9.0,3.6768
7.0,9.0,3.6768
7.5,9.0,3.6768
8.0,9.0,3.6768
8.5,9.0,3.6768
9.0,9.0,3.6768
9.5,9.0,3.6768
10.0,9.0,3.6768
-10.0,9.5,1.60317
-9.5,9.5,1.60313
-9.0,9.5,1.60301
-8.5,9.5,1.60267
-8.0,9.5,1.60177
-7.5,9.5,1.59933
-7.0,9.5,1.5928
-6.5,9.5,1.57576
-6.0,9.5,1.53406
-5.5,9.5,1.4464
-5.0,9.5,1.30902
-4.5,9.5,1.1667
-4.0,9.5,1.06011
-3.5,9.5,0.96693
-3.0,9.5,0.86774
-2.5,9.5,0.79707
-2.0,9.5,0.83915
-1.5,9.5,1.81729
-1.0,9.5,3.44107
-0.5,9.5,3.6631
0.0,9.5,3.67597
0.5,9.5,3.67673
1.0,9.5,3.67679
1.5,9.5,3.6768
2.0,9.5,3.6768
2.5,9.5,3.6768
3.0,9.5,3.6768
3.5,9.5,3.6768
4.0,9.5,3.6768
4.5,9.5,3.6768
5.0,9.5,3.6768
5.5,9.5,3.6768
6.0,9.5,3.6768
6.5,9.5,3.6768
7.0,9.5,3.6768
7.5,9.5,3.6768
8.0,9.5,3.6768
8.5,9.5,3.6768
9.0,9.5,3.6768
9.5,9.5,3.6768
10.0,9.5,3.6768
-10.0,10.0,1.60316
-9.5,10.0,1.60308
-9.0,10.0,1.60288
-8.5,10.0,1.60233
-8.0,10.0,1.60085
-7.5,10.0,1.59685
-7.0,10.0,1.58625
-6.5,10.0,1.55927
-6.0,10.0,1.49719
-5.5,10.0,1.3823
-5.0,10.0,1.23514
-4.5,10.0,1.1112
-4.0,10.0,1.02218
-3.5,10.0,0.93023
-3.0,10.0,0.83972
-2.5,10.0,0.78473
-2.0,10.0,0.89156
-1.5,10.0,2.18239
-1.0,10.0,3.52947
-0.5,10.0,3.66848
0.0,10.0,3.6763
0.5,10.0,3.67676
1.0,10.0,3.67679
1.5,10.0,3.6768
2.0,10.0,3.6768
2.5,10.0,3.6768
3.0,10.0,3.6768
3.5,10.0,3.6768
4.0,10.0,3.6768
4.5,10.0,3.6768
5.0,10.0,3.6768
5.5,10.0,3.6768
6.0,10.0,3.6768
6.5,10.0,3.6768
7.0,10.0,3.6768
7.5,10.0,3.6768
8.0,10.0,3.6768
8.5,10.0,3.6768
9.0,10.0,3.6768
9.5,10.0,3.6768
10.0,10.0,3.6768
