iteration,theta0,theta1,gain_plus_bias
0,0.0,0.0,9.4375
1,0.27773437499999987,-0.007031250000000044,4.4655531409189235
2,10.430706151546838,1.8221629380466209,-3.0881607000132556
3,10.4307061517062,1.2742833502987105,-2.6914332922854403
4,10.430706152182923,0.3318299395842641,-1.6951710568220522
5,10.430706155322417,-0.7978244529614258,-0.3369141415684265
6,10.430706185385006,-1.990506425592318,0.6134718082948858
7,10.430706511857109,-2.0627502602443744,0.6505232357765007
8,10.430706889066016,-2.3683541807781436,0.7857049225621715
9,10.430707584016298,-3.181972048733987,1.011776995135921
