iteration,theta0,theta1,gain_plus_bias
0,0.0,0.0,9.4375
1,2.190682371501697,-5.760106425860533,-2.0125641111957036
2,6.359884357243853,-12.232365594352185,-5.1280309301119615
3,9.362354827281766,-16.608168268197698,-5.637783491757668
4,10.522390705587156,-17.583739288723688,-5.740289050088171
5,11.10192536827769,-17.461776434734826,-5.761373667428745
6,5.41708634637397,-4.806303459629973,-1.2847863939913045
7,2.9094458568658763,3.7426350410258546,-3.6772189988301593
8,7.425959838524898,-1.043390506005192,-0.09829583165061129
9,19.006078723325388,-6.041505688990224,1.2041219352924433
10,27.4112630339282,-11.035844012730657,1.2159188918811488
