theta0,theta1,bias
8.0,-8.0,-5.96199
8.5,-8.0,-5.10508
9.0,-8.0,-4.345
9.5,-8.0,-3.73943
10.0,-8.0,-3.29689
-10.0,-7.5,7.77804
-9.5,-7.5,7.77804
-9.0,-7.5,7.77804
-8.5,-7.5,7.77804
-8.0,-7.5,7.77804
-7.5,-7.5,7.77804
-7.0,-7.5,7.77804
-6.5,-7.5,7.77804
-6.0,-7.5,7.77805
-5.5,-7.5,7.77805
-5.0,-7.5,7.77806
-4.5,-7.5,7.77808
-4.0,-7.5,7.77811
-3.5,-7.5,7.77815
-3.0,-7.5,7.77823
-2.5,-7.5,7.77836
-2.0,-7.5,7.77858
-1.5,-7.5,7.77895
-1.0,-7.5,7.7796
-0.5,-7.5,7.78078
0.0,-7.5,7.78307
0.5,-7.5,7.78752
1.0,-7.5,7.78201
1.5,-7.5,7.06565
2.0,-7.5,2.43072
2.5,-7.5,-2.64461
3.0,-7.5,-5.83617
3.5,-7.5,-7.56824
4.0,-7.5,-8.47616
4.5,-7.5,-8.81911
5.0,-7.5,-8.81397
5.5,-7.5,-8.58506
6.0,-7.5,-8.17032
6.5,-7.5,-7.57499
7.0,-7.5,-6.81858
7.5,-7.5,-5.96275
8.0,-7.5,-5.10605
8.5,-7.5,-4.34604
9.0,-7.5,-3.7405
9.5,-7.5,-3.29797
10.0,-7.5,-2.99457
-10.0,-7.0,7.77625
-9.5,-7.0,7.77625
-9.0,-7.0,7.77625
-8.5,-7.0,7.77625
-8.0,-7.0,7.77625
-7.5,-7.0,7.77625
-7.0,-7.0,7.77625
-6.5,-7.0,7.77625
-6.0,-7.0,7.77626
-5.5,-7.0,7.77627
-5.0,-7.0,7.77629
-4.5,-7.0,7.77632
-4.0,-7.0,7.77636
-3.5,-7.0,7.77644
-3.0,-7.0,7.77657
-2.5,-7.0,7.77678
-2.0,-7.0,7.77714
-1.5,-7.0,7.77775
-1.0,-7.0,7.77882
-0.5,-7.0,7.78077
0.0,-7.0,7.78454
0.5,-7.0,7.79183
1.0,-7.0,7.77719
1.5,-7.0,6.44992
2.0,-7.0,0.83235
2.5,-7.0,-4.02692
3.0,-7.0,-6.6935
3.5,-7.0,-8.04348
4.0,-7.0,-8.63024
4.5,-7.0,-8.74024
5.0,-7.0,-8.55834
5.5,-7.0,-8.16155
6.0,-7.0,-7.57289
6.5,-7.0,-6.81894
7.0,-7.0,-5.96402
7.5,-7.0,-5.10765
8.0,-7.0,-4.34776
8.5,-7.0,-3.74227
9.0,-7.0,-3.29975
9.5,-7.0,-2.99635
10.0,-7.0,-2.79733
-10.0,-6.5,7.77329
-9.5,-6.5,7.77329
-9.0,-6.5,7.7733
-8.5,-6.5,7.7733
-8.0,-6.5,7.7733
-7.5,-6.5,7.7733
-7.0,-6.5,7.7733
-6.5,-6.5,7.77331
-6.0,-6.5,7.77332
-5.5,-6.5,7.77334
-5.0,-6.5,7.77337
-4.5,-6.5,7.77341
-4.0,-6.5,7.77349
-3.5,-6.5,7.77361
-3.0,-6.5,7.77382
-2.5,-6.5,7.77417
-2.0,-6.5,7.77476
-1.5,-6.5,7.77577
-1.0,-6.5,7.77753
-0.5,-6.5,7.78074
0.0,-6.5,7.78697
0.5,-6.5,7.79885
1.0,-6.5,7.75974
1.5,-6.5,5.46261
2.0,-6.5,-0.90267
2.5,-6.5,-5.25966
3.0,-6.5,-7.38025
3.5,-6.5,-8.33245
4.0,-6.5,-8.62054
4.5,-6.5,-8.5144
5.0,-6.5,-8.14705
5.5,-6.5,-7.56941
6.0,-6.5,-6.81953
6.5,-6.5,-5.9661
7.0,-6.5,-5.11028
7.5,-6.5,-4.3506
8.0,-6.5,-3.74518
8.5,-6.5,-3.30269
9.0,-6.5,-2.9993
9.5,-6.5,-2.80028
10.0,-6.5,-2.67349
-10.0,-6.0,7.76844
-9.5,-6.0,7.76844
-9.0,-6.0,7.76844
-8.5,-6.0,7.76844
-8.0,-6.0,7.76844
-7.5,-6.0,7.76845
-7.0,-6.0,7.76845
-6.5,-6.0,7.76846
-6.0,-6.0,7.76848
-5.5,-6.0,7.76851
-5.0,-6.0,7.76855
-4.5,-6.0,7.76863
-4.0,-6.0,7.76876
-3.5,-6.0,7.76896
-3.0,-6.0,7.76931
-2.5,-6.0,7.76989
-2.0,-6.0,7.77086
-1.5,-6.0,7.77252
-1.0,-6.0,7.77542
-0.5,-6.0,7.78071
0.0,-6.0,7.79096
0.5,-6.0,7.8102
1.0,-6.0,7.70635
1.5,-6.0,4.03232
2.0,-6.0,-2.64371
2.5,-6.0,-6.28773
3.0,-6.0,-7.8593
3.5,-6.0,-8.42656
4.0,-6.0,-8.44211
4.5,-6.0,-8.12306
5.0,-6.0,-7.56363
5.5,-6.0,-6.82047
6.0,-6.0,-5.96952
6.5,-6.0,-5.11461
7.0,-6.0,-4.35526
7.5,-6.0,-3.74996
8.0,-6.0,-3.30752
8.5,-6.0,-3.00415
9.0,-6.0,-2.80514
9.5,-6.0,-2.67835
10.0,-6.0,-2.59907
-10.0,-5.5,7.76045
-9.5,-5.5,7.76045
-9.0,-5.5,7.76045
-8.5,-5.5,7.76046
-8.0,-5.5,7.76046
-7.5,-5.5,7.76047
-7.0,-5.5,7.76048
-6.5,-5.5,7.76049
-6.0,-5.5,7.76052
-5.5,-5.5,7.76057
-5.0,-5.5,7.76064
-4.5,-5.5,7.76077
-4.0,-5.5,7.76098
-3.5,-5.5,7.76132
-3.0,-5.5,7.76189
-2.5,-5.5,7.76284
-2.0,-5.5,7.76445
-1.5,-5.5,7.76718
-1.0,-5.5,7.77196
-0.5,-5.5,7.78067
0.0,-5.5,7.79751
0.5,-5.5,7.82827
1.0,-5.5,7.55852
1.5,-5.5,2.17285
2.0,-5.5,-4.23899
2.5,-5.5,-7.06649
3.0,-5.5,-8.10893
3.5,-5.5,-8.32271
4.0,-5.5,-8.08319
4.5,-5.5,-7.55396
5.0,-5.5,-6.82199
5.5,-5.5,-5.97514
6.0,-5.5,-5.12173
6.5,-5.5,-4.36293
7.0,-5.5,-3.75783
7.5,-5.5,-3.31546
8.0,-5.5,-3.01212
8.5,-5.5,-2.81312
9.0,-5.5,-2.68633
9.5,-5.5,-2.60705
10.0,-5.5,-2.55806
-10.0,-5.0,7.74734
-9.5,-5.0,7.74734
-9.0,-5.0,7.74734
-8.5,-5.0,7.74735
-8.0,-5.0,7.74735
-7.5,-5.0,7.74736
-7.0,-5.0,7.74738
-6.5,-5.0,7.74741
-6.0,-5.0,7.74745
-5.5,-5.0,7.74753
-5.0,-5.0,7.74765
-4.5,-5.0,7.74786
-4.0,-5.0,7.7482
-3.5,-5.0,7.74877
-3.0,-5.0,7.74971
-2.5,-5.0,7.75128
-2.0,-5.0,7.75392
-1.5,-5.0,7.75843
-1.0,-5.0,7.7663
-0.5,-5.0,7.78062
0.0,-5.0,7.80824
0.5,-5.0,7.85626
1.0,-5.0,7.18802
1.5,-5.0,0.02755
2.0,-5.0,-5.55821
2.5,-5.0,-7.56518
3.0,-5.0,-8.12271
3.5,-5.0,-8.01637
4.0,-5.0,-7.53765
4.5,-5.0,-6.82434
5.0,-5.0,-5.98432
5.5,-5.0,-5.1334
6.0,-5.0,-4.37552
6.5,-5.0,-3.77075
7.0,-5.0,-3.3285
7.5,-5.0,-3.02521
8.0,-5.0,-2.82622
8.5,-5.0,-2.69944
9.0,-5.0,-2.62016
9.5,-5.0,-2.57117
10.0,-5.0,-2.54111
-10.0,-4.5,7.72587
-9.5,-4.5,7.72587
-9.0,-4.5,7.72587
-8.5,-4.5,7.72588
-8.0,-4.5,7.72589
-7.5,-4.5,7.72591
-7.0,-4.5,7.72594
-6.5,-4.5,7.72598
-6.0,-4.5,7.72606
-5.5,-4.5,7.72618
-5.0,-4.5,7.72639
-4.5,-4.5,7.72673
-4.0,-4.5,7.7273
-3.5,-4.5,7.72823
-3.0,-4.5,7.72978
-2.5,-4.5,7.73237
-2.0,-4.5,7.73672
-1.5,-4.5,7.74414
-1.0,-4.5,7.75709
-0.5,-4.5,7.7806
0.0,-4.5,7.82576
0.5,-4.5,7.89718
1.0,-4.5,6.37104
1.5,-4.5,-2.13734
2.0,-4.5,-6.519
2.5,-4.5,-7.77308
3.0,-4.5,-7.90217
3.5,-4.5,-7.50961
4.0,-4.5,-6.82781
4.5,-4.5,-5.99924
5.0,-4.5,-5.15248
5.5,-4.5,-4.39611
6.0,-4.5,-3.7919
6.5,-4.5,-3.34986
7.0,-4.5,-3.04663
7.5,-4.5,-2.84768
8.0,-4.5,-2.72091
8.5,-4.5,-2.64163
9.0,-4.5,-2.59264
9.5,-4.5,-2.56258
10.0,-4.5,-2.54423
-10.0,-4.0,7.69087
-9.5,-4.0,7.69088
-9.0,-4.0,7.69088
-8.5,-4.0,7.6909
-8.0,-4.0,7.69091
-7.5,-4.0,7.69094
-7.0,-4.0,7.69099
-6.5,-4.0,7.69106
-6.0,-4.0,7.69119
-5.5,-4.0,7.69139
-5.0,-4.0,7.69173
-4.5,-4.0,7.6923
-4.0,-4.0,7.69323
-3.5,-4.0,7.69477
-3.0,-4.0,7.69732
-2.5,-4.0,7.70158
-2.0,-4.0,7.70875
-1.5,-4.0,7.72095
-1.0,-4.0,7.74221
-0.5,-4.0,7.78072
0.0,-4.0,7.85417
0.5,-4.0,7.94945
1.0,-4.0,4.8536
1.5,-4.0,-4.02213
2.0,-4.0,-7.09157
2.5,-4.0,-7.69777
3.0,-4.0,-7.4598
3.5,-4.0,-6.83239
4.0,-4.0,-6.02326
4.5,-4.0,-5.1835
5.0,-4.0,-4.42966
5.5,-4.0,-3.82637
6.0,-4.0,-3.38466
6.5,-4.0,-3.08156
7.0,-4.0,-2.88265
7.5,-4.0,-2.75589
8.0,-4.0,-2.67663
8.5,-4.0,-2.62764
9.0,-4.0,-2.59758
9.5,-4.0,-2.57922
10.0,-4.0,-2.56804
-10.0,-3.5,7.63425
-9.5,-3.5,7.63425
-9.0,-3.5,7.63426
-8.5,-3.5,7.63428
-8.0,-3.5,7.63431
-7.5,-3.5,7.63436
-7.0,-3.5,7.63443
-6.5,-3.5,7.63456
-6.0,-3.5,7.63476
-5.5,-3.5,7.6351
-5.0,-3.5,7.63567
-4.5,-3.5,7.63659
-4.0,-3.5,7.63812
-3.5,-3.5,7.64066
-3.0,-3.5,7.64487
-2.5,-3.5,7.65189
-2.0,-3.5,7.66367
-1.5,-3.5,7.68371
-1.0,-3.5,7.71853
-0.5,-3.5,7.78134
0.0,-3.5,7.89971
0.5,-3.5,7.99164
1.0,-3.5,2.58327
1.5,-3.5,-5.41578
2.0,-3.5,-7.28991
2.5,-3.5,-7.36544
3.0,-3.5,-6.83662
3.5,-3.5,-6.0613
4.0,-3.5,-5.23345
4.5,-3.5,-4.48387
5.0,-3.5,-3.88212
5.5,-3.5,-3.44097
6.0,-3.5,-3.13807
6.5,-3.5,-2.93923
7.0,-3.5,-2.81251
7.5,-3.5,-2.73325
8.0,-3.5,-2.68426
8.5,-3.5,-2.65421
9.0,-3.5,-2.63585
9.5,-3.5,-2.62467
10.0,-3.5,-2.61787
-10.0,-3.0,7.54369
-9.5,-3.0,7.5437
-9.0,-3.0,7.54371
-8.5,-3.0,7.54374
-8.0,-3.0,7.54379
-7.5,-3.0,7.54386
-7.0,-3.0,7.54399
-6.5,-3.0,7.54419
-6.0,-3.0,7.54453
-5.5,-3.0,7.5451
-5.0,-3.0,7.54602
-4.5,-3.0,7.54755
-4.0,-3.0,7.55008
-3.5,-3.0,7.55425
-3.0,-3.0,7.56118
-2.5,-3.0,7.57272
-2.0,-3.0,7.59207
-1.5,-3.0,7.62489
-1.0,-3.0,7.6817
-0.5,-3.0,7.78342
0.0,-3.0,7.97134
0.5,-3.0,7.94045
1.0,-3.0,-0.07095
1.5,-3.0,-6.25415
2.0,-3.0,-7.16216
2.5,-3.0,-6.83336
3.0,-3.0,-6.11972
3.5,-3.0,-5.31269
4.0,-3.0,-4.57038
4.5,-3.0,-3.97122
5.0,-3.0,-3.531
5.5,-3.0,-3.22844
6.0,-3.0,-3.02973
6.5,-3.0,-2.90305
7.0,-3.0,-2.82381
7.5,-3.0,-2.77483
8.0,-3.0,-2.74478
8.5,-3.0,-2.72642
9.0,-3.0,-2.71524
9.5,-3.0,-2.70844
10.0,-3.0,-2.70431
-10.0,-2.5,7.40154
-9.5,-2.5,7.40155
-9.0,-2.5,7.40158
-8.5,-2.5,7.40163
-8.0,-2.5,7.4017
-7.5,-2.5,7.40183
-7.0,-2.5,7.40203
-6.5,-2.5,7.40237
-6.0,-2.5,7.40293
-5.5,-2.5,7.40386
-5.0,-2.5,7.40538
-4.5,-2.5,7.4079
-4.0,-2.5,7.41206
-3.5,-2.5,7.41894
-3.0,-2.5,7.43034
-2.5,-2.5,7.44928
-2.0,-2.5,7.48097
-1.5,-2.5,7.53449
-1.0,-2.5,7.62654
-0.5,-2.5,7.78946
0.0,-2.5,8.08025
0.5,-2.5,7.57226
1.0,-2.5,-2.48653
1.5,-2.5,-6.59504
2.0,-2.5,-6.79258
2.5,-2.5,-6.20411
3.0,-2.5,-5.43522
3.5,-2.5,-4.70565
4.0,-2.5,-4.11092
4.5,-2.5,-3.67227
5.0,-2.5,-3.37028
5.5,-2.5,-3.17177
6.0,-2.5,-3.04517
6.5,-2.5,-2.96595
7.0,-2.5,-2.91698
7.5,-2.5,-2.88694
8.0,-2.5,-2.86858
8.5,-2.5,-2.8574
9.0,-2.5,-2.8506
9.5,-2.5,-2.84647
10.0,-2.5,-2.84396
-10.0,-2.0,7.18483
-9.5,-2.0,7.18486
-9.0,-2.0,7.1849
-8.5,-2.0,7.18498
-8.0,-2.0,7.1851
-7.5,-2.0,7.18531
-7.0,-2.0,7.18565
-6.5,-2.0,7.18621
-6.0,-2.0,7.18713
-5.5,-2.0,7.18866
-5.0,-2.0,7.19117
-4.5,-2.0,7.19532
-4.0,-2.0,7.20217
-3.5,-2.0,7.21348
-3.0,-2.0,7.23219
-2.5,-2.0,7.26322
-2.0,-2.0,7.31489
-1.5,-2.0,7.40159
-1.0,-2.0,7.54911
-0.5,-2.0,7.8054
0.0,-2.0,8.23595
0.5,-2.0,6.49593
1.0,-2.0,-4.23382
1.5,-2.0,-6.5706
2.0,-2.0,-6.3081
2.5,-2.0,-5.61658
3.0,-2.0,-4.91042
3.5,-2.0,-4.32345
4.0,-2.0,-3.8875
4.5,-2.0,-3.58646
5.0,-2.0,-3.3883
5.5,-2.0,-3.26182
6.0,-2.0,-3.18265
6.5,-2.0,-3.1337
7.0,-2.0,-3.10366
7.5,-2.0,-3.0853
8.0,-2.0,-3.07412
8.5,-2.0,-3.06732
9.0,-2.0,-3.06319
9.5,-2.0,-3.06068
10.0,-2.0,-3.05916
-10.0,-1.5,6.86874
-9.5,-1.5,6.86879
-9.0,-1.5,6.86887
-8.5,-1.5,6.86899
-8.0,-1.5,6.8692
-7.5,-1.5,6.86954
-7.0,-1.5,6.8701
-6.5,-1.5,6.87102
-6.0,-1.5,6.87254
-5.5,-1.5,6.87506
-5.0,-1.5,6.8792
-4.5,-1.5,6.88603
-4.0,-1.5,6.89729
-3.5,-1.5,6.91586
-3.0,-1.5,6.9465
-2.5,-1.5,6.99709
-2.0,-1.5,7.08076
-1.5,-1.5,7.21967
-1.0,-1.5,7.45199
-0.5,-1.5,7.84404
0.0,-1.5,8.4324
0.5,-1.5,4.43167
1.0,-1.5,-5.269
1.5,-1.5,-6.35541
2.0,-1.5,-5.86365
2.5,-1.5,-5.20496
3.0,-1.5,-4.63229
3.5,-1.5,-4.20107
4.0,-1.5,-3.90167
4.5,-1.5,-3.70408
5.0,-1.5,-3.57781
5.5,-1.5,-3.49872
6.0,-1.5,-3.4498
6.5,-1.5,-3.41976
7.0,-1.5,-3.40141
7.5,-1.5,-3.39023
8.0,-1.5,-3.38344
8.5,-1.5,-3.3793
9.0,-1.5,-3.3768
9.5,-1.5,-3.37528
10.0,-1.5,-3.37435
-10.0,-1.0,6.43621
-9.5,-1.0,6.43629
-9.0,-1.0,6.43641
-8.5,-1.0,6.43662
-8.0,-1.0,6.43696
-7.5,-1.0,6.43752
-7.0,-1.0,6.43844
-6.5,-1.0,6.43996
-6.0,-1.0,6.44247
-5.5,-1.0,6.44661
-5.0,-1.0,6.45343
-4.5,-1.0,6.46466
-4.0,-1.0,6.48315
-3.5,-1.0,6.51355
-3.0,-1.0,6.56351
-2.5,-1.0,6.64541
-2.0,-1.0,6.7794
-1.5,-1.0,6.99807
-1.0,-1.0,7.35416
-0.5,-1.0,7.92882
0.0,-1.0,8.61362
0.5,-1.0,1.68657
1.0,-1.0,-5.79632
1.5,-1.0,-6.13232
2.0,-1.0,-5.59541
2.5,-1.0,-5.05175
3.0,-1.0,-4.62923
3.5,-1.0,-4.33271
4.0,-1.0,-4.13611
4.5,-1.0,-4.01019
5.0,-1.0,-3.93123
5.5,-1.0,-3.88235
6.0,-1.0,-3.85233
6.5,-1.0,-3.83399
7.0,-1.0,-3.82281
7.5,-1.0,-3.81601
8.0,-1.0,-3.81188
8.5,-1.0,-3.80938
9.0,-1.0,-3.80785
9.5,-1.0,-3.80693
10.0,-1.0,-3.80637
-10.0,-0.5,5.89329
-9.5,-0.5,5.89341
-9.0,-0.5,5.89362
-8.5,-0.5,5.89396
-8.0,-0.5,5.89452
-7.5,-0.5,5.89544
-7.0,-0.5,5.89697
-6.5,-0.5,5.89948
-6.0,-0.5,5.90361
-5.5,-0.5,5.91042
-5.0,-0.5,5.92163
-4.5,-0.5,5.94007
-4.0,-0.5,5.97034
-3.5,-0.5,6.01991
-3.0,-0.5,6.10077
-2.5,-0.5,6.23187
-2.0,-0.5,6.44263
-1.5,-0.5,6.77756
-1.0,-0.5,7.30146
-0.5,-0.5,8.09276
0.0,-0.5,8.6142
0.5,-0.5,-1.00036
1.0,-0.5,-6.07297
1.5,-0.5,-6.03871
2.0,-0.5,-5.5691
2.5,-0.5,-5.16425
3.0,-0.5,-4.87302
3.5,-0.5,-4.67817
4.0,-0.5,-4.55286
4.5,-0.5,-4.4741
5.0,-0.5,-4.4253
5.5,-0.5,-4.39531
6.0,-0.5,-4.37698
6.5,-0.5,-4.36581
7.0,-0.5,-4.35901
7.5,-0.5,-4.35488
8.0,-0.5,-4.35237
8.5,-0.5,-4.35085
9.0,-0.5,-4.34993
9.5,-0.5,-4.34937
10.0,-0.5,-4.34903
-10.0,0.0,5.28112
-9.5,0.0,5.28132
-9.0,0.0,5.28166
-8.5,0.0,5.28222
-8.0,0.0,5.28315
-7.5,0.0,5.28467
-7.0,0.0,5.28718
-6.5,0.0,5.29131
-6.0,0.0,5.29812
-5.5,0.0,5.30932
-5.0,0.0,5.32772
-4.5,0.0,5.35791
-4.0,0.0,5.40725
-3.5,0.0,5.48749
-3.0,0.0,5.61688
-2.5,0.0,5.82295
-2.0,0.0,6.14537
-1.5,0.0,6.63767
-1.0,0.0,7.36433
-0.5,0.0,8.36296
0.0,0.0,8.125
0.5,0.0,-3.1299
1.0,0.0,-6.28616
1.5,0.0,-6.12083
2.0,0.0,-5.76096
2.5,0.0,-5.48047
3.0,0.0,-5.28884
3.5,0.0,-5.16458
4.0,0.0,-5.0862
4.5,0.0,-5.03752
5.0,0.0,-5.00758
5.5,0.0,-4.98927
6.0,0.0,-4.9781
6.5,0.0,-4.9713
7.0,0.0,-4.96718
7.5,0.0,-4.96467
8.0,0.0,-4.96315
8.5,0.0,-4.96222
9.0,0.0,-4.96166
9.5,0.0,-4.96132
10.0,0.0,-4.96112
-10.0,0.5,4.66903
-9.5,0.5,4.66937
-9.0,0.5,4.66993
-8.5,0.5,4.67085
-8.0,0.5,4.67237
-7.5,0.5,4.67488
-7.0,0.5,4.67901
-6.5,0.5,4.68582
-6.0,0.5,4.69701
-5.5,0.5,4.7154
-5.0,0.5,4.74553
-4.5,0.5,4.79474
-4.0,0.5,4.8746
-3.5,0.5,5.00296
-3.0,0.5,5.20624
-2.5,0.5,5.52115
-2.0,0.5,5.99417
-1.5,0.5,6.67628
-1.0,0.5,7.60726
-0.5,0.5,8.72836
0.0,0.5,6.81725
0.5,0.5,-4.6352
1.0,0.5,-6.51222
1.5,0.5,-6.33649
2.0,0.5,-6.0833
2.5,0.5,-5.8982
3.0,0.5,-5.77589
3.5,0.5,-5.69815
4.0,0.5,-5.6497
4.5,0.5,-5.61984
5.0,0.5,-5.60155
5.5,0.5,-5.59039
6.0,0.5,-5.5836
6.5,0.5,-5.57947
7.0,0.5,-5.57697
7.5,0.5,-5.57544
8.0,0.5,-5.57452
8.5,0.5,-5.57396
9.0,0.5,-5.57362
9.5,0.5,-5.57341
10.0,0.5,-5.57329
-10.0,1.0,4.12637
-9.5,1.0,4.12693
-9.0,1.0,4.12785
-8.5,1.0,4.12938
-8.0,1.0,4.13188
-7.5,1.0,4.13602
-7.0,1.0,4.14282
-6.5,1.0,4.15401
-6.0,1.0,4.17238
-5.5,1.0,4.20249
-5.0,1.0,4.25161
-4.5,1.0,4.33124
-4.0,1.0,4.45899
-3.5,1.0,4.66059
-3.0,1.0,4.97097
-2.5,1.0,5.43215
-2.0,1.0,6.08573
-1.5,1.0,6.9591
-1.0,1.0,8.04047
-0.5,1.0,9.11176
0.0,1.0,4.64261
0.5,1.0,-5.64749
1.0,1.0,-6.74569
1.5,1.0,-6.60398
2.0,1.0,-6.43545
2.5,1.0,-6.3171
3.0,1.0,-6.24055
3.5,1.0,-6.19249
4.0,1.0,-6.16276
4.5,1.0,-6.14452
5.0,1.0,-6.13338
5.5,1.0,-6.12659
6.0,1.0,-6.12247
6.5,1.0,-6.11996
7.0,1.0,-6.11844
7.5,1.0,-6.11752
8.0,1.0,-6.11696
8.5,1.0,-6.11662
9.0,1.0,-6.11641
9.5,1.0,-6.11629
10.0,1.0,-6.11621
-10.0,1.5,3.69435
-9.5,1.5,3.69528
