method_name,real_mean,real_std,real_median,scaled_mean,scaled_std,scaled_median
discounted_natural_popular,1799968.0,6818.253148717786,1798400.0,1799.968,6.818253148717786,1798.4
discounted_natural_proper,320204.47,1612.4809918569583,319782.5,320.20446999999996,1.6124809918569583,319.7825
discounted_vanilla_popular,860560.0,3608.8779419647876,860800.0,860.56,3.6088779419647876,860.8
discounted_vanilla_proper,283903.16,1446.7737329658705,283545.5,283.90315999999996,1.4467737329658705,283.5455
discounting_free_natural_sampling,2497.6494845360826,3071.054394443992,2160.0,2.4976494845360824,3.071054394443992,2.16
discounting_free_vanilla_sampling,4000.0,1316.7582010376848,4056.0,4.0,1.3167582010376848,4.056
