iteration,theta0,theta1,v_gamma
0,0.0,0.0,-158.7775822277186
1,0.0,0.2528224956903866,-158.723256105627
2,0.0,0.4642516440248744,-158.67545156234175
3,0.0,0.7031801683294785,-158.62012292440627
4,0.0,0.857964189920446,-158.58423698224513
5,0.0,1.1328928884102485,-158.5219103055744
6,0.0,1.3012396911279447,-158.48541518848631
7,0.0,1.4604343133431652,-158.45253589178063
8,0.0,1.6024645737725354,-158.4247729071864
9,0.0,1.7065750021381907,-158.40545468756017
10,0.0,1.850729031554209,-158.38023344186172
11,0.0,1.9211204914842954,-158.36858114894136
12,0.0,1.9805887525505939,-158.35908104832131
13,0.0,2.0042431237241014,-158.35539013814628
14,0.0,2.0651740589177634,-158.34611329828806
15,0.0,2.2019942892861866,-158.32648735850384
16,0.0,2.2585307524496527,-158.31885965944667
17,0.0,2.313990543114814,-158.31164700299814
18,0.0,2.3265191947412363,-158.31005426636273
19,0.0,2.3788892124014316,-158.30354123541912
20,0.0,2.390841928351209,-158.3020872056528
21,0.0,2.4468331792690377,-158.2954346595935
22,0.0,2.5469879124134103,-158.2841747374887
23,0.0,2.601344395973039,-158.27839825745028
