iteration,theta0,theta1,gain,bias
0,0.0,0.0,-1.0,11.333333333333334
1,0.0,0.2528224956903866,-1.0,11.391663606068528
2,0.0,0.4642516440248744,-1.0,11.443024658793766
3,0.0,0.7031801683294785,-1.0,11.502508225902407
4,0.0,0.857964189920446,-1.0,11.541111230110872
5,0.0,1.1328928884102485,-1.0,11.608198436349793
6,0.0,1.301239691127945,-1.0,11.64750555526098
7,0.0,1.4604343133431652,-1.0,11.68293375412089
8,0.0,1.6024645737725354,-1.0,11.712860459983382
9,0.0,1.706575002138191,-1.0,11.7336904433859
10,0.0,1.850729031554209,-1.0,11.76089304693468
11,0.0,1.9211204914842956,-1.0,11.773463659443467
12,0.0,1.9805887525505936,-1.0,11.783713833893547
13,0.0,2.0042431237241014,-1.0,11.787696489039467
14,0.0,2.0651740589177634,-1.0,11.797707428882116
15,0.0,2.2019942892861866,-1.0,11.818890285569772
16,0.0,2.2585307524496527,-1.0,11.827124503761365
17,0.0,2.313990543114814,-1.0,11.834911406974303
18,0.0,2.3265191947412363,-1.0,11.836631047435885
19,0.0,2.378889212401432,-1.0,11.843663374549656
20,0.0,2.390841928351209,-1.0,11.845233415849126
21,0.0,2.4468331792690377,-1.0,11.852417111256518
22,0.0,2.5469879124134103,-1.0,11.86457741857144
23,0.0,2.601344395973039,-1.0,11.87081647889065
