iteration,theta0,theta1,gain,bias
0,0.0,0.0,-1.0,11.333333333333334
1,-0.2010318035921886,0.2010318587180223,-1.0,11.379395378645732
2,-0.408419870900693,0.4084199830567739,-1.0,11.429295223655345
3,-0.6226532841562432,0.6226534554056501,-1.0,11.48238386319219
4,-0.8441236553512639,0.8441238878889058,-1.0,11.537672644919974
5,-1.0730811551521922,1.0730814512639315,-1.0,11.593857249729364
6,-1.3095956048370678,1.3095959668457913,-1.0,11.649410450219866
7,-1.5535315448968865,1.5535319750993577,-1.0,11.702741042682018
8,-1.8045452187015163,1.804545719302584,-1.0,11.752389750344685
9,-2.062107097065073,2.0621076701173293,-1.0,11.797212153099377
10,-2.325546995338394,2.325547642694852,-1.0,11.836498212717384
11,-2.594112723260551,2.5941134465452707,-1.0,11.87000084878965
12,-2.867030358932161,2.867031159530022,-1.0,11.89787964627747
13,-3.143555652742916,3.1435565318061887,-1.0,11.920591380727938
14,-3.423010442794969,3.423011401262172,-1.0,11.938766032457853
15,-3.704802889462993,3.704803928084893,-1.0,11.953097970249134
16,-3.988433917575752,3.988435036944022,-1.0,11.964266802246499
