iteration,theta0,theta1,gain,bias
0,0.0,0.0,-1.0,11.333333333333334
1,-0.733327610801598,0.7333286400333324,-1.0,11.510044013524803
2,-1.633781467009447,1.6337838490356091,-1.0,11.719228243540353
3,-2.551375950121727,2.551379679074511,-1.0,11.865090798313263
4,-3.5040000306869548,3.504005157985817,-1.0,11.943259756286897
