theta0,theta1,bias
3.0,-8.5,11.0001
3.5,-8.5,11.0001
4.0,-8.5,11.0001
4.5,-8.5,11.0001
5.0,-8.5,11.0001
5.5,-8.5,11.0001
6.0,-8.5,11.0001
6.5,-8.5,11.0001
7.0,-8.5,11.0001
7.5,-8.5,11.0001
8.0,-8.5,11.0001
8.5,-8.5,11.0001
9.0,-8.5,11.0001
9.5,-8.5,11.0001
10.0,-8.5,11.0001
-10.0,-8.0,11.00017
-9.5,-8.0,11.00017
-9.0,-8.0,11.00017
-8.5,-8.0,11.00017
-8.0,-8.0,11.00017
-7.5,-8.0,11.00017
-7.0,-8.0,11.00017
-6.5,-8.0,11.00017
-6.0,-8.0,11.00017
-5.5,-8.0,11.00017
-5.0,-8.0,11.00017
-4.5,-8.0,11.00017
-4.0,-8.0,11.00017
-3.5,-8.0,11.00017
-3.0,-8.0,11.00017
-2.5,-8.0,11.00017
-2.0,-8.0,11.00017
-1.5,-8.0,11.00017
-1.0,-8.0,11.00017
-0.5,-8.0,11.00017
0.0,-8.0,11.00017
0.5,-8.0,11.00017
1.0,-8.0,11.00017
1.5,-8.0,11.00017
2.0,-8.0,11.00017
2.5,-8.0,11.00017
3.0,-8.0,11.00017
3.5,-8.0,11.00017
4.0,-8.0,11.00017
4.5,-8.0,11.00017
5.0,-8.0,11.00017
5.5,-8.0,11.00017
6.0,-8.0,11.00017
6.5,-8.0,11.00017
7.0,-8.0,11.00017
7.5,-8.0,11.00017
8.0,-8.0,11.00017
8.5,-8.0,11.00017
9.0,-8.0,11.00017
9.5,-8.0,11.00017
10.0,-8.0,11.00017
-10.0,-7.5,11.00028
-9.5,-7.5,11.00028
-9.0,-7.5,11.00028
-8.5,-7.5,11.00028
-8.0,-7.5,11.00028
-7.5,-7.5,11.00028
-7.0,-7.5,11.00028
-6.5,-7.5,11.00028
-6.0,-7.5,11.00028
-5.5,-7.5,11.00028
-5.0,-7.5,11.00028
-4.5,-7.5,11.00028
-4.0,-7.5,11.00028
-3.5,-7.5,11.00028
-3.0,-7.5,11.00028
-2.5,-7.5,11.00028
-2.0,-7.5,11.00028
-1.5,-7.5,11.00028
-1.0,-7.5,11.00028
-0.5,-7.5,11.00028
0.0,-7.5,11.00028
0.5,-7.5,11.00028
1.0,-7.5,11.00028
1.5,-7.5,11.00028
2.0,-7.5,11.00028
2.5,-7.5,11.00028
3.0,-7.5,11.00028
3.5,-7.5,11.00028
4.0,-7.5,11.00028
4.5,-7.5,11.00028
5.0,-7.5,11.00028
5.5,-7.5,11.00028
6.0,-7.5,11.00028
6.5,-7.5,11.00028
7.0,-7.5,11.00028
7.5,-7.5,11.00028
8.0,-7.5,11.00028
8.5,-7.5,11.00028
9.0,-7.5,11.00028
9.5,-7.5,11.00028
10.0,-7.5,11.00028
-10.0,-7.0,11.00046
-9.5,-7.0,11.00046
-9.0,-7.0,11.00046
-8.5,-7.0,11.00046
-8.0,-7.0,11.00046
-7.5,-7.0,11.00046
-7.0,-7.0,11.00046
-6.5,-7.0,11.00046
-6.0,-7.0,11.00046
-5.5,-7.0,11.00046
-5.0,-7.0,11.00046
-4.5,-7.0,11.00046
-4.0,-7.0,11.00046
-3.5,-7.0,11.00046
-3.0,-7.0,11.00046
-2.5,-7.0,11.00046
-2.0,-7.0,11.00046
-1.5,-7.0,11.00046
-1.0,-7.0,11.00046
-0.5,-7.0,11.00046
0.0,-7.0,11.00046
0.5,-7.0,11.00046
1.0,-7.0,11.00046
1.5,-7.0,11.00046
2.0,-7.0,11.00046
2.5,-7.0,11.00046
3.0,-7.0,11.00046
3.5,-7.0,11.00046
4.0,-7.0,11.00046
4.5,-7.0,11.00046
5.0,-7.0,11.00046
5.5,-7.0,11.00046
6.0,-7.0,11.00046
6.5,-7.0,11.00046
7.0,-7.0,11.00046
7.5,-7.0,11.00046
8.0,-7.0,11.00046
8.5,-7.0,11.00046
9.0,-7.0,11.00046
9.5,-7.0,11.00046
10.0,-7.0,11.00046
-10.0,-6.5,11.00075
-9.5,-6.5,11.00075
-9.0,-6.5,11.00075
-8.5,-6.5,11.00075
-8.0,-6.5,11.00075
-7.5,-6.5,11.00075
-7.0,-6.5,11.00075
-6.5,-6.5,11.00075
-6.0,-6.5,11.00075
-5.5,-6.5,11.00075
-5.0,-6.5,11.00075
-4.5,-6.5,11.00075
-4.0,-6.5,11.00075
-3.5,-6.5,11.00075
-3.0,-6.5,11.00075
-2.5,-6.5,11.00075
-2.0,-6.5,11.00075
-1.5,-6.5,11.00075
-1.0,-6.5,11.00075
-0.5,-6.5,11.00075
0.0,-6.5,11.00075
0.5,-6.5,11.00075
1.0,-6.5,11.00075
1.5,-6.5,11.00075
2.0,-6.5,11.00075
2.5,-6.5,11.00075
3.0,-6.5,11.00075
3.5,-6.5,11.00075
4.0,-6.5,11.00075
4.5,-6.5,11.00075
5.0,-6.5,11.00075
5.5,-6.5,11.00075
6.0,-6.5,11.00075
6.5,-6.5,11.00075
7.0,-6.5,11.00075
7.5,-6.5,11.00075
8.0,-6.5,11.00075
8.5,-6.5,11.00075
9.0,-6.5,11.00075
9.5,-6.5,11.00075
10.0,-6.5,11.00075
-10.0,-6.0,11.00124
-9.5,-6.0,11.00124
-9.0,-6.0,11.00124
-8.5,-6.0,11.00124
-8.0,-6.0,11.00124
-7.5,-6.0,11.00124
-7.0,-6.0,11.00124
-6.5,-6.0,11.00124
-6.0,-6.0,11.00124
-5.5,-6.0,11.00124
-5.0,-6.0,11.00124
-4.5,-6.0,11.00124
-4.0,-6.0,11.00124
-3.5,-6.0,11.00124
-3.0,-6.0,11.00124
-2.5,-6.0,11.00124
-2.0,-6.0,11.00124
-1.5,-6.0,11.00124
-1.0,-6.0,11.00124
-0.5,-6.0,11.00124
0.0,-6.0,11.00124
0.5,-6.0,11.00124
1.0,-6.0,11.00124
1.5,-6.0,11.00124
2.0,-6.0,11.00124
2.5,-6.0,11.00124
3.0,-6.0,11.00124
3.5,-6.0,11.00124
4.0,-6.0,11.00124
4.5,-6.0,11.00124
5.0,-6.0,11.00124
5.5,-6.0,11.00124
6.0,-6.0,11.00124
6.5,-6.0,11.00124
7.0,-6.0,11.00124
7.5,-6.0,11.00124
8.0,-6.0,11.00124
8.5,-6.0,11.00124
9.0,-6.0,11.00124
9.5,-6.0,11.00124
10.0,-6.0,11.00124
-10.0,-5.5,11.00204
-9.5,-5.5,11.00204
-9.0,-5.5,11.00204
-8.5,-5.5,11.00204
-8.0,-5.5,11.00204
-7.5,-5.5,11.00204
-7.0,-5.5,11.00204
-6.5,-5.5,11.00204
-6.0,-5.5,11.00204
-5.5,-5.5,11.00204
-5.0,-5.5,11.00204
-4.5,-5.5,11.00204
-4.0,-5.5,11.00204
-3.5,-5.5,11.00204
-3.0,-5.5,11.00204
-2.5,-5.5,11.00204
-2.0,-5.5,11.00204
-1.5,-5.5,11.00204
-1.0,-5.5,11.00204
-0.5,-5.5,11.00204
0.0,-5.5,11.00204
0.5,-5.5,11.00204
1.0,-5.5,11.00204
1.5,-5.5,11.00204
2.0,-5.5,11.00204
2.5,-5.5,11.00204
3.0,-5.5,11.00204
3.5,-5.5,11.00204
4.0,-5.5,11.00204
4.5,-5.5,11.00204
5.0,-5.5,11.00204
5.5,-5.5,11.00204
6.0,-5.5,11.00204
6.5,-5.5,11.00204
7.0,-5.5,11.00204
7.5,-5.5,11.00204
8.0,-5.5,11.00204
8.5,-5.5,11.00204
9.0,-5.5,11.00204
9.5,-5.5,11.00204
10.0,-5.5,11.00204
-10.0,-5.0,11.00336
-9.5,-5.0,11.00336
-9.0,-5.0,11.00336
-8.5,-5.0,11.00336
-8.0,-5.0,11.00336
-7.5,-5.0,11.00336
-7.0,-5.0,11.00336
-6.5,-5.0,11.00336
-6.0,-5.0,11.00336
-5.5,-5.0,11.00336
-5.0,-5.0,11.00336
-4.5,-5.0,11.00336
-4.0,-5.0,11.00336
-3.5,-5.0,11.00336
-3.0,-5.0,11.00336
-2.5,-5.0,11.00336
-2.0,-5.0,11.00336
-1.5,-5.0,11.00336
-1.0,-5.0,11.00336
-0.5,-5.0,11.00336
0.0,-5.0,11.00336
0.5,-5.0,11.00336
1.0,-5.0,11.00336
1.5,-5.0,11.00336
2.0,-5.0,11.00336
2.5,-5.0,11.00336
3.0,-5.0,11.00336
3.5,-5.0,11.00336
4.0,-5.0,11.00336
4.5,-5.0,11.00336
5.0,-5.0,11.00336
5.5,-5.0,11.00336
6.0,-5.0,11.00336
6.5,-5.0,11.00336
7.0,-5.0,11.00336
7.5,-5.0,11.00336
8.0,-5.0,11.00336
8.5,-5.0,11.00336
9.0,-5.0,11.00336
9.5,-5.0,11.00336
10.0,-5.0,11.00336
-10.0,-4.5,11.00552
-9.5,-4.5,11.00552
-9.0,-4.5,11.00552
-8.5,-4.5,11.00552
-8.0,-4.5,11.00552
-7.5,-4.5,11.00552
-7.0,-4.5,11.00552
-6.5,-4.5,11.00552
-6.0,-4.5,11.00552
-5.5,-4.5,11.00552
-5.0,-4.5,11.00552
-4.5,-4.5,11.00552
-4.0,-4.5,11.00552
-3.5,-4.5,11.00552
-3.0,-4.5,11.00552
-2.5,-4.5,11.00552
-2.0,-4.5,11.00552
-1.5,-4.5,11.00552
-1.0,-4.5,11.00552
-0.5,-4.5,11.00552
0.0,-4.5,11.00552
0.5,-4.5,11.00552
1.0,-4.5,11.00552
1.5,-4.5,11.00552
2.0,-4.5,11.00552
2.5,-4.5,11.00552
3.0,-4.5,11.00552
3.5,-4.5,11.00552
4.0,-4.5,11.00552
4.5,-4.5,11.00552
5.0,-4.5,11.00552
5.5,-4.5,11.00552
6.0,-4.5,11.00552
6.5,-4.5,11.00552
7.0,-4.5,11.00552
7.5,-4.5,11.00552
8.0,-4.5,11.00552
8.5,-4.5,11.00552
9.0,-4.5,11.00552
9.5,-4.5,11.00552
10.0,-4.5,11.00552
-10.0,-4.0,11.00907
-9.5,-4.0,11.00907
-9.0,-4.0,11.00907
-8.5,-4.0,11.00907
-8.0,-4.0,11.00907
-7.5,-4.0,11.00907
-7.0,-4.0,11.00907
-6.5,-4.0,11.00907
-6.0,-4.0,11.00907
-5.5,-4.0,11.00907
-5.0,-4.0,11.00907
-4.5,-4.0,11.00907
-4.0,-4.0,11.00907
-3.5,-4.0,11.00907
-3.0,-4.0,11.00907
-2.5,-4.0,11.00907
-2.0,-4.0,11.00907
-1.5,-4.0,11.00907
-1.0,-4.0,11.00907
-0.5,-4.0,11.00907
0.0,-4.0,11.00907
0.5,-4.0,11.00907
1.0,-4.0,11.00907
1.5,-4.0,11.00907
2.0,-4.0,11.00907
2.5,-4.0,11.00907
3.0,-4.0,11.00907
3.5,-4.0,11.00907
4.0,-4.0,11.00907
4.5,-4.0,11.00907
5.0,-4.0,11.00907
5.5,-4.0,11.00907
6.0,-4.0,11.00907
6.5,-4.0,11.00907
7.0,-4.0,11.00907
7.5,-4.0,11.00907
8.0,-4.0,11.00907
8.5,-4.0,11.00907
9.0,-4.0,11.00907
9.5,-4.0,11.00907
10.0,-4.0,11.00907
-10.0,-3.5,11.01487
-9.5,-3.5,11.01487
-9.0,-3.5,11.01487
-8.5,-3.5,11.01487
-8.0,-3.5,11.01487
-7.5,-3.5,11.01487
-7.0,-3.5,11.01487
-6.5,-3.5,11.01487
-6.0,-3.5,11.01487
-5.5,-3.5,11.01487
-5.0,-3.5,11.01487
-4.5,-3.5,11.01487
-4.0,-3.5,11.01487
-3.5,-3.5,11.01487
-3.0,-3.5,11.01487
-2.5,-3.5,11.01487
-2.0,-3.5,11.01487
-1.5,-3.5,11.01487
-1.0,-3.5,11.01487
-0.5,-3.5,11.01487
0.0,-3.5,11.01487
0.5,-3.5,11.01487
1.0,-3.5,11.01487
1.5,-3.5,11.01487
2.0,-3.5,11.01487
2.5,-3.5,11.01487
3.0,-3.5,11.01487
3.5,-3.5,11.01487
4.0,-3.5,11.01487
4.5,-3.5,11.01487
5.0,-3.5,11.01487
5.5,-3.5,11.01487
6.0,-3.5,11.01487
6.5,-3.5,11.01487
7.0,-3.5,11.01487
7.5,-3.5,11.01487
8.0,-3.5,11.01487
8.5,-3.5,11.01487
9.0,-3.5,11.01487
9.5,-3.5,11.01487
10.0,-3.5,11.01487
-10.0,-3.0,11.02429
-9.5,-3.0,11.02429
-9.0,-3.0,11.02429
-8.5,-3.0,11.02429
-8.0,-3.0,11.02429
-7.5,-3.0,11.02429
-7.0,-3.0,11.02429
-6.5,-3.0,11.02429
-6.0,-3.0,11.02429
-5.5,-3.0,11.02429
-5.0,-3.0,11.02429
-4.5,-3.0,11.02429
-4.0,-3.0,11.02429
-3.5,-3.0,11.02429
-3.0,-3.0,11.02429
-2.5,-3.0,11.02429
-2.0,-3.0,11.02429
-1.5,-3.0,11.02429
-1.0,-3.0,11.02429
-0.5,-3.0,11.02429
0.0,-3.0,11.02429
0.5,-3.0,11.02429
1.0,-3.0,11.02429
1.5,-3.0,11.02429
2.0,-3.0,11.02429
2.5,-3.0,11.02429
3.0,-3.0,11.02429
3.5,-3.0,11.02429
4.0,-3.0,11.02429
4.5,-3.0,11.02429
5.0,-3.0,11.02429
5.5,-3.0,11.02429
6.0,-3.0,11.02429
6.5,-3.0,11.02429
7.0,-3.0,11.02429
7.5,-3.0,11.02429
8.0,-3.0,11.02429
8.5,-3.0,11.02429
9.0,-3.0,11.02429
9.5,-3.0,11.02429
10.0,-3.0,11.02429
-10.0,-2.5,11.03942
-9.5,-2.5,11.03942
-9.0,-2.5,11.03942
-8.5,-2.5,11.03942
-8.0,-2.5,11.03942
-7.5,-2.5,11.03942
-7.0,-2.5,11.03942
-6.5,-2.5,11.03942
-6.0,-2.5,11.03942
-5.5,-2.5,11.03942
-5.0,-2.5,11.03942
-4.5,-2.5,11.03942
-4.0,-2.5,11.03942
-3.5,-2.5,11.03942
-3.0,-2.5,11.03942
-2.5,-2.5,11.03942
-2.0,-2.5,11.03942
-1.5,-2.5,11.03942
-1.0,-2.5,11.03942
-0.5,-2.5,11.03942
0.0,-2.5,11.03942
0.5,-2.5,11.03942
1.0,-2.5,11.03942
1.5,-2.5,11.03942
2.0,-2.5,11.03942
2.5,-2.5,11.03942
3.0,-2.5,11.03942
3.5,-2.5,11.03942
4.0,-2.5,11.03942
4.5,-2.5,11.03942
5.0,-2.5,11.03942
5.5,-2.5,11.03942
6.0,-2.5,11.03942
6.5,-2.5,11.03942
7.0,-2.5,11.03942
7.5,-2.5,11.03942
8.0,-2.5,11.03942
8.5,-2.5,11.03942
9.0,-2.5,11.03942
9.5,-2.5,11.03942
10.0,-2.5,11.03942
-10.0,-2.0,11.06338
-9.5,-2.0,11.06338
-9.0,-2.0,11.06338
-8.5,-2.0,11.06338
-8.0,-2.0,11.06338
-7.5,-2.0,11.06338
-7.0,-2.0,11.06338
-6.5,-2.0,11.06338
-6.0,-2.0,11.06338
-5.5,-2.0,11.06338
-5.0,-2.0,11.06338
-4.5,-2.0,11.06338
-4.0,-2.0,11.06338
-3.5,-2.0,11.06338
-3.0,-2.0,11.06338
-2.5,-2.0,11.06338
-2.0,-2.0,11.06338
-1.5,-2.0,11.06338
-1.0,-2.0,11.06338
-0.5,-2.0,11.06338
0.0,-2.0,11.06338
0.5,-2.0,11.06338
1.0,-2.0,11.06338
1.5,-2.0,11.06338
2.0,-2.0,11.06338
2.5,-2.0,11.06338
3.0,-2.0,11.06338
3.5,-2.0,11.06338
4.0,-2.0,11.06338
4.5,-2.0,11.06338
5.0,-2.0,11.06338
5.5,-2.0,11.06338
6.0,-2.0,11.06338
6.5,-2.0,11.06338
7.0,-2.0,11.06338
7.5,-2.0,11.06338
8.0,-2.0,11.06338
8.5,-2.0,11.06338
9.0,-2.0,11.06338
9.5,-2.0,11.06338
10.0,-2.0,11.06338
-10.0,-1.5,11.10037
-9.5,-1.5,11.10037
-9.0,-1.5,11.10037
-8.5,-1.5,11.10037
-8.0,-1.5,11.10037
-7.5,-1.5,11.10037
-7.0,-1.5,11.10037
-6.5,-1.5,11.10037
-6.0,-1.5,11.10037
-5.5,-1.5,11.10037
-5.0,-1.5,11.10037
-4.5,-1.5,11.10037
-4.0,-1.5,11.10037
-3.5,-1.5,11.10037
-3.0,-1.5,11.10037
-2.5,-1.5,11.10037
-2.0,-1.5,11.10037
-1.5,-1.5,11.10037
-1.0,-1.5,11.10037
-0.5,-1.5,11.10037
0.0,-1.5,11.10037
0.5,-1.5,11.10037
1.0,-1.5,11.10037
1.5,-1.5,11.10037
2.0,-1.5,11.10037
2.5,-1.5,11.10037
3.0,-1.5,11.10037
3.5,-1.5,11.10037
4.0,-1.5,11.10037
4.5,-1.5,11.10037
5.0,-1.5,11.10037
5.5,-1.5,11.10037
6.0,-1.5,11.10037
6.5,-1.5,11.10037
7.0,-1.5,11.10037
7.5,-1.5,11.10037
8.0,-1.5,11.10037
8.5,-1.5,11.10037
9.0,-1.5,11.10037
9.5,-1.5,11.10037
10.0,-1.5,11.10037
-10.0,-1.0,11.15536
-9.5,-1.0,11.15536
-9.0,-1.0,11.15536
-8.5,-1.0,11.15536
-8.0,-1.0,11.15536
-7.5,-1.0,11.15536
-7.0,-1.0,11.15536
-6.5,-1.0,11.15536
-6.0,-1.0,11.15536
-5.5,-1.0,11.15536
-5.0,-1.0,11.15536
-4.5,-1.0,11.15536
-4.0,-1.0,11.15536
-3.5,-1.0,11.15536
-3.0,-1.0,11.15536
-2.5,-1.0,11.15536
-2.0,-1.0,11.15536
-1.5,-1.0,11.15536
-1.0,-1.0,11.15536
-0.5,-1.0,11.15536
0.0,-1.0,11.15536
0.5,-1.0,11.15536
1.0,-1.0,11.15536
1.5,-1.0,11.15536
2.0,-1.0,11.15536
2.5,-1.0,11.15536
3.0,-1.0,11.15536
3.5,-1.0,11.15536
4.0,-1.0,11.15536
4.5,-1.0,11.15536
5.0,-1.0,11.15536
5.5,-1.0,11.15536
6.0,-1.0,11.15536
6.5,-1.0,11.15536
7.0,-1.0,11.15536
7.5,-1.0,11.15536
8.0,-1.0,11.15536
8.5,-1.0,11.15536
9.0,-1.0,11.15536
9.5,-1.0,11.15536
10.0,-1.0,11.15536
-10.0,-0.5,11.2327
-9.5,-0.5,11.2327
-9.0,-0.5,11.2327
-8.5,-0.5,11.2327
-8.0,-0.5,11.2327
-7.5,-0.5,11.2327
-7.0,-0.5,11.2327
-6.5,-0.5,11.2327
-6.0,-0.5,11.2327
-5.5,-0.5,11.2327
-5.0,-0.5,11.2327
-4.5,-0.5,11.2327
-4.0,-0.5,11.2327
-3.5,-0.5,11.2327
-3.0,-0.5,11.2327
-2.5,-0.5,11.2327
-2.0,-0.5,11.2327
-1.5,-0.5,11.2327
-1.0,-0.5,11.2327
-0.5,-0.5,11.2327
0.0,-0.5,11.2327
0.5,-0.5,11.2327
1.0,-0.5,11.2327
1.5,-0.5,11.2327
2.0,-0.5,11.2327
2.5,-0.5,11.2327
3.0,-0.5,11.2327
3.5,-0.5,11.2327
4.0,-0.5,11.2327
4.5,-0.5,11.2327
5.0,-0.5,11.2327
5.5,-0.5,11.2327
6.0,-0.5,11.2327
6.5,-0.5,11.2327
7.0,-0.5,11.2327
7.5,-0.5,11.2327
8.0,-0.5,11.2327
8.5,-0.5,11.2327
9.0,-0.5,11.2327
9.5,-0.5,11.2327
10.0,-0.5,11.2327
-10.0,0.0,11.33333
-9.5,0.0,11.33333
-9.0,0.0,11.33333
-8.5,0.0,11.33333
-8.0,0.0,11.33333
-7.5,0.0,11.33333
-7.0,0.0,11.33333
-6.5,0.0,11.33333
-6.0,0.0,11.33333
-5.5,0.0,11.33333
-5.0,0.0,11.33333
-4.5,0.0,11.33333
-4.0,0.0,11.33333
-3.5,0.0,11.33333
-3.0,0.0,11.33333
-2.5,0.0,11.33333
-2.0,0.0,11.33333
-1.5,0.0,11.33333
-1.0,0.0,11.33333
-0.5,0.0,11.33333
0.0,0.0,11.33333
0.5,0.0,11.33333
1.0,0.0,11.33333
1.5,0.0,11.33333
2.0,0.0,11.33333
2.5,0.0,11.33333
3.0,0.0,11.33333
3.5,0.0,11.33333
4.0,0.0,11.33333
4.5,0.0,11.33333
5.0,0.0,11.33333
5.5,0.0,11.33333
6.0,0.0,11.33333
6.5,0.0,11.33333
7.0,0.0,11.33333
7.5,0.0,11.33333
8.0,0.0,11.33333
8.5,0.0,11.33333
9.0,0.0,11.33333
9.5,0.0,11.33333
10.0,0.0,11.33333
-10.0,0.5,11.45186
-9.5,0.5,11.45186
-9.0,0.5,11.45186
-8.5,0.5,11.45186
-8.0,0.5,11.45186
-7.5,0.5,11.45186
-7.0,0.5,11.45186
-6.5,0.5,11.45186
-6.0,0.5,11.45186
-5.5,0.5,11.45186
-5.0,0.5,11.45186
-4.5,0.5,11.45186
-4.0,0.5,11.45186
-3.5,0.5,11.45186
-3.0,0.5,11.45186
-2.5,0.5,11.45186
-2.0,0.5,11.45186
-1.5,0.5,11.45186
-1.0,0.5,11.45186
-0.5,0.5,11.45186
0.0,0.5,11.45186
0.5,0.5,11.45186
1.0,0.5,11.45186
1.5,0.5,11.45186
2.0,0.5,11.45186
2.5,0.5,11.45186
3.0,0.5,11.45186
3.5,0.5,11.45186
4.0,0.5,11.45186
4.5,0.5,11.45186
5.0,0.5,11.45186
5.5,0.5,11.45186
6.0,0.5,11.45186
6.5,0.5,11.45186
7.0,0.5,11.45186
7.5,0.5,11.45186
8.0,0.5,11.45186
8.5,0.5,11.45186
9.0,0.5,11.45186
9.5,0.5,11.45186
10.0,0.5,11.45186
-10.0,1.0,11.57612
-9.5,1.0,11.57612
-9.0,1.0,11.57612
-8.5,1.0,11.57612
-8.0,1.0,11.57612
-7.5,1.0,11.57612
-7.0,1.0,11.57612
-6.5,1.0,11.57612
-6.0,1.0,11.57612
-5.5,1.0,11.57612
-5.0,1.0,11.57612
-4.5,1.0,11.57612
-4.0,1.0,11.57612
-3.5,1.0,11.57612
-3.0,1.0,11.57612
-2.5,1.0,11.57612
-2.0,1.0,11.57612
-1.5,1.0,11.57612
-1.0,1.0,11.57612
-0.5,1.0,11.57612
0.0,1.0,11.57612
0.5,1.0,11.57612
1.0,1.0,11.57612
1.5,1.0,11.57612
2.0,1.0,11.57612
2.5,1.0,11.57612
3.0,1.0,11.57612
3.5,1.0,11.57612
4.0,1.0,11.57612
4.5,1.0,11.57612
5.0,1.0,11.57612
5.5,1.0,11.57612
6.0,1.0,11.57612
6.5,1.0,11.57612
7.0,1.0,11.57612
7.5,1.0,11.57612
8.0,1.0,11.57612
8.5,1.0,11.57612
9.0,1.0,11.57612
9.5,1.0,11.57612
10.0,1.0,11.57612
-10.0,1.5,11.69144
-9.5,1.5,11.69144
-9.0,1.5,11.69144
-8.5,1.5,11.69144
-8.0,1.5,11.69144
-7.5,1.5,11.69144
-7.0,1.5,11.69144
-6.5,1.5,11.69144
-6.0,1.5,11.69144
-5.5,1.5,11.69144
-5.0,1.5,11.69144
-4.5,1.5,11.69144
-4.0,1.5,11.69144
-3.5,1.5,11.69144
-3.0,1.5,11.69144
-2.5,1.5,11.69144
-2.0,1.5,11.69144
-1.5,1.5,11.69144
-1.0,1.5,11.69144
-0.5,1.5,11.69144
0.0,1.5,11.69144
0.5,1.5,11.69144
1.0,1.5,11.69144
1.5,1.5,11.69144
2.0,1.5,11.69144
2.5,1.5,11.69144
3.0,1.5,11.69144
3.5,1.5,11.69144
4.0,1.5,11.69144
4.5,1.5,11.69144
5.0,1.5,11.69144
5.5,1.5,11.69144
