iteration,theta0,theta1,gain,bias
0,0.0,0.0,-1.0,11.333333333333334
1,0.0,0.229166666666667,-1.0,11.386041961169978
2,0.0,0.4981622579521025,-1.0,11.451407625161146
3,0.0,0.7257640050452014,-1.0,11.508153483288945
4,0.0,0.9430513468133496,-1.0,11.56215291279395
5,0.0,1.1653621248310122,-1.0,11.615907869833789
6,0.0,1.333279716551618,-1.0,11.654783419933816
7,0.0,1.564101334333914,-1.0,11.7049441987573
8,0.0,1.7180832397640404,-1.0,11.735932968139458
9,0.0,1.8689732057883408,-1.0,11.764196482206932
10,0.0,2.0137916918976893,-1.0,11.789288916427695
11,0.0,2.1225463554179296,-1.0,11.806807682988163
12,0.0,2.1837184084542347,-1.0,11.816163995280501
13,0.0,2.3810621461348074,-1.0,11.843949760724499
14,0.0,2.44048791237922,-1.0,11.851617076513119
15,0.0,2.5491854751281857,-1.0,11.864834510398197
16,0.0,2.610341445772099,-1.0,11.871825231000038
17,0.0,2.7672778373078417,-1.0,11.888363272700882
