iteration,theta0,theta1,gain,bias
0,0.0,0.0,-1.0,11.333333333333334
1,0.0,0.0656344454104953,-1.0,11.348074731257956
2,0.0,0.1325344126802861,-1.0,11.363405688913318
3,0.0,0.2006098663080564,-1.0,11.37929602368123
4,0.0,0.2697531936381665,-1.0,11.395704884797611
5,0.0,0.3398393944804994,-1.0,11.412580522060304
6,0.0,0.4107268961032275,-1.0,11.42986051123031
7,0.0,0.482259045498715,-1.0,11.447472496918143
8,0.0,0.5542662866386578,-1.0,11.465335475780957
9,0.0,0.6265689773012326,-1.0,11.483361594760144
10,0.0,0.6989807436817372,-1.0,11.501458386644654
11,0.0,0.7713122187921257,-1.0,11.519531316244475
12,0.0,0.8433749704327198,-1.0,11.53748647319679
13,0.0,0.9149854028881704,-1.0,11.55523322877341
14,0.0,0.9859684173127264,-1.0,11.572686677679187
15,0.0,1.0561606391496206,-1.0,11.589769711175752
16,0.0,1.1254130631845565,-1.0,11.606414610278177
17,0.0,1.19359302131301,-1.0,11.622564099712056
18,0.0,1.260585436717875,-1.0,11.638171856250327
19,0.0,1.3262933830995038,-1.0,11.653202511383856
20,0.0,1.3906380127722962,-1.0,11.667631222790241
21,0.0,1.453557949256307,-1.0,11.681442909474509
22,0.0,1.5150082574946246,-1.0,11.694631252215272
23,0.0,1.5749591092449542,-1.0,11.707197556475588
24,0.0,1.63339425517497,-1.0,11.719149562635458
25,0.0,1.690309401994995,-1.0,11.73050027179698
26,0.0,1.7457105757893563,-1.0,11.741266837531747
27,0.0,1.7996125342615483,-1.0,11.751469557009719
28,0.0,1.8520372728863208,-1.0,11.761130980340175
29,0.0,1.903012654238374,-1.0,11.77027514529847
30,0.0,1.952571176689215,-1.0,11.77892693598497
31,0.0,2.0007488884011444,-1.0,11.787111558091153
32,0.0,2.0475844449505267,-1.0,11.794854119877629
33,0.0,2.0931183036485983,-1.0,11.80217930618888
34,0.0,2.137392044285656,-1.0,11.809111132353362
35,0.0,2.180447804184162,-1.0,11.815672765225539
36,0.0,2.22232781472426,-1.0,11.821886399582318
37,0.0,2.263074026573234,-1.0,11.827773179336884
