method_name,real_mean,real_std,real_median,scaled_mean,scaled_std,scaled_median
D_N_Pop,21415792.0,38054.88583611834,21406400.0,21415.792,38.05488583611834,21406.4
D_N_Prop,140783.73,1279.8272528353193,140518.0,140.78373000000002,1.2798272528353194,140.518
D_V_Pop,4195280.0,24756.477940127104,4192000.0,4195.28,24.756477940127105,4192.0
D_V_Prop,231643.1,3175.1470249423096,231430.0,231.6431,3.1751470249423095,231.43
DF_N,7273.44,21566.729588103986,4760.0,7.27344,21.566729588103986,4.76
DF_V,14532.32,5842.519502543401,13096.0,14.53232,5.842519502543402,13.096
