theta0,theta1,gain
8.5,1.5,0.78838
9.0,1.5,0.78834
9.5,1.5,0.78832
10.0,1.5,0.78831
-10.0,2.0,3.99836
-9.5,2.0,3.9973
-9.0,2.0,3.99556
-8.5,2.0,3.99268
-8.0,2.0,3.98795
-7.5,2.0,3.98017
-7.0,2.0,3.96744
-6.5,2.0,3.94667
-6.0,2.0,3.913
-5.5,2.0,3.859
-5.0,2.0,3.77389
-4.5,2.0,3.64328
-4.0,2.0,3.45092
-3.5,2.0,3.18404
-3.0,2.0,2.84294
-2.5,2.0,2.44991
-2.0,2.0,2.04768
-1.5,2.0,1.68302
-1.0,2.0,1.38698
-0.5,2.0,1.16748
0.0,2.0,1.01542
0.5,2.0,0.91496
1.0,2.0,0.85067
1.5,2.0,0.81035
2.0,2.0,0.78539
2.5,2.0,0.77006
3.0,2.0,0.76069
3.5,2.0,0.75498
4.0,2.0,0.7515
4.5,2.0,0.74939
5.0,2.0,0.74811
5.5,2.0,0.74733
6.0,2.0,0.74686
6.5,2.0,0.74658
7.0,2.0,0.7464
7.5,2.0,0.7463
8.0,2.0,0.74623
8.5,2.0,0.7462
9.0,2.0,0.74617
9.5,2.0,0.74616
10.0,2.0,0.74615
-10.0,2.5,3.99728
-9.5,2.5,3.99552
-9.0,2.5,3.99261
-8.5,2.5,3.98784
-8.0,2.5,3.98
-7.5,2.5,3.96715
-7.0,2.5,3.94619
-6.5,2.5,3.91222
-6.0,2.5,3.85775
-5.5,2.5,3.77188
-5.0,2.5,3.64011
-4.5,2.5,3.44604
-4.0,2.5,3.1768
-3.5,2.5,2.83267
-3.0,2.5,2.43615
-2.5,2.5,2.03034
-2.0,2.5,1.66244
-1.5,2.5,1.36378
-1.0,2.5,1.14233
-0.5,2.5,0.98891
0.0,2.5,0.88756
0.5,2.5,0.8227
1.0,2.5,0.78202
1.5,2.5,0.75684
2.0,2.5,0.74137
2.5,2.5,0.73192
3.0,2.5,0.72616
3.5,2.5,0.72265
4.0,2.5,0.72053
4.5,2.5,0.71923
5.0,2.5,0.71845
5.5,2.5,0.71797
6.0,2.5,0.71768
6.5,2.5,0.71751
7.0,2.5,0.7174
7.5,2.5,0.71734
8.0,2.5,0.7173
8.5,2.5,0.71728
9.0,2.5,0.71726
9.5,2.5,0.71725
10.0,2.5,0.71725
-10.0,3.0,3.99549
-9.5,3.0,3.99257
-9.0,3.0,3.98777
-8.5,3.0,3.97988
-8.0,3.0,3.96696
-7.5,3.0,3.94588
-7.0,3.0,3.91172
-6.5,3.0,3.85693
-6.0,3.0,3.77056
-5.5,3.0,3.63804
-5.0,3.0,3.44285
-4.5,3.0,3.17204
-4.0,3.0,2.82593
-3.5,3.0,2.42712
-3.0,3.0,2.01897
-2.5,3.0,1.64894
-2.0,3.0,1.34856
-1.5,3.0,1.12583
-1.0,3.0,0.97152
-0.5,3.0,0.86959
0.0,3.0,0.80435
0.5,3.0,0.76344
1.0,3.0,0.73811
1.5,3.0,0.72256
2.0,3.0,0.71305
2.5,3.0,0.70726
3.0,3.0,0.70373
3.5,3.0,0.70159
4.0,3.0,0.70029
4.5,3.0,0.6995
5.0,3.0,0.69902
5.5,3.0,0.69873
6.0,3.0,0.69856
6.5,3.0,0.69845
7.0,3.0,0.69838
7.5,3.0,0.69834
8.0,3.0,0.69832
8.5,3.0,0.69831
9.0,3.0,0.6983
9.5,3.0,0.69829
10.0,3.0,0.69829
-10.0,3.5,3.99254
-9.5,3.5,3.98772
-9.0,3.5,3.97981
-8.5,3.5,3.96684
-8.0,3.5,3.94569
-7.5,3.5,3.91139
-7.0,3.5,3.8564
-6.5,3.5,3.76972
-6.0,3.5,3.63671
-5.5,3.5,3.44081
-5.0,3.5,3.16902
-4.5,3.5,2.82163
-4.0,3.5,2.42136
-3.5,3.5,2.01172
-3.0,3.5,1.64034
-2.5,3.5,1.33886
-2.0,3.5,1.11531
-1.5,3.5,0.96045
-1.0,3.5,0.85814
-0.5,3.5,0.79266
0.0,3.5,0.7516
0.5,3.5,0.72618
1.0,3.5,0.71057
1.5,3.5,0.70103
2.0,3.5,0.69521
2.5,3.5,0.69168
3.0,3.5,0.68953
3.5,3.5,0.68822
4.0,3.5,0.68743
4.5,3.5,0.68695
5.0,3.5,0.68666
5.5,3.5,0.68648
6.0,3.5,0.68637
6.5,3.5,0.68631
7.0,3.5,0.68627
7.5,3.5,0.68625
8.0,3.5,0.68623
8.5,3.5,0.68622
9.0,3.5,0.68622
9.5,3.5,0.68621
10.0,3.5,0.68621
-10.0,4.0,3.9877
-9.5,4.0,3.97976
-9.0,4.0,3.96677
-8.5,4.0,3.94556
-8.0,4.0,3.91119
-7.5,4.0,3.85608
-7.0,4.0,3.7692
-6.5,4.0,3.63588
-6.0,4.0,3.43953
-5.5,4.0,3.16712
-5.0,4.0,2.81895
-4.5,4.0,2.41777
-4.0,4.0,2.00719
-3.5,4.0,1.63497
-3.0,4.0,1.3328
-2.5,4.0,1.10874
-2.0,4.0,0.95352
-1.5,4.0,0.85098
-1.0,4.0,0.78536
-0.5,4.0,0.7442
0.0,4.0,0.71872
0.5,4.0,0.70307
1.0,4.0,0.69351
1.5,4.0,0.68768
2.0,4.0,0.68414
2.5,4.0,0.68198
3.0,4.0,0.68068
3.5,4.0,0.67988
4.0,4.0,0.6794
4.5,4.0,0.67911
5.0,4.0,0.67893
5.5,4.0,0.67882
6.0,4.0,0.67876
6.5,4.0,0.67872
7.0,4.0,0.67869
7.5,4.0,0.67868
8.0,4.0,0.67867
8.5,4.0,0.67867
9.0,4.0,0.67866
9.5,4.0,0.67866
10.0,4.0,0.67866
-10.0,4.5,3.97974
-9.5,4.5,3.96672
-9.0,4.5,3.94549
-8.5,4.5,3.91107
-8.0,4.5,3.85587
-7.5,4.5,3.76887
-7.0,4.5,3.63537
-6.5,4.5,3.43875
-6.0,4.5,3.16595
-5.5,4.5,2.81729
-5.0,4.5,2.41554
-4.5,4.5,2.00439
-4.0,4.5,1.63164
-3.5,4.5,1.32905
-3.0,4.5,1.10468
-2.5,4.5,0.94924
-2.0,4.5,0.84656
-1.5,4.5,0.78084
-1.0,4.5,0.73963
-0.5,4.5,0.71411
0.0,4.5,0.69844
0.5,4.5,0.68886
1.0,4.5,0.68303
1.5,4.5,0.67948
2.0,4.5,0.67732
2.5,4.5,0.67601
3.0,4.5,0.67522
3.5,4.5,0.67473
4.0,4.5,0.67444
4.5,4.5,0.67426
5.0,4.5,0.67416
5.5,4.5,0.67409
6.0,4.5,0.67405
6.5,4.5,0.67403
7.0,4.5,0.67401
7.5,4.5,0.674
8.0,4.5,0.674
8.5,4.5,0.674
9.0,4.5,0.67399
9.5,4.5,0.67399
10.0,4.5,0.67399
-10.0,5.0,3.96669
-9.5,5.0,3.94544
-9.0,5.0,3.91099
-8.5,5.0,3.85575
-8.0,5.0,3.76867
-7.5,5.0,3.63506
-7.0,5.0,3.43826
-6.5,5.0,3.16523
-6.0,5.0,2.81627
-5.5,5.0,2.41418
-5.0,5.0,2.00268
-4.5,5.0,1.62961
-4.0,5.0,1.32675
-3.5,5.0,1.10219
-3.0,5.0,0.94662
-2.5,5.0,0.84384
-2.0,5.0,0.77807
-1.5,5.0,0.73682
-1.0,5.0,0.71129
-0.5,5.0,0.6956
0.0,5.0,0.68601
0.5,5.0,0.68017
1.0,5.0,0.67662
1.5,5.0,0.67446
2.0,5.0,0.67315
2.5,5.0,0.67236
3.0,5.0,0.67187
3.5,5.0,0.67158
4.0,5.0,0.6714
4.5,5.0,0.67129
5.0,5.0,0.67123
5.5,5.0,0.67119
6.0,5.0,0.67117
6.5,5.0,0.67115
7.0,5.0,0.67114
7.5,5.0,0.67114
8.0,5.0,0.67113
8.5,5.0,0.67113
9.0,5.0,0.67113
9.5,5.0,0.67113
10.0,5.0,0.67113
-10.0,5.5,3.94541
-9.5,5.5,3.91094
-9.0,5.5,3.85567
-8.5,5.5,3.76855
-8.0,5.5,3.63487
-7.5,5.5,3.43797
-7.0,5.5,3.1648
-6.5,5.5,2.81565
-6.0,5.5,2.41335
-5.5,5.5,2.00163
-5.0,5.5,1.62836
-4.5,5.5,1.32535
-4.0,5.5,1.10067
-3.5,5.5,0.94501
-3.0,5.5,0.84219
-2.5,5.5,0.77638
-2.0,5.5,0.73511
-1.5,5.5,0.70956
-1.0,5.5,0.69387
-0.5,5.5,0.68427
0.0,5.5,0.67843
0.5,5.5,0.67487
1.0,5.5,0.67272
1.5,5.5,0.6714
2.0,5.5,0.67061
2.5,5.5,0.67012
3.0,5.5,0.66983
3.5,5.5,0.66965
4.0,5.5,0.66955
4.5,5.5,0.66948
5.0,5.5,0.66944
5.5,5.5,0.66942
6.0,5.5,0.6694
6.5,5.5,0.66939
7.0,5.5,0.66939
7.5,5.5,0.66939
8.0,5.5,0.66938
8.5,5.5,0.66938
9.0,5.5,0.66938
9.5,5.5,0.66938
10.0,5.5,0.66938
-10.0,6.0,3.91091
-9.5,6.0,3.85563
-9.0,6.0,3.76848
-8.5,6.0,3.63475
-8.0,6.0,3.43779
-7.5,6.0,3.16453
-7.0,6.0,2.81527
-6.5,6.0,2.41284
-6.0,6.0,2.00099
-5.5,6.0,1.6276
-5.0,6.0,1.32449
-4.5,6.0,1.09974
-4.0,6.0,0.94404
-3.5,6.0,0.84118
-3.0,6.0,0.77535
-2.5,6.0,0.73406
-2.0,6.0,0.70851
-1.5,6.0,0.69281
-1.0,6.0,0.68321
-0.5,6.0,0.67737
0.0,6.0,0.67381
0.5,6.0,0.67165
1.0,6.0,0.67034
1.5,6.0,0.66954
2.0,6.0,0.66906
2.5,6.0,0.66877
3.0,6.0,0.66859
3.5,6.0,0.66848
4.0,6.0,0.66842
4.5,6.0,0.66838
5.0,6.0,0.66835
5.5,6.0,0.66834
6.0,6.0,0.66833
6.5,6.0,0.66832
7.0,6.0,0.66832
7.5,6.0,0.66832
8.0,6.0,0.66832
8.5,6.0,0.66832
9.0,6.0,0.66832
9.5,6.0,0.66832
10.0,6.0,0.66832
-10.0,6.5,3.8556
-9.5,6.5,3.76843
-9.0,6.5,3.63468
-8.5,6.5,3.43768
-8.0,6.5,3.16437
-7.5,6.5,2.81504
-7.0,6.5,2.41253
-6.5,6.5,2.0006
-6.0,6.5,1.62714
-5.5,6.5,1.32397
-5.0,6.5,1.09918
-4.5,6.5,0.94344
-4.0,6.5,0.84056
-3.5,6.5,0.77472
-3.0,6.5,0.73343
-2.5,6.5,0.70787
-2.0,6.5,0.69217
-1.5,6.5,0.68257
-1.0,6.5,0.67672
-0.5,6.5,0.67317
0.0,6.5,0.671
0.5,6.5,0.66969
1.0,6.5,0.6689
1.5,6.5,0.66841
2.0,6.5,0.66812
2.5,6.5,0.66794
3.0,6.5,0.66783
3.5,6.5,0.66777
4.0,6.5,0.66773
4.5,6.5,0.6677
5.0,6.5,0.66769
5.5,6.5,0.66768
6.0,6.5,0.66768
6.5,6.5,0.66767
7.0,6.5,0.66767
7.5,6.5,0.66767
8.0,6.5,0.66767
8.5,6.5,0.66767
9.0,6.5,0.66767
9.5,6.5,0.66767
10.0,6.5,0.66767
-10.0,7.0,3.76841
-9.5,7.0,3.63464
-9.0,7.0,3.43761
-8.5,7.0,3.16427
-8.0,7.0,2.8149
-7.5,7.0,2.41234
-7.0,7.0,2.00036
-6.5,7.0,1.62686
-6.0,7.0,1.32366
-5.5,7.0,1.09883
-5.0,7.0,0.94308
-4.5,7.0,0.84019
-4.0,7.0,0.77434
-3.5,7.0,0.73304
-3.0,7.0,0.70748
-2.5,7.0,0.69177
-2.0,7.0,0.68218
-1.5,7.0,0.67633
-1.0,7.0,0.67277
-0.5,7.0,0.67061
0.0,7.0,0.6693
0.5,7.0,0.6685
1.0,7.0,0.66802
1.5,7.0,0.66773
2.0,7.0,0.66755
2.5,7.0,0.66744
3.0,7.0,0.66737
3.5,7.0,0.66734
4.0,7.0,0.66731
4.5,7.0,0.6673
5.0,7.0,0.66729
5.5,7.0,0.66728
6.0,7.0,0.66728
6.5,7.0,0.66728
7.0,7.0,0.66728
7.5,7.0,0.66728
8.0,7.0,0.66727
8.5,7.0,0.66727
9.0,7.0,0.66727
9.5,7.0,0.66727
10.0,7.0,0.66727
-10.0,7.5,3.63461
-9.5,7.5,3.43757
-9.0,7.5,3.16421
-8.5,7.5,2.81481
-8.0,7.5,2.41223
-7.5,7.5,2.00022
-7.0,7.5,1.62669
-6.5,7.5,1.32346
-6.0,7.5,1.09862
-5.5,7.5,0.94286
-5.0,7.5,0.83996
-4.5,7.5,0.77411
-4.0,7.5,0.73281
-3.5,7.5,0.70724
-3.0,7.5,0.69154
-2.5,7.5,0.68194
-2.0,7.5,0.67609
-1.5,7.5,0.67253
-1.0,7.5,0.67037
-0.5,7.5,0.66906
0.0,7.5,0.66826
0.5,7.5,0.66778
1.0,7.5,0.66749
1.5,7.5,0.66731
2.0,7.5,0.6672
2.5,7.5,0.66714
3.0,7.5,0.6671
3.5,7.5,0.66707
4.0,7.5,0.66706
4.5,7.5,0.66705
5.0,7.5,0.66704
5.5,7.5,0.66704
6.0,7.5,0.66704
6.5,7.5,0.66704
7.0,7.5,0.66704
7.5,7.5,0.66704
8.0,7.5,0.66704
8.5,7.5,0.66704
9.0,7.5,0.66704
9.5,7.5,0.66704
10.0,7.5,0.66704
-10.0,8.0,3.43755
-9.5,8.0,3.16417
-9.0,8.0,2.81476
-8.5,8.0,2.41216
-8.0,8.0,2.00013
-7.5,8.0,1.62659
-7.0,8.0,1.32335
-6.5,8.0,1.0985
-6.0,8.0,0.94273
-5.5,8.0,0.83983
-5.0,8.0,0.77397
-4.5,8.0,0.73267
-4.0,8.0,0.7071
-3.5,8.0,0.69139
-3.0,8.0,0.6818
-2.5,8.0,0.67595
-2.0,8.0,0.67239
-1.5,8.0,0.67023
-1.0,8.0,0.66892
-0.5,8.0,0.66812
0.0,8.0,0.66764
0.5,8.0,0.66734
1.0,8.0,0.66716
1.5,8.0,0.66706
2.0,8.0,0.66699
2.5,8.0,0.66695
3.0,8.0,0.66693
3.5,8.0,0.66691
4.0,8.0,0.6669
4.5,8.0,0.6669
5.0,8.0,0.6669
5.5,8.0,0.66689
6.0,8.0,0.66689
6.5,8.0,0.66689
7.0,8.0,0.66689
7.5,8.0,0.66689
8.0,8.0,0.66689
8.5,8.0,0.66689
9.0,8.0,0.66689
9.5,8.0,0.66689
10.0,8.0,0.66689
-10.0,8.5,3.16415
-9.5,8.5,2.81473
-9.0,8.5,2.41212
-8.5,8.5,2.00008
-8.0,8.5,1.62653
-7.5,8.5,1.32328
-7.0,8.5,1.09842
-6.5,8.5,0.94265
-6.0,8.5,0.83974
-5.5,8.5,0.77388
-5.0,8.5,0.73258
-4.5,8.5,0.70701
-4.0,8.5,0.69131
-3.5,8.5,0.68171
-3.0,8.5,0.67586
-2.5,8.5,0.6723
-2.0,8.5,0.67014
-1.5,8.5,0.66883
-1.0,8.5,0.66803
-0.5,8.5,0.66755
0.0,8.5,0.66725
0.5,8.5,0.66708
1.0,8.5,0.66697
1.5,8.5,0.6669
2.0,8.5,0.66686
2.5,8.5,0.66684
3.0,8.5,0.66682
3.5,8.5,0.66682
4.0,8.5,0.66681
4.5,8.5,0.66681
5.0,8.5,0.66681
5.5,8.5,0.6668
6.0,8.5,0.6668
6.5,8.5,0.6668
7.0,8.5,0.6668
7.5,8.5,0.6668
8.0,8.5,0.6668
8.5,8.5,0.6668
9.0,8.5,0.6668
9.5,8.5,0.6668
10.0,8.5,0.6668
-10.0,9.0,2.81471
-9.5,9.0,2.41209
-9.0,9.0,2.00005
-8.5,9.0,1.62649
-8.0,9.0,1.32323
-7.5,9.0,1.09838
-7.0,9.0,0.9426
-6.5,9.0,0.83969
-6.0,9.0,0.77383
-5.5,9.0,0.73253
-5.0,9.0,0.70696
-4.5,9.0,0.69125
-4.0,9.0,0.68165
-3.5,9.0,0.67581
-3.0,9.0,0.67225
-2.5,9.0,0.67009
-2.0,9.0,0.66877
-1.5,9.0,0.66798
-1.0,9.0,0.66749
-0.5,9.0,0.6672
0.0,9.0,0.66702
0.5,9.0,0.66692
1.0,9.0,0.66685
1.5,9.0,0.66681
2.0,9.0,0.66679
2.5,9.0,0.66677
3.0,9.0,0.66676
3.5,9.0,0.66676
4.0,9.0,0.66675
4.5,9.0,0.66675
5.0,9.0,0.66675
5.5,9.0,0.66675
6.0,9.0,0.66675
6.5,9.0,0.66675
7.0,9.0,0.66675
7.5,9.0,0.66675
8.0,9.0,0.66675
8.5,9.0,0.66675
9.0,9.0,0.66675
9.5,9.0,0.66675
10.0,9.0,0.66675
-10.0,9.5,2.41208
-9.5,9.5,2.00003
-9.0,9.5,1.62646
-8.5,9.5,1.32321
-8.0,9.5,1.09835
-7.5,9.5,0.94257
-7.0,9.5,0.83966
-6.5,9.5,0.7738
-6.0,9.5,0.7325
-5.5,9.5,0.70693
-5.0,9.5,0.69122
-4.5,9.5,0.68162
-4.0,9.5,0.67577
-3.5,9.5,0.67222
-3.0,9.5,0.67005
-2.5,9.5,0.66874
-2.0,9.5,0.66795
-1.5,9.5,0.66746
-1.0,9.5,0.66717
-0.5,9.5,0.66699
0.0,9.5,0.66688
0.5,9.5,0.66682
1.0,9.5,0.66678
1.5,9.5,0.66675
2.0,9.5,0.66674
2.5,9.5,0.66673
3.0,9.5,0.66672
3.5,9.5,0.66672
4.0,9.5,0.66672
4.5,9.5,0.66672
5.0,9.5,0.66672
5.5,9.5,0.66672
6.0,9.5,0.66672
6.5,9.5,0.66672
7.0,9.5,0.66672
7.5,9.5,0.66672
8.0,9.5,0.66672
8.5,9.5,0.66672
9.0,9.5,0.66672
9.5,9.5,0.66672
10.0,9.5,0.66672
-10.0,10.0,2.00002
-9.5,10.0,1.62645
-9.0,10.0,1.32319
-8.5,10.0,1.09833
-8.0,10.0,0.94255
-7.5,10.0,0.83964
-7.0,10.0,0.77378
-6.5,10.0,0.73248
-6.0,10.0,0.70691
-5.5,10.0,0.6912
-5.0,10.0,0.6816
-4.5,10.0,0.67575
-4.0,10.0,0.6722
-3.5,10.0,0.67003
-3.0,10.0,0.66872
-2.5,10.0,0.66793
-2.0,10.0,0.66744
-1.5,10.0,0.66715
-1.0,10.0,0.66697
-0.5,10.0,0.66686
0.0,10.0,0.6668
0.5,10.0,0.66676
1.0,10.0,0.66673
1.5,10.0,0.66672
2.0,10.0,0.66671
2.5,10.0,0.66671
3.0,10.0,0.6667
3.5,10.0,0.6667
4.0,10.0,0.6667
4.5,10.0,0.6667
5.0,10.0,0.6667
5.5,10.0,0.6667
6.0,10.0,0.6667
6.5,10.0,0.6667
7.0,10.0,0.6667
7.5,10.0,0.6667
8.0,10.0,0.6667
8.5,10.0,0.6667
9.0,10.0,0.6667
9.5,10.0,0.6667
10.0,10.0,0.6667
