iteration,theta0,theta1,v_gamma
0,0.0,0.0,23.179169884118306
1,-1.592320929597795,-1.9999869546871982,40.168821292044335
2,-3.6044280978806356,-4.00000057195692,41.38547972481644
3,-3.962445843208216,-5.960375462181169,41.433434713205834
