iteration,theta0,theta1,v_gamma
0,0.0,0.0,154.24109334562982
1,-0.5660264656312863,-0.6324222157864214,216.65919882980313
2,-1.0043212731230082,-1.123680606702712,249.61962837806195
3,-1.2668517486977018,-1.415236132836247,261.36339929488673
4,-1.442596374186549,-1.607230876050567,266.6719823256856
5,-1.5780183964216912,-1.7550847223632944,269.7364693716253
6,-1.677159982024584,-1.8635950704358355,271.53076241200307
7,-1.7786735594414838,-1.9767139506189126,273.0556688075472
8,-1.8381750938282209,-2.0393710137603884,273.7950544493184
9,-1.8956606439602814,-2.101308461104246,274.4399207330877
10,-1.963777200878406,-2.1763741167702935,275.1225277946558
11,-2.02393706169669,-2.236960204746543,275.6290089899952
12,-2.069105848645779,-2.286378198692584,275.9871625564419
13,-2.1234202603617454,-2.345816228025871,276.37678286469423
14,-2.147070485153057,-2.3734151115742743,276.53897849659506
15,-2.188496163852552,-2.418278276604235,276.7942013718777
16,-2.2223190069402365,-2.454509985894995,276.9862352306865
17,-2.252617424341908,-2.4880160976056507,277.15022941380323
18,-2.2666223350437704,-2.50438467062586,277.2248739535042
19,-2.3039686038561142,-2.54439435946499,277.4050328297538
20,-2.329712235328497,-2.570313664421326,277.5178939350223
21,-2.3528392196979824,-2.5970880397635345,277.62193325703515
22,-2.3744173500428545,-2.6196993906549215,277.70976760996143
23,-2.398994177562657,-2.6444315965289698,277.80334594798387
24,-2.418893346034267,-2.6660069298365876,277.87876652046634
25,-2.4364279607381456,-2.6836755516872044,277.940343396582
26,-2.4577954397640256,-2.708297494717557,278.01788830055415
27,-2.463422366200399,-2.7171526624995583,278.0417491218871
28,-2.48622675893451,-2.743204310115178,278.1192879261118
29,-2.503557273213236,-2.762917360369226,278.1756622048832
30,-2.5187417041816085,-2.7804957781920128,278.2238725947043
31,-2.5351947463926257,-2.7986282456311753,278.27306893131373
32,-2.55442193439281,-2.820171642984115,278.328994733361
33,-2.567740378077513,-2.8346471853193727,278.3658410975825
34,-2.58492344164358,-2.8535218151255646,278.41219115282564
35,-2.599803706087038,-2.8716674930186596,278.45333853223246
36,-2.6121312487655315,-2.8840853081278306,278.48317812846943
37,-2.621913875097881,-2.8971372977435697,278.5102625983975
38,-2.6458568964323583,-2.921173465479824,278.5648735353908
39,-2.659667404362247,-2.9374501137927576,278.5979705205417
40,-2.6723072363733085,-2.951773451500972,278.62679023611264
41,-2.680960525914166,-2.962106522828511,278.6466606000772
42,-2.6920055177717708,-2.97472034486529,278.6708852668621
43,-2.704146034900767,-2.989669259976903,278.69799750667124
44,-2.7107916786067903,-2.9963855950978666,278.7110433694438
