iteration,theta0,theta1,v_gamma
0,0.0,0.0,3.8634740672710173
1,0.06238650828751698,-0.18054874600192913,3.910699086855834
2,0.12634931114155754,-0.3674188278340419,3.9575554205690238
3,0.18175052555358556,-0.519507588818503,4.001770028206887
4,0.2680112274047302,-0.7956475635727276,4.048055062391132
5,0.2736977497049648,-0.7516762850911997,4.0823468764728155
6,0.3283895331287042,-0.8995222961228988,4.123424038142372
7,0.39025914636531894,-1.0791540863219757,4.161183750247864
8,0.412023428299849,-1.0956617446732768,4.198608843873517
9,0.475082396281515,-1.273664047736744,4.23665766205951
10,0.36439376513020355,-0.7658953416705451,4.2661335273284156
11,0.39453442173984593,-0.814402959989648,4.304818895200871
12,0.42476060362565315,-0.8591154751585606,4.3451074689234614
13,0.47325246381444247,-0.9712910124273818,4.389297931024467
14,0.568662805031896,-1.2763481585602618,4.429910878167059
15,0.5732265286508815,-1.2144396437359668,4.470548434162808
16,0.6091829694253292,-1.2933482192294161,4.502641492567065
17,0.6954585264317596,-1.5528142052570593,4.5405893279431195
18,0.6326542655609725,-1.2167542210506068,4.585320832760832
19,0.6812926607184333,-1.336562064961443,4.621081296667157
20,0.6908437236946398,-1.2787271945124907,4.665373756538446
21,0.6916972019656266,-1.1981719198346528,4.701863807377216
22,0.7770856494791185,-1.4229879269890222,4.7557340709682725
23,0.7616632607352778,-1.2522224160752868,4.799537788638232
24,0.8146016575899719,-1.3942188994499998,4.831021536551595
25,0.7536697610520239,-1.0455603610285817,4.859774812184695
26,0.8934160415395156,-1.5484294694237337,4.897068711429402
27,1.0148505852599767,-1.9107734222075772,4.941956422099505
28,1.1527033866986023,-2.338118472552207,4.973354757514739
29,1.1582022677696295,-2.1550151715573667,5.058035661445894
30,1.178743594148778,-2.0789323392617263,5.11357058792766
31,0.9502301143876294,-1.0476530851773538,5.107709001654617
32,1.135134064148176,-1.6905658843941374,5.174592230626918
33,1.262441888644048,-2.0270801930719635,5.228132337162276
34,1.3234452932067684,-2.1726190894223363,5.254642233851526
35,1.3388915403119566,-2.087007281862045,5.290486165304215
36,1.4678591573702848,-2.467829392071071,5.322839118856782
37,1.5473934846979203,-2.6404633377384292,5.353890798713495
38,1.6155631957211638,-2.8003046127484867,5.375715345370056
39,1.4322538730053491,-1.888981843183222,5.396063696683721
40,1.5174099051390506,-1.920901069305853,5.443247320681732
41,1.7561104048213385,-2.5090338992183083,5.514408910323579
42,1.7641020927947106,-2.235351853244618,5.535744264920843
43,1.835434440539427,-2.4502189914133696,5.551889271623312
