method_name,seed,tuning_samples,learning_samples,total_samples
discounting_free_vanilla_exact,42,0,259,259
discounting_free_vanilla_exact,43,0,259,259
discounting_free_vanilla_exact,44,0,259,259
discounting_free_vanilla_exact,45,0,259,259
discounting_free_vanilla_exact,46,0,259,259
discounting_free_vanilla_exact,47,0,259,259
discounting_free_vanilla_exact,48,0,259,259
discounting_free_vanilla_exact,49,0,259,259
discounting_free_vanilla_exact,50,0,259,259
discounting_free_vanilla_exact,51,0,259,259
discounting_free_vanilla_exact,52,0,259,259
discounting_free_vanilla_exact,53,0,259,259
discounting_free_vanilla_exact,54,0,259,259
discounting_free_vanilla_exact,55,0,259,259
discounting_free_vanilla_exact,56,0,259,259
discounting_free_vanilla_exact,57,0,259,259
discounting_free_vanilla_exact,58,0,259,259
discounting_free_vanilla_exact,59,0,259,259
discounting_free_vanilla_exact,60,0,259,259
discounting_free_vanilla_exact,61,0,259,259
discounting_free_vanilla_exact,62,0,259,259
discounting_free_vanilla_exact,63,0,259,259
discounting_free_vanilla_exact,64,0,259,259
discounting_free_vanilla_exact,65,0,259,259
discounting_free_vanilla_exact,66,0,259,259
discounting_free_vanilla_exact,67,0,259,259
discounting_free_vanilla_exact,68,0,259,259
discounting_free_vanilla_exact,69,0,259,259
discounting_free_vanilla_exact,70,0,259,259
discounting_free_vanilla_exact,71,0,259,259
discounting_free_vanilla_exact,72,0,259,259
discounting_free_vanilla_exact,73,0,259,259
discounting_free_vanilla_exact,74,0,259,259
discounting_free_vanilla_exact,75,0,259,259
discounting_free_vanilla_exact,76,0,259,259
discounting_free_vanilla_exact,77,0,259,259
discounting_free_vanilla_exact,78,0,259,259
discounting_free_vanilla_exact,79,0,259,259
discounting_free_vanilla_exact,80,0,259,259
discounting_free_vanilla_exact,81,0,259,259
discounting_free_vanilla_exact,82,0,259,259
discounting_free_vanilla_exact,83,0,259,259
discounting_free_vanilla_exact,84,0,259,259
discounting_free_vanilla_exact,85,0,259,259
discounting_free_vanilla_exact,86,0,259,259
discounting_free_vanilla_exact,87,0,259,259
discounting_free_vanilla_exact,88,0,259,259
discounting_free_vanilla_exact,89,0,259,259
discounting_free_vanilla_exact,90,0,259,259
discounting_free_vanilla_exact,91,0,259,259
discounting_free_vanilla_exact,92,0,259,259
discounting_free_vanilla_exact,93,0,259,259
discounting_free_vanilla_exact,94,0,259,259
discounting_free_vanilla_exact,95,0,259,259
discounting_free_vanilla_exact,96,0,259,259
discounting_free_vanilla_exact,97,0,259,259
discounting_free_vanilla_exact,98,0,259,259
discounting_free_vanilla_exact,99,0,259,259
discounting_free_vanilla_exact,100,0,259,259
discounting_free_vanilla_exact,101,0,259,259
discounting_free_vanilla_exact,102,0,259,259
discounting_free_vanilla_exact,103,0,259,259
discounting_free_vanilla_exact,104,0,259,259
discounting_free_vanilla_exact,105,0,259,259
discounting_free_vanilla_exact,106,0,259,259
discounting_free_vanilla_exact,107,0,259,259
discounting_free_vanilla_exact,108,0,259,259
discounting_free_vanilla_exact,109,0,259,259
discounting_free_vanilla_exact,110,0,259,259
discounting_free_vanilla_exact,111,0,259,259
discounting_free_vanilla_exact,112,0,259,259
discounting_free_vanilla_exact,113,0,259,259
discounting_free_vanilla_exact,114,0,259,259
discounting_free_vanilla_exact,115,0,259,259
discounting_free_vanilla_exact,116,0,259,259
discounting_free_vanilla_exact,117,0,259,259
discounting_free_vanilla_exact,118,0,259,259
discounting_free_vanilla_exact,119,0,259,259
discounting_free_vanilla_exact,120,0,259,259
discounting_free_vanilla_exact,121,0,259,259
discounting_free_vanilla_exact,122,0,259,259
discounting_free_vanilla_exact,123,0,259,259
discounting_free_vanilla_exact,124,0,259,259
discounting_free_vanilla_exact,125,0,259,259
discounting_free_vanilla_exact,126,0,259,259
discounting_free_vanilla_exact,127,0,259,259
discounting_free_vanilla_exact,128,0,259,259
discounting_free_vanilla_exact,129,0,259,259
discounting_free_vanilla_exact,130,0,259,259
discounting_free_vanilla_exact,131,0,259,259
discounting_free_vanilla_exact,132,0,259,259
discounting_free_vanilla_exact,133,0,259,259
discounting_free_vanilla_exact,134,0,259,259
discounting_free_vanilla_exact,135,0,259,259
discounting_free_vanilla_exact,136,0,259,259
discounting_free_vanilla_exact,137,0,259,259
discounting_free_vanilla_exact,138,0,259,259
discounting_free_vanilla_exact,139,0,259,259
discounting_free_vanilla_exact,140,0,259,259
discounting_free_vanilla_exact,141,0,259,259
discounting_free_vanilla_sampling,42,0,2144,2144
discounting_free_vanilla_sampling,43,0,5776,5776
discounting_free_vanilla_sampling,44,0,5760,5760
discounting_free_vanilla_sampling,45,0,5840,5840
discounting_free_vanilla_sampling,46,0,2256,2256
discounting_free_vanilla_sampling,47,0,2864,2864
discounting_free_vanilla_sampling,48,0,1792,1792
discounting_free_vanilla_sampling,49,0,6112,6112
discounting_free_vanilla_sampling,50,0,2160,2160
discounting_free_vanilla_sampling,51,0,4080,4080
discounting_free_vanilla_sampling,52,0,4816,4816
discounting_free_vanilla_sampling,53,0,3712,3712
discounting_free_vanilla_sampling,54,0,2560,2560
discounting_free_vanilla_sampling,55,0,3344,3344
discounting_free_vanilla_sampling,56,0,2752,2752
discounting_free_vanilla_sampling,57,0,5312,5312
discounting_free_vanilla_sampling,58,0,7104,7104
discounting_free_vanilla_sampling,59,0,4512,4512
discounting_free_vanilla_sampling,60,0,1856,1856
discounting_free_vanilla_sampling,61,0,960,960
discounting_free_vanilla_sampling,62,0,7648,7648
discounting_free_vanilla_sampling,63,0,5536,5536
discounting_free_vanilla_sampling,64,0,4032,4032
discounting_free_vanilla_sampling,65,0,3024,3024
discounting_free_vanilla_sampling,66,0,4112,4112
discounting_free_vanilla_sampling,67,0,4672,4672
discounting_free_vanilla_sampling,68,0,5504,5504
discounting_free_vanilla_sampling,69,0,3424,3424
discounting_free_vanilla_sampling,70,0,5376,5376
discounting_free_vanilla_sampling,71,0,4544,4544
discounting_free_vanilla_sampling,72,0,4160,4160
discounting_free_vanilla_sampling,73,0,2672,2672
discounting_free_vanilla_sampling,74,0,1984,1984
discounting_free_vanilla_sampling,75,0,3328,3328
discounting_free_vanilla_sampling,76,0,4064,4064
discounting_free_vanilla_sampling,77,0,1632,1632
discounting_free_vanilla_sampling,78,0,4400,4400
discounting_free_vanilla_sampling,79,0,960,960
discounting_free_vanilla_sampling,80,0,4624,4624
discounting_free_vanilla_sampling,81,0,3872,3872
discounting_free_vanilla_sampling,82,0,2704,2704
discounting_free_vanilla_sampling,83,0,4976,4976
discounting_free_vanilla_sampling,84,0,4240,4240
discounting_free_vanilla_sampling,85,0,4208,4208
discounting_free_vanilla_sampling,86,0,3616,3616
discounting_free_vanilla_sampling,87,0,5152,5152
discounting_free_vanilla_sampling,88,0,4464,4464
discounting_free_vanilla_sampling,89,0,4608,4608
discounting_free_vanilla_sampling,90,0,4048,4048
discounting_free_vanilla_sampling,91,0,3792,3792
discounting_free_vanilla_sampling,92,0,4672,4672
discounting_free_vanilla_sampling,93,0,3936,3936
discounting_free_vanilla_sampling,94,0,4736,4736
discounting_free_vanilla_sampling,95,0,2896,2896
discounting_free_vanilla_sampling,96,0,5200,5200
discounting_free_vanilla_sampling,97,0,5280,5280
discounting_free_vanilla_sampling,98,0,2512,2512
discounting_free_vanilla_sampling,99,0,4032,4032
discounting_free_vanilla_sampling,100,0,5520,5520
discounting_free_vanilla_sampling,101,0,3408,3408
discounting_free_vanilla_sampling,102,0,1936,1936
discounting_free_vanilla_sampling,103,0,3200,3200
discounting_free_vanilla_sampling,104,0,4560,4560
discounting_free_vanilla_sampling,105,0,2976,2976
discounting_free_vanilla_sampling,106,0,2656,2656
discounting_free_vanilla_sampling,107,0,5360,5360
discounting_free_vanilla_sampling,108,0,5056,5056
discounting_free_vanilla_sampling,109,0,2960,2960
discounting_free_vanilla_sampling,110,0,5792,5792
discounting_free_vanilla_sampling,111,0,4224,4224
discounting_free_vanilla_sampling,112,0,4688,4688
discounting_free_vanilla_sampling,113,0,5184,5184
discounting_free_vanilla_sampling,114,0,4720,4720
discounting_free_vanilla_sampling,115,0,1568,1568
discounting_free_vanilla_sampling,116,0,3760,3760
discounting_free_vanilla_sampling,117,0,4704,4704
discounting_free_vanilla_sampling,118,0,5872,5872
discounting_free_vanilla_sampling,119,0,2304,2304
discounting_free_vanilla_sampling,120,0,2848,2848
discounting_free_vanilla_sampling,121,0,3552,3552
discounting_free_vanilla_sampling,122,0,4960,4960
discounting_free_vanilla_sampling,123,0,3360,3360
discounting_free_vanilla_sampling,124,0,4096,4096
discounting_free_vanilla_sampling,125,0,3056,3056
discounting_free_vanilla_sampling,126,0,6544,6544
discounting_free_vanilla_sampling,127,0,4896,4896
discounting_free_vanilla_sampling,128,0,2992,2992
discounting_free_vanilla_sampling,129,0,5744,5744
discounting_free_vanilla_sampling,130,0,5376,5376
discounting_free_vanilla_sampling,131,0,3200,3200
discounting_free_vanilla_sampling,132,0,4016,4016
discounting_free_vanilla_sampling,133,0,4608,4608
discounting_free_vanilla_sampling,134,0,5216,5216
discounting_free_vanilla_sampling,135,0,2992,2992
discounting_free_vanilla_sampling,136,0,3120,3120
discounting_free_vanilla_sampling,137,0,4608,4608
discounting_free_vanilla_sampling,138,0,3440,3440
discounting_free_vanilla_sampling,139,0,2656,2656
discounting_free_vanilla_sampling,140,0,3952,3952
discounting_free_vanilla_sampling,141,0,3968,3968
discounting_free_natural_exact,42,0,12,12
discounting_free_natural_exact,43,0,12,12
discounting_free_natural_exact,44,0,12,12
discounting_free_natural_exact,45,0,12,12
discounting_free_natural_exact,46,0,12,12
discounting_free_natural_exact,47,0,12,12
discounting_free_natural_exact,48,0,12,12
discounting_free_natural_exact,49,0,12,12
discounting_free_natural_exact,50,0,12,12
discounting_free_natural_exact,51,0,12,12
discounting_free_natural_exact,52,0,12,12
discounting_free_natural_exact,53,0,12,12
discounting_free_natural_exact,54,0,12,12
discounting_free_natural_exact,55,0,12,12
discounting_free_natural_exact,56,0,12,12
discounting_free_natural_exact,57,0,12,12
discounting_free_natural_exact,58,0,12,12
discounting_free_natural_exact,59,0,12,12
discounting_free_natural_exact,60,0,12,12
discounting_free_natural_exact,61,0,12,12
discounting_free_natural_exact,62,0,12,12
discounting_free_natural_exact,63,0,12,12
discounting_free_natural_exact,64,0,12,12
discounting_free_natural_exact,65,0,12,12
discounting_free_natural_exact,66,0,12,12
discounting_free_natural_exact,67,0,12,12
discounting_free_natural_exact,68,0,12,12
discounting_free_natural_exact,69,0,12,12
discounting_free_natural_exact,70,0,12,12
discounting_free_natural_exact,71,0,12,12
discounting_free_natural_exact,72,0,12,12
discounting_free_natural_exact,73,0,12,12
discounting_free_natural_exact,74,0,12,12
discounting_free_natural_exact,75,0,12,12
discounting_free_natural_exact,76,0,12,12
discounting_free_natural_exact,77,0,12,12
discounting_free_natural_exact,78,0,12,12
discounting_free_natural_exact,79,0,12,12
discounting_free_natural_exact,80,0,12,12
discounting_free_natural_exact,81,0,12,12
discounting_free_natural_exact,82,0,12,12
discounting_free_natural_exact,83,0,12,12
discounting_free_natural_exact,84,0,12,12
discounting_free_natural_exact,85,0,12,12
discounting_free_natural_exact,86,0,12,12
discounting_free_natural_exact,87,0,12,12
discounting_free_natural_exact,88,0,12,12
discounting_free_natural_exact,89,0,12,12
discounting_free_natural_exact,90,0,12,12
discounting_free_natural_exact,91,0,12,12
discounting_free_natural_exact,92,0,12,12
discounting_free_natural_exact,93,0,12,12
discounting_free_natural_exact,94,0,12,12
discounting_free_natural_exact,95,0,12,12
discounting_free_natural_exact,96,0,12,12
discounting_free_natural_exact,97,0,12,12
discounting_free_natural_exact,98,0,12,12
discounting_free_natural_exact,99,0,12,12
discounting_free_natural_exact,100,0,12,12
discounting_free_natural_exact,101,0,12,12
discounting_free_natural_exact,102,0,12,12
discounting_free_natural_exact,103,0,12,12
discounting_free_natural_exact,104,0,12,12
discounting_free_natural_exact,105,0,12,12
discounting_free_natural_exact,106,0,12,12
discounting_free_natural_exact,107,0,12,12
discounting_free_natural_exact,108,0,12,12
discounting_free_natural_exact,109,0,12,12
discounting_free_natural_exact,110,0,12,12
discounting_free_natural_exact,111,0,12,12
discounting_free_natural_exact,112,0,12,12
discounting_free_natural_exact,113,0,12,12
discounting_free_natural_exact,114,0,12,12
discounting_free_natural_exact,115,0,12,12
discounting_free_natural_exact,116,0,12,12
discounting_free_natural_exact,117,0,12,12
discounting_free_natural_exact,118,0,12,12
discounting_free_natural_exact,119,0,12,12
discounting_free_natural_exact,120,0,12,12
discounting_free_natural_exact,121,0,12,12
discounting_free_natural_exact,122,0,12,12
discounting_free_natural_exact,123,0,12,12
discounting_free_natural_exact,124,0,12,12
discounting_free_natural_exact,125,0,12,12
discounting_free_natural_exact,126,0,12,12
discounting_free_natural_exact,127,0,12,12
discounting_free_natural_exact,128,0,12,12
discounting_free_natural_exact,129,0,12,12
discounting_free_natural_exact,130,0,12,12
discounting_free_natural_exact,131,0,12,12
discounting_free_natural_exact,132,0,12,12
discounting_free_natural_exact,133,0,12,12
discounting_free_natural_exact,134,0,12,12
discounting_free_natural_exact,135,0,12,12
discounting_free_natural_exact,136,0,12,12
discounting_free_natural_exact,137,0,12,12
discounting_free_natural_exact,138,0,12,12
discounting_free_natural_exact,139,0,12,12
discounting_free_natural_exact,140,0,12,12
discounting_free_natural_exact,141,0,12,12
discounting_free_natural_sampling,42,0,2544,2544
discounting_free_natural_sampling,43,0,2176,2176
discounting_free_natural_sampling,44,0,2144,2144
discounting_free_natural_sampling,45,0,2640,2640
discounting_free_natural_sampling,46,0,1936,1936
discounting_free_natural_sampling,47,0,32480,32480
discounting_free_natural_sampling,48,0,2208,2208
discounting_free_natural_sampling,49,0,2160,2160
discounting_free_natural_sampling,50,0,2416,2416
discounting_free_natural_sampling,51,0,2336,2336
discounting_free_natural_sampling,52,0,1984,1984
discounting_free_natural_sampling,53,0,2032,2032
discounting_free_natural_sampling,54,0,1888,1888
discounting_free_natural_sampling,55,0,2240,2240
discounting_free_natural_sampling,56,0,2144,2144
discounting_free_natural_sampling,57,0,2208,2208
discounting_free_natural_sampling,58,0,2544,2544
discounting_free_natural_sampling,59,0,2752,2752
discounting_free_natural_sampling,60,0,2224,2224
discounting_free_natural_sampling,61,0,2192,2192
discounting_free_natural_sampling,62,0,1968,1968
discounting_free_natural_sampling,63,0,1984,1984
discounting_free_natural_sampling,64,0,3456,3456
discounting_free_natural_sampling,65,0,2496,2496
discounting_free_natural_sampling,66,0,1904,1904
discounting_free_natural_sampling,67,0,2176,2176
discounting_free_natural_sampling,68,0,1968,1968
discounting_free_natural_sampling,69,0,1920,1920
discounting_free_natural_sampling,70,0,2192,2192
discounting_free_natural_sampling,71,0,2656,2656
discounting_free_natural_sampling,72,0,1952,1952
discounting_free_natural_sampling,73,0,2080,2080
discounting_free_natural_sampling,74,0,2144,2144
discounting_free_natural_sampling,75,0,1744,1744
discounting_free_natural_sampling,76,0,2336,2336
discounting_free_natural_sampling,77,0,1968,1968
discounting_free_natural_sampling,79,0,1632,1632
discounting_free_natural_sampling,80,0,2080,2080
discounting_free_natural_sampling,81,0,2224,2224
discounting_free_natural_sampling,82,0,2160,2160
discounting_free_natural_sampling,83,0,2256,2256
discounting_free_natural_sampling,84,0,1984,1984
discounting_free_natural_sampling,85,0,1984,1984
discounting_free_natural_sampling,86,0,2592,2592
discounting_free_natural_sampling,87,0,1936,1936
discounting_free_natural_sampling,88,0,2336,2336
discounting_free_natural_sampling,90,0,1936,1936
discounting_free_natural_sampling,91,0,2128,2128
discounting_free_natural_sampling,92,0,2096,2096
discounting_free_natural_sampling,93,0,2480,2480
discounting_free_natural_sampling,94,0,2112,2112
discounting_free_natural_sampling,95,0,2288,2288
discounting_free_natural_sampling,96,0,2192,2192
discounting_free_natural_sampling,97,0,2144,2144
discounting_free_natural_sampling,98,0,2368,2368
discounting_free_natural_sampling,99,0,2160,2160
discounting_free_natural_sampling,100,0,2224,2224
discounting_free_natural_sampling,101,0,2208,2208
discounting_free_natural_sampling,102,0,1696,1696
discounting_free_natural_sampling,103,0,2192,2192
discounting_free_natural_sampling,104,0,1824,1824
discounting_free_natural_sampling,105,0,2288,2288
discounting_free_natural_sampling,106,0,2192,2192
discounting_free_natural_sampling,108,0,2208,2208
discounting_free_natural_sampling,109,0,2256,2256
discounting_free_natural_sampling,110,0,2640,2640
discounting_free_natural_sampling,111,0,1936,1936
discounting_free_natural_sampling,112,0,1872,1872
discounting_free_natural_sampling,113,0,1968,1968
discounting_free_natural_sampling,114,0,2128,2128
discounting_free_natural_sampling,115,0,2080,2080
discounting_free_natural_sampling,116,0,2528,2528
discounting_free_natural_sampling,117,0,2240,2240
discounting_free_natural_sampling,118,0,2192,2192
discounting_free_natural_sampling,119,0,2096,2096
discounting_free_natural_sampling,120,0,2160,2160
discounting_free_natural_sampling,121,0,2000,2000
discounting_free_natural_sampling,122,0,2160,2160
discounting_free_natural_sampling,123,0,2720,2720
discounting_free_natural_sampling,124,0,2128,2128
discounting_free_natural_sampling,125,0,2064,2064
discounting_free_natural_sampling,126,0,2096,2096
discounting_free_natural_sampling,127,0,2416,2416
discounting_free_natural_sampling,128,0,2624,2624
discounting_free_natural_sampling,129,0,2016,2016
discounting_free_natural_sampling,130,0,2320,2320
discounting_free_natural_sampling,131,0,2192,2192
discounting_free_natural_sampling,132,0,2288,2288
discounting_free_natural_sampling,133,0,1872,1872
discounting_free_natural_sampling,134,0,2240,2240
discounting_free_natural_sampling,135,0,2496,2496
discounting_free_natural_sampling,136,0,1968,1968
discounting_free_natural_sampling,137,0,1936,1936
discounting_free_natural_sampling,138,0,1920,1920
discounting_free_natural_sampling,139,0,2400,2400
discounting_free_natural_sampling,140,0,2064,2064
discounting_free_natural_sampling,141,0,2144,2144
discounted_vanilla_exact,42,9610,90,9700
discounted_vanilla_exact,43,9610,90,9700
discounted_vanilla_exact,44,9610,90,9700
discounted_vanilla_exact,45,9610,90,9700
discounted_vanilla_exact,46,9610,90,9700
discounted_vanilla_exact,47,9610,90,9700
discounted_vanilla_exact,48,9610,90,9700
discounted_vanilla_exact,49,9610,90,9700
discounted_vanilla_exact,50,9610,90,9700
discounted_vanilla_exact,51,9610,90,9700
discounted_vanilla_exact,52,9610,90,9700
discounted_vanilla_exact,53,9610,90,9700
discounted_vanilla_exact,54,9610,90,9700
discounted_vanilla_exact,55,9610,90,9700
discounted_vanilla_exact,56,9610,90,9700
discounted_vanilla_exact,57,9610,90,9700
discounted_vanilla_exact,58,9610,90,9700
discounted_vanilla_exact,59,9610,90,9700
discounted_vanilla_exact,60,9610,90,9700
discounted_vanilla_exact,61,9610,90,9700
discounted_vanilla_exact,62,9610,90,9700
discounted_vanilla_exact,63,9610,90,9700
discounted_vanilla_exact,64,9610,90,9700
discounted_vanilla_exact,65,9610,90,9700
discounted_vanilla_exact,66,9610,90,9700
discounted_vanilla_exact,67,9610,90,9700
discounted_vanilla_exact,68,9610,90,9700
discounted_vanilla_exact,69,9610,90,9700
discounted_vanilla_exact,70,9610,90,9700
discounted_vanilla_exact,71,9610,90,9700
discounted_vanilla_exact,72,9610,90,9700
discounted_vanilla_exact,73,9610,90,9700
discounted_vanilla_exact,74,9610,90,9700
discounted_vanilla_exact,75,9610,90,9700
discounted_vanilla_exact,76,9610,90,9700
discounted_vanilla_exact,77,9610,90,9700
discounted_vanilla_exact,78,9610,90,9700
discounted_vanilla_exact,79,9610,90,9700
discounted_vanilla_exact,80,9610,90,9700
discounted_vanilla_exact,81,9610,90,9700
discounted_vanilla_exact,82,9610,90,9700
discounted_vanilla_exact,83,9610,90,9700
discounted_vanilla_exact,84,9610,90,9700
discounted_vanilla_exact,85,9610,90,9700
discounted_vanilla_exact,86,9610,90,9700
discounted_vanilla_exact,87,9610,90,9700
discounted_vanilla_exact,88,9610,90,9700
discounted_vanilla_exact,89,9610,90,9700
discounted_vanilla_exact,90,9610,90,9700
discounted_vanilla_exact,91,9610,90,9700
discounted_vanilla_exact,92,9610,90,9700
discounted_vanilla_exact,93,9610,90,9700
discounted_vanilla_exact,94,9610,90,9700
discounted_vanilla_exact,95,9610,90,9700
discounted_vanilla_exact,96,9610,90,9700
discounted_vanilla_exact,97,9610,90,9700
discounted_vanilla_exact,98,9610,90,9700
discounted_vanilla_exact,99,9610,90,9700
discounted_vanilla_exact,100,9610,90,9700
discounted_vanilla_exact,101,9610,90,9700
discounted_vanilla_exact,102,9610,90,9700
discounted_vanilla_exact,103,9610,90,9700
discounted_vanilla_exact,104,9610,90,9700
discounted_vanilla_exact,105,9610,90,9700
discounted_vanilla_exact,106,9610,90,9700
discounted_vanilla_exact,107,9610,90,9700
discounted_vanilla_exact,108,9610,90,9700
discounted_vanilla_exact,109,9610,90,9700
discounted_vanilla_exact,110,9610,90,9700
discounted_vanilla_exact,111,9610,90,9700
discounted_vanilla_exact,112,9610,90,9700
discounted_vanilla_exact,113,9610,90,9700
discounted_vanilla_exact,114,9610,90,9700
discounted_vanilla_exact,115,9610,90,9700
discounted_vanilla_exact,116,9610,90,9700
discounted_vanilla_exact,117,9610,90,9700
discounted_vanilla_exact,118,9610,90,9700
discounted_vanilla_exact,119,9610,90,9700
discounted_vanilla_exact,120,9610,90,9700
discounted_vanilla_exact,121,9610,90,9700
discounted_vanilla_exact,122,9610,90,9700
discounted_vanilla_exact,123,9610,90,9700
discounted_vanilla_exact,124,9610,90,9700
discounted_vanilla_exact,125,9610,90,9700
discounted_vanilla_exact,126,9610,90,9700
discounted_vanilla_exact,127,9610,90,9700
discounted_vanilla_exact,128,9610,90,9700
discounted_vanilla_exact,129,9610,90,9700
discounted_vanilla_exact,130,9610,90,9700
discounted_vanilla_exact,131,9610,90,9700
discounted_vanilla_exact,132,9610,90,9700
discounted_vanilla_exact,133,9610,90,9700
discounted_vanilla_exact,134,9610,90,9700
discounted_vanilla_exact,135,9610,90,9700
discounted_vanilla_exact,136,9610,90,9700
discounted_vanilla_exact,137,9610,90,9700
discounted_vanilla_exact,138,9610,90,9700
discounted_vanilla_exact,139,9610,90,9700
discounted_vanilla_exact,140,9610,90,9700
discounted_vanilla_exact,141,9610,90,9700
discounted_vanilla_proper,42,249557,1953,251510
discounted_vanilla_proper,43,249557,3397,252954
discounted_vanilla_proper,44,249557,3648,253205
discounted_vanilla_proper,45,249557,186,249743
discounted_vanilla_proper,46,249557,2757,252314
discounted_vanilla_proper,47,249557,1980,251537
discounted_vanilla_proper,48,249557,7194,256751
discounted_vanilla_proper,49,249557,1503,251060
discounted_vanilla_proper,50,249557,2302,251859
discounted_vanilla_proper,51,249557,749,250306
discounted_vanilla_proper,52,249557,6883,256440
discounted_vanilla_proper,53,249557,4197,253754
discounted_vanilla_proper,54,249557,6379,255936
discounted_vanilla_proper,55,249557,1431,250988
discounted_vanilla_proper,56,249557,1032,250589
discounted_vanilla_proper,57,249557,2996,252553
discounted_vanilla_proper,58,249557,2452,252009
discounted_vanilla_proper,59,249557,1445,251002
discounted_vanilla_proper,60,249557,3738,253295
discounted_vanilla_proper,61,249557,1623,251180
discounted_vanilla_proper,62,249557,4830,254387
discounted_vanilla_proper,63,249557,1194,250751
discounted_vanilla_proper,64,249557,5871,255428
discounted_vanilla_proper,65,249557,3592,253149
discounted_vanilla_proper,66,249557,3105,252662
discounted_vanilla_proper,67,249557,5212,254769
discounted_vanilla_proper,68,249557,1130,250687
discounted_vanilla_proper,69,249557,4210,253767
discounted_vanilla_proper,70,249557,5308,254865
discounted_vanilla_proper,71,249557,959,250516
discounted_vanilla_proper,72,249557,847,250404
discounted_vanilla_proper,73,249557,726,250283
discounted_vanilla_proper,74,249557,3446,253003
discounted_vanilla_proper,75,249557,900,250457
discounted_vanilla_proper,76,249557,1220,250777
discounted_vanilla_proper,77,249557,2201,251758
discounted_vanilla_proper,78,249557,3022,252579
discounted_vanilla_proper,79,249557,766,250323
