method_name,real_mean,real_std,real_median,scaled_mean,scaled_std,scaled_median
D_N_Pop,479552.0,849.0559463309824,480000.0,479.552,0.8490559463309824,480.0
D_N_Prop,126709.12,103.37787771085263,126702.5,126.70912,0.10337787771085263,126.7025
D_V_Pop,259200.0,0.0,259200.0,259.2,0.0,259.2
D_V_Prop,315481.28,312.9747619217882,315448.5,315.48128,0.3129747619217882,315.4485
DF_N,660.96,60.19467086046738,640.0,0.66096,0.060194670860467384,0.64
DF_V,1332.16,315.541905933269,1280.0,1.33216,0.315541905933269,1.28
