iteration,theta0,theta1,gain
0,0.0,0.0,2.2
1,-0.6750000000000002,-0.8000000000000002,3.265883280979976
2,-1.1039372934297296,-1.3479534895815592,3.6791673682659183
3,-1.1230189079934838,-1.4617440984742838,3.7162493736416793
4,-1.357856304642963,-1.7833861936821291,3.831772245361149
5,-1.5975345401060717,-2.0230644291452378,3.8940604991976846
6,-0.6597427652201551,-1.2000014471205196,3.465864072168503
7,-0.6597427652201552,-1.2000014471205198,3.465864072168503
8,-0.6597427652201552,-1.2000014471205198,3.465864072168503
9,-0.24048065212192554,-0.8654517472271076,3.049941902344242
10,-0.24159384142309082,-0.8669840984322987,3.0516913434331836
11,-0.24159384142309118,-0.8669840984322985,3.0516913434331836
12,-0.24343841112902131,-0.8698180590420505,3.05478644866911
13,-0.24356482558124504,-0.8700146116342059,3.0549999420708454
14,-0.20011968658802504,-0.8431614192620085,3.0086771275826747
15,-0.23947824721497804,-0.8946067786722702,3.0690419870207992
16,-0.2168912453234899,-1.18442962469393,3.2385197263334398
17,-0.21689124532349024,-1.1844296246939325,3.2385197263334415
18,-0.21689124532349044,-1.1844296246939328,3.2385197263334415
19,-0.21689124532349047,-1.1844296246939328,3.2385197263334415
20,-0.21689124532349055,-1.1844296246939328,3.2385197263334415
21,-0.21689124532349197,-1.1844296246939348,3.2385197263334433
22,-0.018411388294738956,-0.9609650126359168,2.9726410232211697
23,-0.01841138829473889,-0.9609650126359168,2.9726410232211697
24,-0.12386205956882584,-1.140250737632606,3.1582706675973133
25,0.03636620839707974,-1.0874523667351979,3.024917315131214
26,0.004578503212847279,-1.1441953004258438,3.0830209990923443
27,0.3386234782164096,-1.7542726736649454,3.261898701500981
28,0.3386234782164089,-1.7542726736649452,3.261898701500981
29,0.6561211116481407,-1.7337816174106808,3.064828096936945
30,0.7336287866175403,-1.6906910138727536,2.987414867845123
31,0.6694533919597208,-1.7597428584235442,3.0733637288932583
32,0.744415353347309,-1.7029829765222575,2.988773533628208
33,0.7042179779134954,-1.7348048503437903,3.035497665633347
34,0.7177509776366717,-1.7236852073513191,3.0196160989350407
35,0.7177509776366728,-1.7236852073513167,3.0196160989350385
36,1.0315707363333644,-2.058313250031463,3.041645620582097
37,1.0315707363333635,-2.0583132500314596,3.041645620582096
38,1.049277134167805,-2.034568810404976,3.0150701740902908
39,1.0492771341678055,-2.0345688104049757,3.0150701740902903
40,1.0390199827962656,-2.058961389690221,3.0374165834663853
41,1.039019982796264,-2.058961389690224,3.0374165834663884
42,1.039019982796264,-2.058961389690224,3.0374165834663884
43,1.039019982796264,-2.058961389690224,3.0374165834663884
44,1.039019982796264,-2.058961389690224,3.0374165834663884
45,1.039019982796264,-2.058961389690224,3.0374165834663884
46,1.039019982796264,-2.058961389690224,3.0374165834663884
47,1.039019982796264,-2.058961389690224,3.0374165834663884
48,1.039019982796264,-2.058961389690224,3.0374165834663884
49,1.039019982796264,-2.058961389690224,3.0374165834663884
50,1.0568535659148297,-2.045126908601109,3.017208732392772
51,1.0471797896112862,-2.060480590285919,3.0333000513701607
52,1.0471797896112731,-2.0604805902859353,3.0333000513701798
53,1.047179789611272,-2.060480590285936,3.033300051370181
54,1.047179789611272,-2.060480590285936,3.033300051370181
55,1.047179789611272,-2.060480590285936,3.033300051370181
56,1.0523699268794229,-2.0538076231496967,3.025703349710542
57,1.0523699268794153,-2.0538076231497024,3.02570334971055
58,1.046234332052302,-2.067962165273667,3.0387426233993993
59,1.0462343320523,-2.0679621652736677,3.038742623399401
60,1.046234332052301,-2.0679621652736615,3.038742623399397
61,1.0462343320523009,-2.0679621652736615,3.038742623399397
62,1.0779162563618696,-2.044591768394189,3.0035331903568396
63,1.0512045648421506,-2.115704968922293,3.0663297334312576
64,1.109670617969998,-2.0700970383219666,3.0001879510664313
65,1.0780153104081045,-2.12717396357632,3.057118282656952
66,1.0780153104081045,-2.12717396357632,3.057118282656952
67,1.1595349829078068,-2.284932822781931,3.106748910109633
68,1.473479698212845,-2.5108847632512226,3.057101535927178
69,1.4734796982128417,-2.5108847632512323,3.057101535927186
70,1.531012947747512,-2.4638523834398023,2.990915874727481
71,1.6330841789940744,-2.5254503932976915,2.966201959284781
72,1.5643663458306227,-2.6142251853764633,3.0663306911308883
73,1.5643663458306218,-2.6142251853764655,3.0663306911308896
74,1.6350614028930621,-2.572334256486006,2.99557592473895
75,1.6350614028930655,-2.572334256486004,2.9955759247389473
76,1.6350614028930663,-2.5723342564860037,2.995575924738946
77,1.6350614028930666,-2.5723342564860037,2.995575924738946
78,1.6152235437549052,-2.60632665988853,3.029915682084531
79,1.6152235437549016,-2.606326659888534,3.029915682084536
80,1.6270910176580946,-2.596173427047329,3.015993112784578
81,1.6270910176580948,-2.596173427047326,3.015993112784576
82,1.623736327979483,-2.601207669163102,3.021325717100593
83,1.6237363279794745,-2.601207669163111,3.0213257171006043
84,1.6320817918776251,-2.59633670935887,3.0129663630312096
85,1.632081791877625,-2.59633670935887,3.0129663630312096
86,1.624705985313503,-2.6046945820933867,3.022953695536277
87,1.6247059853135037,-2.6046945820933844,3.0229536955362746
88,1.6247059853135006,-2.6046945820933876,3.0229536955362786
89,1.7585149407751999,-2.805379160133454,3.067070553941515
90,1.7585149407751999,-2.805379160133454,3.067070553941515
91,1.7585149407751999,-2.805379160133454,3.067070553941515
92,1.8236645715267914,-2.7510054462958196,2.991992772701008
93,1.8236645715267938,-2.7510054462958173,2.9919927727010043
94,1.8022797680157563,-2.775673863450918,3.0212833367636316
