iteration,theta0,theta1,v_gamma
0,0.0,0.0,23.179169884118306
1,-0.7858189420082718,-0.8483189420082718,34.66915603446406
2,-1.208705685210932,-1.3937807308704127,38.38613198267641
3,-1.2206238279779469,-1.5859389707729892,38.908630470849175
4,-1.2319935818436671,-1.6045299870484566,38.97468808563853
5,-1.4660397859818868,-1.9252395608621446,39.93109008599781
