iteration,theta0,theta1,gain,bias
0,0.0,0.0,2.2,-0.16000000000000014
1,-0.72,-0.8200000000000001,3.3015328723214896,-0.839003348749392
2,-1.248512492339895,-1.3829466128329369,3.7271320939102535,-1.0915602243412317
3,-1.4947920448158694,-1.6396406857636645,3.8299320888461055,-1.1313658983444999
4,-1.654437254203834,-1.8048466650548367,3.875616114383358,-1.1407478053184152
5,-1.7732172862362825,-1.9272701881452292,3.9016596263417056,-1.1419957741804647
6,-1.868042744164903,-2.0247384485985824,3.918558544668844,-1.1404248570900903
7,-1.947067400760456,-2.10580134999019,3.930437341766873,-1.1377914586935507
8,-2.014863383894854,-2.175235509614818,3.939256067361856,-1.1347842249174986
9,-2.0742580374602824,-2.2359865104703047,3.946068516714029,-1.1316999391235076
10,-2.1271245047600424,-2.290001500551176,3.9514928798161546,-1.1286720514814141
11,-2.1747691004148884,-2.33863591337289,3.955916230529928,-1.1257599544517518
12,-2.2181397859476406,-2.382871823997433,3.959593530916348,-1.1229875800015532
13,-2.2579466635973886,-2.423443898368756,3.962699680554257,-1.120361361184497
14,-2.2947356463601603,-2.4609162661838138,3.965358718507434,-1.1178790524153626
15,-2.328935597937542,-2.495731636641383,3.9676610941029433,-1.1155342290632073
16,-2.3608896543584463,-2.528243889796673,3.969674337562642,-1.113318639218834
17,-2.390876705609375,-2.55874040270854,3.9714499001958616,-1.111223445226757
18,-2.419126532845916,-2.5874577650598822,3.973027679505595,-1.109239874163174
19,-2.445830727414612,-2.6145931044859227,3.97443909549845,-1.1073595470963618
20,-2.4711507296681106,-2.6403124171747074,3.975709232508518,-1.105574631734421
21,-2.495223854766465,-2.6647568073258734,3.976858362087148,-1.1038778978491348
22,-2.5181678822846,-2.68804723593028,3.9779030462409177,-1.102262719856883
23,-2.5400846022104493,-2.710288187192305,3.9788569501365374,-1.1007230516659599
24,-2.561062590052982,-2.7315705360188174,3.9797314498653673,-1.099253388070009
25,-2.5811794040246934,-2.75197381696397,3.980536093184025,-1.0978487207823737
26,-2.600503343115601,-2.771568038687486,3.981278953154148,-1.0965044936319193
27,-2.619094867436937,-2.790415149063078,3.981966902668634,-1.0952165593608267
28,-2.6370077558938774,-2.808570228731224,3.9826058297881977,-1.0939811392524779
29,-2.654290057463016,-2.826082471388596,3.98320080827286,-1.0927947861149585
30,-2.6709848787570625,-2.84299599500195,3.98375623382908,-1.091654350744828
31,-2.687131040595979,-2.8593505178019387,3.984275933859704,-1.090556951774393
32,-2.70276362891442,-2.8751819252534783,3.9847632565447135,-1.089499948690817
33,-2.717914459794917,-2.8905227484596283,3.985221143659441,-1.0884809177633157
34,-2.732612474219723,-2.9054025701106583,3.9856521904943008,-1.087497630599216
35,-2.746884074925486,-2.9198483707690084,3.9860586954671176,-1.0865480350545647
36,-2.76075341526977,-2.9338848257202352,3.98644270144047,-1.0856302382409426
37,-2.7742426480932605,-2.9475345606292667,3.986806030319407,-1.084742491391308
38,-2.7873721410525274,-2.9608183726815067,3.987150312171766,-1.0838831763705676
39,-2.800160663706814,-2.973755422657302,3.987477009857452,-1.0830507936393992
40,-2.8126255506951745,-2.9863634024100003,3.987787439955068,-1.0822439515014808
41,-2.824782844582468,-2.9986586814353635,3.98808279061986,-1.081461356484136
42,-2.8366474213426387,-3.0106564355904397,3.988364136885771,-1.0807018047203902
43,-2.8482331009537605,-3.022370760510285,3.988632453828738,-1.079964174216507
44,-2.8595527451771554,-3.0338147718561577,3.9888886279322633,-1.0792474179032507
45,-2.8706183442637982,-3.045000694189397,3.989133466935491,-1.0785505573816128
46,-2.8814410940605395,-3.0559399399862186,3.989367708395183,-1.0778726772847151
47,-2.892031464765024,-3.0666431800781475,3.989592027153482,-1.0772129201871943
48,-2.902399262392544,-3.0771204066115514,3.989807041871308,-1.0765704820016886
49,-2.912553683863333,-3.0873809894603763,3.990013320761076,-1.075944607809403
50,-2.9225033664892712,-3.097433726892808,3.990211386630984,-1.075334588078038
51,-2.932256432530168,-3.107286891180561,3.990401721335489,-1.0747397552259632
52,-2.941820529398007,-3.116948269745039,3.990584769712001,-1.0741594804963093
53,-2.9512028660098344,-3.126425202354668,3.990760943071731,-1.0735931711089446
54,-2.960410245724011,-3.1357246148198543,3.99093062230254,-1.0730402676619342
55,-2.9694490962383258,-3.144853049574172,3.991094160633205,-1.072500241757349
56,-2.978325496780404,-3.1538166934809886,3.991251886101488,-1.0719725938291242
57,-2.9870452028796373,-3.1626214031623703,3.9914041037623633,-1.0714568511531266
58,-2.9956136689744386,-3.1712727281106945,3.9915510976678297,-1.0709525660218095
59,-3.0040360690780608,-3.179775931811996,3.99169313264539,-1.070459314067714
60,-3.012317315699801,-3.1881360110829315,3.991830455898703,-1.0699766927217826
61,-3.020462077195506,-3.1963577137997183,3.99196329845084,-1.0695043197939542
62,-3.028474793701397,-3.2044455551769664,3.9920918764478976,-1.0690418321647934
63,-3.036359691787861,-3.2124038327365043,3.992216392338501,-1.0685888845780958
64,-3.0441207979547547,-3.2202366400907594,3.992337035942777,-1.0681451485254332
65,-3.051761951076467,-3.2279478796516434,3.9924539854226806,-1.067710311214502
66,-3.059286813893377,-3.2355412743639573,3.992567408164175,-1.0672840746139958
67,-3.0666988836361297,-3.2430203785518503,3.992677461580436,-1.0668661545683724
68,-3.07400150186013,-3.2503885879576195,3.992784293844231,-1.066456279976581
69,-3.081197863559719,-3.2576491490439943,3.992888044556662,-1.0660541920294118
70,-3.08829102562447,-3.264805167623835,3.99298884535861,-1.0656596435005263
71,-3.794578899567812,-4.048137825530762,3.9984237889983376,-1.0325319887999242
72,-3.952831293897495,-4.240770413421318,3.9988908708485695,-1.0271333091064463
73,-4.064156563234272,-4.380461503534381,3.99913740028937,-1.0237568973658346
74,-4.150724168519504,-4.491713822049055,3.9992924079063785,-1.021357007333592
75,-4.221728997428567,-4.5848199713018,3.9993996254027775,-1.0195282703458894
76,-4.281970909690476,-4.665211501580027,3.999478475107375,-1.0180710543769491
77,-4.334298477699037,-4.736143239501944,3.999539016447073,-1.016872801171123
78,-4.380549876447822,-4.799734136298626,3.9995870174079897,-1.0158641274660494
79,-4.421984027906288,-4.857447301740086,3.999626036068469,-1.0149994422510198
80,-4.459502579899092,-4.910338638497076,3.999658392242472,-1.0142473056192776
81,-4.493774267728025,-4.959196922132761,3.999685665738419,-1.0135851981516595
82,-4.525309225633089,-5.004627950852913,3.999708970995122,-1.0129964878748274
83,-4.554505714631678,-5.04710772775562,3.9997291174072047,-1.0124685760631076
84,-4.581680749494228,-5.087017486839176,3.999746707413812,-1.011991713778249
85,-4.607090875956719,-5.1246675646583215,3.9997621989036034,-1.0115582189089412
86,-4.6309466819124845,-5.160314147042854,3.999775946255532,-1.011161942189061
87,-4.65342318802583,-5.194171311955786,3.999788228109217,-1.01079789339162
88,-4.674667450311532,-5.226419877550472,3.999799266626866,-1.0104619736523084
89,-4.694804228997576,-5.257214026223383,3.999809241147118,-1.0101507799414122
90,-4.713940286734834,-5.286686346620246,3.9998182980515793,-1.0098614597028295
91,-4.732167696389108,-5.314951728506413,3.99982655801792,-1.0095916010808081
92,-4.749566420783547,-5.342110411538352,3.999834121434519,-1.0093391488471988
93,-4.766206348950103,-5.368250400343373,3.999841072499247,-1.0091023391893237
94,-4.782148920982693,-5.393449398385422,3.999847482361541,-1.0088796485412659
95,-4.797448437525745,-5.417776371793648,3.999853411558967,-1.0086697530105293
96,-4.812153124716851,-5.441292825372827,3.9998589119266703,-1.0084714958953667
97,-4.826306007490762,-5.464053852390675,3.99986402810832,-1.008283861448696
98,-4.839945631244146,-5.486109004836631,3.99986879876244,-1.0081059535140158
