theta0,theta1,value
-10.0,-10.0,120.30641411298829
-9.5,-10.0,120.3064141222042
-9.0,-10.0,120.30641413738758
-8.5,-10.0,120.30641416239055
-8.0,-10.0,120.30641420352984
-7.5,-10.0,120.30641427113187
-7.0,-10.0,120.30641438197611
-6.5,-10.0,120.30641456306321
-6.0,-10.0,120.30641485709667
-5.5,-10.0,120.30641532955968
-5.0,-10.0,120.30641607500586
-4.5,-10.0,120.30641721279511
-4.0,-10.0,120.30641883999074
-3.5,-10.0,120.30642084372975
-3.0,-10.0,120.30642228786694
-2.5,-10.0,120.30641955264424
-2.0,-10.0,120.30640085477101
-1.5,-10.0,120.3063301670931
-1.0,-10.0,120.30609926677435
-0.5,-10.0,120.30537984482396
0.0,-10.0,120.3031525253708
0.5,-10.0,120.29637342872303
1.0,-10.0,120.28224024414837
1.5,-10.0,120.45600643927338
2.0,-10.0,125.49781960720009
2.5,-10.0,144.16065521826246
3.0,-10.0,169.5035527453659
3.5,-10.0,195.66205551384775
4.0,-10.0,214.16097030772318
4.5,-10.0,227.14831491941163
5.0,-10.0,237.53244227710005
5.5,-10.0,244.10457540930025
6.0,-10.0,247.30161575756063
6.5,-10.0,248.6752804879324
7.0,-10.0,249.29751300670227
7.5,-10.0,249.67942959259838
8.0,-10.0,250.04719767767165
8.5,-10.0,250.50875594010827
9.0,-10.0,251.1150514596087
9.5,-10.0,251.86784082991784
10.0,-10.0,252.71410246986963
-10.0,-9.5,120.30626688041627
-9.5,-9.5,120.30626689561043
-9.0,-9.5,120.30626692064509
-8.5,-9.5,120.30626696186572
-8.0,-9.5,120.30626702969339
-7.5,-9.5,120.30626714115031
-7.0,-9.5,120.3062673239026
-6.5,-9.5,120.3062676224637
-6.0,-9.5,120.30626810724318
-5.5,-9.5,120.3062688862021
-5.0,-9.5,120.30627011523613
-4.5,-9.5,120.30627199113209
-4.0,-9.5,120.30627467391986
-3.5,-9.5,120.30627797751913
-3.0,-9.5,120.30628035847548
-2.5,-9.5,120.30627584880187
-2.0,-9.5,120.30624502110773
-1.5,-9.5,120.30612847682087
-1.0,-9.5,120.30574778862099
-0.5,-9.5,120.30456168295582
0.0,-9.5,120.30088963078755
0.5,-9.5,120.28971617950346
1.0,-9.5,120.26676080135842
1.5,-9.5,120.59475445515183
2.0,-9.5,128.3001559629071
2.5,-9.5,150.57975714675484
3.0,-9.5,178.26973693578336
3.5,-9.5,203.5278820237051
4.0,-9.5,220.23764542975576
4.5,-9.5,232.56416703640534
5.0,-9.5,241.29880476602736
5.5,-9.5,246.04302431074348
6.0,-9.5,248.17441990759247
6.5,-9.5,249.1078472649365
7.0,-9.5,249.60888861178225
7.5,-9.5,250.02107814898346
8.0,-9.5,250.49904744031204
8.5,-9.5,251.11138677087786
9.0,-9.5,251.86639977099384
9.5,-9.5,252.7134793253672
10.0,-9.5,253.55924505463227
-10.0,-9.0,120.30602415387956
-9.5,-9.0,120.30602417893131
