iteration,theta0,theta1,gain
0,0.0,0.0,1.3124999999999998
1,2.190682371501697,-5.760106425860535,3.006419360338554
2,6.359884357243848,-12.232365594352167,3.552039917094354
3,9.362354827281713,-16.608168268197588,3.6478903532552924
4,10.52239070558694,-17.58373928872325,3.6690003806426374
5,11.10192536827736,-17.461776434734162,3.6746141434668407
6,11.10192536826916,-17.46177643471326,3.674614143466852
7,11.101925368236362,-17.461776434629652,3.674614143466892
8,11.101925368170765,-17.461776434462433,3.674614143466966
9,11.101925368170637,-17.461776434462106,3.67461414346697
10,11.101925368154237,-17.4617764344203,3.674614143466988
11,11.101925368146038,-17.4617764343994,3.6746141434669974
12,11.101925368129638,-17.461776434357596,3.6746141434670148
13,11.10192536812951,-17.46177643435727,3.6746141434670188
14,11.10192536812131,-17.461776434336368,3.6746141434670285
15,11.101925367990116,-17.46177643400193,3.674614143467185
16,11.101925367973717,-17.461776433960125,3.6746141434672035
17,11.101925367842522,-17.461776433625687,3.6746141434673607
18,11.101925367838422,-17.461776433615235,3.6746141434673674
19,11.101925367707228,-17.461776433280797,3.6746141434675246
20,11.10192536767443,-17.461776433197187,3.6746141434675623
21,11.10192536764163,-17.461776433113577,3.6746141434675996
22,11.101925367576033,-17.46177643294636,3.674614143467679
23,11.101925367510436,-17.46177643277914,3.67461414346776
24,11.101925367508386,-17.461776432773913,3.6746141434677635
25,11.101925367442789,-17.461776432606694,3.674614143467835
26,11.101925367441764,-17.461776432604083,3.674614143467841
27,11.101925367433564,-17.461776432583182,3.674614143467849
28,11.101925367425364,-17.46177643256228,3.674614143467859
29,11.101925367408965,-17.461776432520477,3.6746141434678807
30,11.101925367400765,-17.461776432499576,3.674614143467887
31,11.10192536739974,-17.461776432496965,3.6746141434678914
32,11.101925367366942,-17.461776432413355,3.6746141434679314
33,11.101925367350542,-17.46177643237155,3.6746141434679496
34,11.101925367284945,-17.46177643220433,3.674614143468028
35,11.101925367282895,-17.461776432199105,3.6746141434680304
36,11.101925367280845,-17.46177643219388,3.6746141434680335
37,11.101925367248047,-17.46177643211027,3.674614143468072
38,11.101925367215248,-17.46177643202666,3.6746141434681134
39,11.10192536714965,-17.46177643185944,3.6746141434681885
40,11.101925367116852,-17.46177643177583,3.6746141434682267
41,11.101925367116596,-17.461776431775178,3.67461414346823
