iteration,theta0,theta1,gain
0,0.0,0.0,1.3124999999999998
1,1.280859374999999,0.16874999999999962,3.6383355214718156
2,1.3967124730249958,0.2066130947083497,3.650432958241563
3,1.4722848333954244,0.2326591485822966,3.65604148222758
4,1.5300569605858159,0.2532023066559103,3.6594513025598183
5,1.577340999461453,0.2703915920669641,3.6617910606327455
6,1.6175952482728146,0.28527562648789817,3.6635151784299356
7,1.652765411925612,0.2984588268751545,3.6648475846904063
8,1.6840669736355007,0.3103263053566632,3.665913164376091
9,1.7123151356598036,0.3211406894293974,3.666787742063258
10,1.738085653387483,0.33109015125255775,3.667520320258384
11,1.7618015424868856,0.34031469762032107,3.668144124711166
12,1.7837834496416933,0.3489216494605146,3.6686825603763733
13,1.804280659147183,0.3569952860341274,3.6691526355454687
14,1.8234910850859636,0.36460313139457096,3.6695670344733378
15,1.8415746611420682,0.37180020681881787,3.669935426294342
16,1.858662598057687,0.37863199780467705,3.6702653215797283
17,1.874863959185014,0.3851365793510615,3.670562650123538
18,1.8902704408530862,0.39134617314081893,3.670832161014006
19,1.9049599186111743,0.3972883111569535,3.671077706044496
20,1.9189991250837635,0.40298672036337413,3.6713024445552325
21,1.9324457041362513,0.40846200569016194,3.671508994149998
22,1.9453498088763073,0.41373218455669564,3.6716995433698014
23,1.9577553605497489,0.41881311036451235,3.6718759371416656
24,1.9697010516373135,0.4237188117579604,3.672039742425716
25,1.9812211534241382,0.4284617671508752,3.672192299246894
26,1.9923461723048417,0.4330531289157259,3.6723347607939902
27,2.003103387775265,0.43750290800757763,3.6724681252402096
28,2.013517296947851,0.44182012718236924,3.6725932612244767
29,2.023609984526702,0.4460129490595404,3.672710928427985
30,2.0334014328316177,0.4500887838659968,3.672821794319464
31,2.0429097832216074,0.4540543806407592,3.6729264478811183
32,2.052151557828379,0.45791590487944983,3.6730254109354026
33,2.569769043003432,-0.22838403662174062,3.674511319604712
34,3.1491963364976767,-0.8930183093775521,3.6755294135349597
35,3.760525847195833,-1.3177042957699843,3.6762578829586112
36,4.2799966109478165,-1.6334987358876103,3.6765436344053537
37,4.714862328458022,-1.8830430435918206,3.676663939299894
38,5.0837205396652045,-2.087775663191733,3.6767207527943007
39,5.401770921310114,-2.2606860506279136,3.6767503613339176
40,5.680263311781551,-2.4099701372956397,3.6767670802304764
41,5.927385745117048,-2.541099546195667,3.676777150852413
42,6.1491636574745305,-2.6578846843611417,3.676783543970883
43,6.350111295316159,-2.763073886367918,3.6767877818651082
44,6.5336758062951,-2.8587085739581055,3.6767906943244024
45,6.702537817570554,-2.9463432605598356,3.6767927578645794
46,6.858816986360371,-3.0271871003290913,3.676794258533993
47,7.004214877457972,-3.1021980010344663,3.676795374705898
48,7.140116077805304,-3.1721470154473077,3.6767962213377725
49,7.267661044249431,-3.2376635180955433,3.676796874681604
50,7.387799486348668,-3.2992676115284434,3.676797386614252
51,7.5013301112727175,-3.357393833970714,3.6767977932313594
52,7.608930652805211,-3.4124088106177584,3.6767981201565743
53,7.7111808687405725,-3.464624604516911,3.6767983859097635
54,7.808580373929359,-3.5143089593063075,3.6767986040953566
55,7.901562628117504,-3.561693259232336,3.6767987848549892
56,7.990506024185346,-3.6069787880609314,3.6767989358507815
57,8.075742763946728,-3.650341703347399,3.6767990629428016
58,8.157566027272622,-3.69193702869193,3.676799170663493
59,8.236235811254154,-3.731901886875837,3.676799262554848
60,8.311983723136352,-3.770358140101797,3.6767993414114084
61,8.385016942952662,-3.8074145627300635,3.67679940945756
62,8.455521521794836,-3.843168642112362,3.6767994684784635
63,8.523665144397267,-3.877708081135964,3.6767995199177697
64,8.58959945667792,-3.9111120596823015,3.6767995649513354
65,8.653462037581658,-3.9434522998368315,3.676799604543283
66,8.715378078253817,-3.974793970276184,3.676799639489119
67,8.775461818965322,-4.005196458034387,3.676799670449095
68,8.833817784395395,-4.034714030258013,3.6767996979742112
69,8.890541850179982,-4.063396404197688,3.6767997225267477
70,8.945722167554498,-4.091289240255218,3.6767997444964164
71,8.999439968086758,-4.1184345701927105,3.676799764213339
72,9.051770266630228,-4.144871170449242,3.676799781958347
73,9.102782477517348,-4.170634888778811,3.676799797971379
74,9.152540956495857,-4.19575893102713,3.676799812458229
75,9.201105478863838,-4.220274113732951,3.6767998255960914
76,9.248531662585282,-4.244209087317233,3.6767998375380744
77,9.294871343792877,-4.267590533867835,3.6767998484169326
78,9.340172910949654,-4.290443342905639,3.6767998583481547
79,9.384481603000278,-4.312790768003835,3.6767998674325186
80,9.427839776059406,-4.334654566705173,3.6767998757582276
81,9.470287142529848,-4.35605512582596,3.6767998834027025
82,9.511860985993854,-4.377011573937545,3.6767998904340993
83,9.552596354758169,-4.39754188256551,3.676799896912549
84,9.59252623654243,-4.417662957435535,3.676799902891266
85,9.631681716468872,-4.437390720916037,3.6767999084174336
86,9.670092120229034,-4.456740186655796,3.6767999135330065
87,9.707785144062381,-4.475725527285388,3.676799918275349
88,9.744786972975504,-4.494360135940594,3.6767999226778425
89,9.781122388453534,-4.512656682271128,3.676799926770342
90,9.81681486676291,-4.530627163516547,3.6767999305796133
91,9.851886668813053,-4.548282951160861,3.6767999341297064
92,9.88635892243056,-4.565634833616628,3.6767999374422526
93,9.920251697800596,-4.582693055336677,3.6767999405367724
94,9.953584076744216,-4.599467352705813,3.676799943430885
95,9.986374216425268,-4.615966987025044,3.6767999461405285
96,10.01863940801504,-4.632200774866082,3.6767999486801473
97,10.050396130785293,-4.648177116043407,3.6767999510628537
98,10.08166010205002,-4.663904019424549,3.676799953300565
99,10.112446323331852,-4.679389126775746,3.6767999554041317
100,10.142769123090012,-4.694639734819517,3.6767999573834427
101,10.172642196312152,-4.709662815662474,3.6767999592475236
102,10.202078641241922,-4.7244650357356,3.67679996100463
103,10.231090993487031,-4.7390527733749375,3.6767999626623182
104,10.259691257728548,-4.753432135158032,3.6767999642275115
105,10.287890937230802,-4.767608971100178,3.676799965706564
106,10.315701061332183,-4.781588888804566,3.6767999671053198
107,10.343132211080201,-4.79537726665145,3.676799968429137
108,10.370194543158913,-4.808979266103531,3.676799969682972
109,10.396897812243257,-4.822399843197606,3.676799970871376
110,10.423251391902637,-4.835643759286122,3.6767999719985656
111,10.449264294165168,-4.848715591086602,3.6767999730684116
112,10.474945187844106,-4.861619740091686,3.6767999740845267
113,10.500302415719188,-4.874360441387967,3.6767999750502365
114,10.525344010657559,-4.8869417719275905,3.6767999759686156
115,10.550077710751781,-4.89936765829281,3.6767999768425312
116,10.57451097354591,-4.911641883990334,3.6767999776746376
117,10.598650989414681,-4.923768096309161,3.676799978467406
118,10.622504694155534,-4.935749812772881,3.676799979223128
119,10.646078780848356,-4.9475904272148385,3.676799979943935
120,10.669379711033402,-4.959293215502263,3.676799980631834
121,10.692413725253822,-4.970861340933451,3.676799981288665
122,10.715186853005639,-4.982297859330089,3.6767999819161648
123,10.737704922134643,-4.993605723845159,3.6767999825159556
124,10.759973567716644,-5.004787789505258,3.676799983089542
125,10.78199824045478,-5.015846817504706,3.676799983638346
126,10.803784214625013,-5.026785479267575,3.6767999841636776
127,10.825336595598667,-5.0376063602924575,3.676799984666792
128,10.84666032696869,-5.0483119637938145,3.676799985148838
129,10.867760197304422,-5.058904714152629,3.676799985610918
130,10.88864084655784,-5.069386960188248,3.6767999860540437
131,10.909306772142626,-5.079760978262381,3.6767999864791765
132,10.929762334705885,-5.090028975225496,3.6767999868872296
133,10.950011763610952,-5.1001930912150915,3.6767999872790416
134,10.97005916214846,-5.11025540231471,3.676799987655416
135,10.989908512491656,-5.120217923081892,3.6767999880171005
136,11.009563680410869,-5.130082608952756,3.676799988364814
137,11.029028419761032,-5.139851358530359,3.676799988699215
138,11.048306376755226,-5.1495260157635,3.6767999890209344
139,11.067401094036365,-5.159108372022189,3.676799989330572
140,11.08631601455836,-5.168600168075624,3.6767999896286865
