iteration,theta0,theta1,v_gamma
0,0.0,0.0,3.691335848139334
1,0.140625,0.046875,3.9842758039225092
2,0.35343735187688635,0.09176025504984167,4.355936826379447
3,0.35343735187688635,0.09176025504984082,4.355936826379447
4,0.35343735187688635,0.091760255049838,4.355936826379447
5,0.3858672668486103,0.07770023782339835,4.398139880684095
