seed,method_name,gamma_used,iteration,metric_value,env_name,experiment_type
42,discounting_free_vanilla_exact,avg,0,5.375411657600843,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,1,5.430977456209252,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,2,5.490677794967904,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,3,5.551325622825208,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,4,5.609281668235527,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,5,5.661557418413518,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,6,5.706563860709913,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,7,5.744115958888982,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,8,5.774939061906718,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,9,5.800127030157543,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,10,5.820786765206316,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,11,5.83787682074996,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,12,5.852166807481403,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,13,5.864252196698911,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,14,5.874586695594109,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,15,5.883515107674176,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,16,5.891300784690988,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,17,5.898146736020658,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,18,5.904211241100772,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,19,5.9096192051379814,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,20,5.914470385201139,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,21,5.918845369770222,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,22,5.9228099596059725,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,23,5.926418410675621,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,24,5.9297158624920305,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,25,5.9327401781593645,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,26,5.9355233550300515,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,27,5.938092618365123,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,28,5.940471278247587,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,29,5.94267940766269,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,30,5.944734384009726,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,31,5.946651325237829,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,32,5.948443443880885,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,33,5.950122336543407,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,34,5.951698222206726,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,35,5.953180139635888,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,36,5.9545761118629015,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,37,5.95589328398562,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,38,5.957138039201313,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,39,5.958316096981411,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,40,5.959432596510934,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,41,5.9604921679061516,env-a2,discounting_free
42,discounting_free_vanilla_exact,avg,42,5.961498993245137,env-a2,discounting_free
